account_id,citizen_id,bank_name,account_number,ifsc
ACC001287,CID001510,Axis Bank,823013605852,SBIN990860
ACC001288,CID001512,Bank of Baroda,632446057131,SBIN267100
ACC001289,CID001513,Canara Bank,351653810432,SBIN763133
ACC001290,CID001514,ICICI Bank,434454159144,SBIN188398
ACC001291,CID001515,HDFC Bank,968293941771,SBIN686712
ACC001292,CID001516,ICICI Bank,798577055573,SBIN164084
ACC001293,CID001517,Canara Bank,485073288865,SBIN880249
ACC001294,CID001518,HDFC Bank,187142746592,SBIN437615
ACC001295,CID001519,ICICI Bank,754668759489,SBIN373650
ACC001296,CID001520,Union Bank,707036495902,SBIN636215
ACC001297,CID001521,Axis Bank,159726703641,SBIN524599
ACC001298,CID001522,HDFC Bank,913501590005,SBIN789368
ACC001299,CID001523,Canara Bank,745412276073,SBIN787278
ACC001300,CID001524,Canara Bank,311969686269,SBIN530210
ACC001301,CID001525,ICICI Bank,182163579525,SBIN242961
ACC001302,CID001527,Bank of Baroda,415777168178,SBIN571974
ACC001303,CID001528,Bank of Baroda,346302768871,SBIN385645
ACC001304,CID001529,Bank of Baroda,640831427434,SBIN506775
ACC001305,CID001530,Bank of Baroda,734997603109,SBIN780651
ACC001306,CID001531,Bank of Baroda,373904157613,SBIN787055
ACC001307,CID001532,ICICI Bank,640237431406,SBIN392683
ACC001308,CID001533,ICICI Bank,732895360345,SBIN553022
ACC001309,CID001534,Union Bank,241599190581,SBIN360921
ACC001310,CID001535,Bank of Baroda,100357092470,SBIN602418
ACC001311,CID001536,Canara Bank,972319096391,SBIN983790
ACC001312,CID001537,Canara Bank,788263568873,SBIN652091
ACC001313,CID001538,Axis Bank,196271867592,SBIN605761
ACC001314,CID001539,ICICI Bank,971678058957,SBIN799352
ACC001315,CID001540,Bank of Baroda,825111996075,SBIN223294
ACC001316,CID001541,Union Bank,193880929777,SBIN289957
ACC001317,CID001542,Axis Bank,456247804323,SBIN783681
ACC001318,CID001543,HDFC Bank,604871022295,SBIN838711
ACC001319,CID001544,Union Bank,796458237221,SBIN834734
ACC001320,CID001546,SBI,117771510946,SBIN922604
ACC001321,CID001548,HDFC Bank,856489313453,SBIN732655
ACC001322,CID001549,Union Bank,358690103588,SBIN178294
ACC001323,CID001550,HDFC Bank,274558649089,SBIN512002
ACC001324,CID001551,SBI,544435146725,SBIN213492
ACC001325,CID001552,Union Bank,987964660452,SBIN668246
ACC001326,CID001554,Bank of Baroda,184555307668,SBIN286075
ACC001327,CID001555,SBI,285914337036,SBIN436902
ACC001328,CID001557,Canara Bank,944249468358,SBIN448630
ACC001329,CID001558,Bank of Baroda,390278433450,SBIN296459
ACC001330,CID001559,SBI,550745961794,SBIN623092
ACC001331,CID001560,HDFC Bank,526446074395,SBIN170327
ACC001332,CID001561,Canara Bank,793835079561,SBIN644710
ACC001333,CID001562,HDFC Bank,673805839601,SBIN469572
ACC001334,CID001563,Canara Bank,249299094512,SBIN852299
ACC001335,CID001565,Bank of Baroda,799741033107,SBIN810022
ACC001336,CID001567,SBI,176132588119,SBIN160549
ACC001337,CID001568,Canara Bank,934040439457,SBIN854430
ACC001338,CID001571,Canara Bank,699061718447,SBIN810830
ACC001339,CID001572,Union Bank,692560021882,SBIN750029
ACC001340,CID001573,Bank of Baroda,147080227313,SBIN422092
ACC001341,CID001574,HDFC Bank,721196521010,SBIN275005
ACC001342,CID001576,Bank of Baroda,867460590010,SBIN612984
ACC001343,CID001577,Union Bank,989955606030,SBIN563646
ACC001344,CID001578,Axis Bank,996109915011,SBIN694408
ACC001345,CID001579,SBI,999515038608,SBIN443779
ACC001346,CID001581,ICICI Bank,395027591528,SBIN259077
ACC001347,CID001583,Canara Bank,882002551248,SBIN760885
ACC001348,CID001584,SBI,109183626571,SBIN548871
ACC001349,CID001585,Union Bank,195255519379,SBIN893169
ACC001350,CID001586,ICICI Bank,966867645438,SBIN974696
ACC001351,CID001587,Bank of Baroda,185859285755,SBIN608260
ACC001352,CID001588,ICICI Bank,994925312137,SBIN647068
ACC001353,CID001589,ICICI Bank,747563115785,SBIN323079
ACC001354,CID001590,Union Bank,283833124880,SBIN520272
ACC001355,CID001592,Axis Bank,857958551587,SBIN222518
ACC001356,CID001593,ICICI Bank,862564991355,SBIN144914
ACC001357,CID001596,ICICI Bank,593687134881,SBIN332554
ACC001358,CID001598,HDFC Bank,689980168929,SBIN846185
ACC001359,CID001599,Canara Bank,384056133339,SBIN137951
ACC001360,CID001600,HDFC Bank,863433473652,SBIN204675
ACC001361,CID001601,ICICI Bank,130291930773,SBIN810250
ACC001362,CID001605,ICICI Bank,727622714165,SBIN483947
ACC001363,CID001606,SBI,912001516152,SBIN175973
ACC001364,CID001607,HDFC Bank,328715247650,SBIN506477
ACC001365,CID001608,ICICI Bank,735587913355,SBIN116156
ACC001366,CID001609,SBI,789685541893,SBIN429773
ACC001367,CID001610,HDFC Bank,302456808448,SBIN522909
ACC001368,CID001611,Bank of Baroda,240066568312,SBIN947841
ACC001369,CID001612,Axis Bank,831048005725,SBIN899461
ACC001370,CID001613,Canara Bank,244533851946,SBIN356119
ACC001371,CID001614,Canara Bank,895332732065,SBIN699644
ACC001372,CID001615,ICICI Bank,605536398869,SBIN822133
ACC001373,CID001616,Bank of Baroda,871291646910,SBIN116646
ACC001374,CID001618,Axis Bank,581666793767,SBIN363348
ACC001375,CID001621,Union Bank,124508410341,SBIN432274
ACC001376,CID001622,HDFC Bank,890984212319,SBIN255388
ACC001377,CID001623,Canara Bank,541057121637,SBIN837080
ACC001378,CID001624,Canara Bank,293453538001,SBIN903530
ACC001379,CID001625,HDFC Bank,427043004414,SBIN954389
ACC001380,CID001626,SBI,179613287035,SBIN638025
ACC001381,CID001627,Axis Bank,548668576838,SBIN401252
ACC001382,CID001628,Bank of Baroda,662129609377,SBIN754952
ACC001383,CID001629,Canara Bank,509041292043,SBIN382959
ACC001384,CID001631,SBI,165992063329,SBIN541188
ACC001385,CID001632,Canara Bank,252387725082,SBIN226069
ACC001386,CID001634,Canara Bank,810110552418,SBIN978664
ACC001387,CID001635,SBI,886859800533,SBIN245948
ACC001388,CID001636,Canara Bank,507257865990,SBIN625921
ACC001389,CID001637,ICICI Bank,233548228197,SBIN654166
ACC001390,CID001638,Bank of Baroda,191954568083,SBIN975921
ACC001391,CID001639,Bank of Baroda,180931929340,SBIN282784
ACC001392,CID001640,Union Bank,116179665495,SBIN561958
ACC001393,CID001641,ICICI Bank,725378564967,SBIN202636
ACC001394,CID001642,SBI,679183632982,SBIN838117
ACC001395,CID001643,SBI,530327975674,SBIN551735
ACC001396,CID001644,SBI,906993579277,SBIN299628
ACC001397,CID001645,Bank of Baroda,331186815337,SBIN569464
ACC001398,CID001647,HDFC Bank,532006365368,SBIN152485
ACC001399,CID001648,HDFC Bank,515285640001,SBIN512769
ACC001400,CID001649,Canara Bank,189093740657,SBIN873501
ACC001401,CID001650,ICICI Bank,589159875347,SBIN363450
ACC001402,CID001652,SBI,158380526873,SBIN552254
ACC001403,CID001653,SBI,992923590620,SBIN520764
ACC001404,CID001655,Bank of Baroda,188043966311,SBIN917265
ACC001405,CID001656,Axis Bank,792455557319,SBIN915992
ACC001406,CID001657,Axis Bank,682705476430,SBIN260588
ACC001407,CID001660,HDFC Bank,518945330728,SBIN103865
ACC001408,CID001661,Bank of Baroda,553695976467,SBIN642902
ACC001409,CID001662,Axis Bank,198793067838,SBIN359077
ACC001410,CID001663,Axis Bank,344285049957,SBIN750381
ACC001411,CID001664,Union Bank,784240311305,SBIN318870
ACC001412,CID001666,SBI,679219789677,SBIN911057
ACC001413,CID001667,Axis Bank,600948680048,SBIN620980
ACC001414,CID001668,Union Bank,903138271680,SBIN670736
ACC001415,CID001669,Axis Bank,830729321135,SBIN476957
ACC001416,CID001670,Canara Bank,746321585738,SBIN507009
ACC001417,CID001671,Bank of Baroda,209355083010,SBIN101941
ACC001418,CID001672,Axis Bank,797710171824,SBIN857258
ACC001419,CID001673,Canara Bank,232742902410,SBIN199391
ACC001420,CID001674,Union Bank,140973948798,SBIN771114
ACC001421,CID001675,HDFC Bank,395271492158,SBIN771814
ACC001422,CID001676,Bank of Baroda,443700141598,SBIN622258
ACC001423,CID001677,SBI,552431500677,SBIN347610
ACC001424,CID001678,ICICI Bank,818004746978,SBIN245047
ACC001425,CID001679,SBI,929644847899,SBIN823391
ACC001426,CID001680,SBI,877860271037,SBIN298812
ACC001427,CID001681,HDFC Bank,761099182978,SBIN498196
ACC001428,CID001682,Canara Bank,546170779235,SBIN226132
ACC001429,CID001684,HDFC Bank,751411933462,SBIN791068
ACC001430,CID001685,Bank of Baroda,155605042943,SBIN450256
ACC001431,CID001686,Union Bank,609709517503,SBIN733477
ACC001432,CID001687,Union Bank,947513769175,SBIN703310
ACC001433,CID001688,Bank of Baroda,379485341299,SBIN352186
ACC001434,CID001689,Union Bank,328456543678,SBIN109449
ACC001435,CID001690,Union Bank,594784899680,SBIN722030
ACC001436,CID001691,HDFC Bank,662639649628,SBIN339886
ACC001437,CID001692,HDFC Bank,220598228150,SBIN325765
ACC001438,CID001693,ICICI Bank,102803540916,SBIN728790
ACC001439,CID001694,Axis Bank,707857880201,SBIN821162
ACC001440,CID001695,ICICI Bank,360496838431,SBIN496450
ACC001441,CID001696,ICICI Bank,840072636898,SBIN104317
ACC001442,CID001697,Axis Bank,854977077604,SBIN350567
ACC001443,CID001698,HDFC Bank,145108259129,SBIN122054
ACC001444,CID001699,Bank of Baroda,737006847851,SBIN383413
ACC001445,CID001700,SBI,757024090766,SBIN235070
ACC001446,CID001701,Axis Bank,236459843540,SBIN398169
ACC001447,CID001702,ICICI Bank,658372463129,SBIN972208
ACC001448,CID001703,Canara Bank,219329926463,SBIN701110
ACC001449,CID001704,Canara Bank,259263664560,SBIN720909
ACC001450,CID001705,Axis Bank,645723796725,SBIN136306
ACC001451,CID001706,Axis Bank,943693401966,SBIN274708
ACC001452,CID001709,Axis Bank,140380972991,SBIN206021
ACC001453,CID001710,Union Bank,469056658902,SBIN422697
ACC001454,CID001711,Bank of Baroda,235935561347,SBIN810531
ACC001455,CID001712,Canara Bank,539847601811,SBIN114599
ACC001456,CID001713,Canara Bank,352519795809,SBIN686040
ACC001457,CID001714,ICICI Bank,180802995941,SBIN105787
ACC001458,CID001715,Axis Bank,913176528299,SBIN865650
ACC001459,CID001717,Canara Bank,578997023218,SBIN234138
ACC001460,CID001719,Bank of Baroda,361053465185,SBIN862476
ACC001461,CID001720,Union Bank,886281666445,SBIN516895
ACC001462,CID001721,Union Bank,152899759978,SBIN348456
ACC001463,CID001722,Axis Bank,808399335802,SBIN710008
ACC001464,CID001723,Bank of Baroda,327825824267,SBIN747677
ACC001465,CID001724,HDFC Bank,613492156568,SBIN339748
ACC001466,CID001725,HDFC Bank,107735496117,SBIN411771
ACC001467,CID001726,Canara Bank,293842655994,SBIN816204
ACC001468,CID001727,Bank of Baroda,209820327409,SBIN944035
ACC001469,CID001729,HDFC Bank,236374407667,SBIN904131
ACC001470,CID001730,Union Bank,344553533095,SBIN575698
ACC001471,CID001731,SBI,694142713802,SBIN821185
ACC001472,CID001733,Canara Bank,521438097474,SBIN988913
ACC001473,CID001734,Canara Bank,194570001520,SBIN702003
ACC001474,CID001735,HDFC Bank,605453833351,SBIN808437
ACC001475,CID001736,Bank of Baroda,577126763505,SBIN321136
ACC001476,CID001737,Canara Bank,525286603457,SBIN314960
ACC001477,CID001738,ICICI Bank,934953440246,SBIN370912
ACC001478,CID001739,ICICI Bank,527154586201,SBIN875833
ACC001479,CID001740,Axis Bank,968762343821,SBIN251098
ACC001480,CID001741,Axis Bank,927655618943,SBIN192284
ACC001481,CID001742,Bank of Baroda,822403252899,SBIN515243
ACC001482,CID001743,ICICI Bank,950040091335,SBIN973454
ACC001483,CID001744,Axis Bank,878166322017,SBIN744636
ACC001484,CID001746,Canara Bank,140969405783,SBIN896735
ACC001485,CID001747,Axis Bank,828384027630,SBIN891006
ACC001486,CID001748,ICICI Bank,327429994131,SBIN293664
ACC001487,CID001750,Bank of Baroda,628105622401,SBIN495708
ACC001488,CID001751,Axis Bank,503987859208,SBIN918979
ACC001489,CID001752,Canara Bank,647633337392,SBIN996380
ACC001490,CID001753,Axis Bank,518802353902,SBIN359345
ACC001491,CID001754,Bank of Baroda,695132465448,SBIN888091
ACC001492,CID001755,Bank of Baroda,186414392415,SBIN957371
ACC001493,CID001756,HDFC Bank,570709470939,SBIN172588
ACC001494,CID001757,Union Bank,545295276313,SBIN109079
ACC001495,CID001758,Union Bank,600450187997,SBIN917039
ACC001496,CID001759,Union Bank,552665993200,SBIN780836
ACC001497,CID001761,Bank of Baroda,997471722912,SBIN796069
ACC001498,CID001762,Canara Bank,354378394861,SBIN846585
ACC001499,CID001763,Union Bank,118731624923,SBIN230779
ACC001500,CID001765,Bank of Baroda,504729118930,SBIN509000
ACC001501,CID001766,Bank of Baroda,750452881740,SBIN767734
ACC001502,CID001767,Axis Bank,679396033539,SBIN873471
ACC001503,CID001768,SBI,330181449300,SBIN878699
ACC001504,CID001769,HDFC Bank,638716056469,SBIN988298
ACC001505,CID001770,Union Bank,881041180413,SBIN489195
ACC001506,CID001771,ICICI Bank,577244171159,SBIN528839
ACC001507,CID001772,SBI,738832886561,SBIN925298
ACC001508,CID001773,HDFC Bank,417886745604,SBIN163889
ACC001509,CID001774,HDFC Bank,423727643123,SBIN730755
ACC001510,CID001775,HDFC Bank,788569047558,SBIN300675
ACC001511,CID001776,Bank of Baroda,539806291995,SBIN830090
ACC001512,CID001777,ICICI Bank,535512900832,SBIN240332
ACC001513,CID001778,ICICI Bank,472948259250,SBIN993891
ACC001514,CID001779,Canara Bank,893842591638,SBIN635650
ACC001515,CID001781,Bank of Baroda,194832063060,SBIN514872
ACC001516,CID001782,Bank of Baroda,764450691108,SBIN258093
ACC001517,CID001783,HDFC Bank,547873019494,SBIN911688
ACC001518,CID001784,Axis Bank,824507055989,SBIN311445
ACC001519,CID001785,HDFC Bank,314518692713,SBIN323648
ACC001520,CID001786,SBI,125166620389,SBIN959831
ACC001521,CID001787,Bank of Baroda,851142858559,SBIN556331
ACC001522,CID001788,Union Bank,936562464505,SBIN654670
ACC001523,CID001789,Axis Bank,559709768001,SBIN426678
ACC001524,CID001791,HDFC Bank,362039780904,SBIN353452
ACC001525,CID001792,Axis Bank,716351790966,SBIN759450
ACC001526,CID001793,SBI,593456810855,SBIN707141
ACC001527,CID001794,ICICI Bank,110211629016,SBIN410145
ACC001528,CID001795,Bank of Baroda,545105784118,SBIN207134
ACC001529,CID001796,Canara Bank,790682180050,SBIN796273
ACC001530,CID001797,Union Bank,317761720795,SBIN638101
ACC001531,CID001799,Bank of Baroda,613885380527,SBIN133316
ACC001532,CID001800,Union Bank,223094098840,SBIN930649
ACC001533,CID001801,Axis Bank,232118288005,SBIN265704
ACC001534,CID001803,Bank of Baroda,810478869582,SBIN561847
ACC001535,CID001804,Axis Bank,721779661909,SBIN645617
ACC001536,CID001806,Bank of Baroda,941533185441,SBIN535425
ACC001537,CID001807,HDFC Bank,653391708078,SBIN690294
ACC001538,CID001808,Bank of Baroda,334608681734,SBIN463838
ACC001539,CID001809,Axis Bank,910187890993,SBIN170112
ACC001540,CID001810,Union Bank,243743727724,SBIN252160
ACC001541,CID001811,Canara Bank,146537603663,SBIN550096
ACC001542,CID001812,ICICI Bank,355314040735,SBIN351589
ACC001543,CID001813,HDFC Bank,716383073009,SBIN834891
ACC001544,CID001814,Canara Bank,235741731090,SBIN452055
ACC001545,CID001815,ICICI Bank,102428777346,SBIN892878
ACC001546,CID001817,Union Bank,274079359764,SBIN837269
ACC001547,CID001818,Axis Bank,855184587983,SBIN442242
ACC001548,CID001819,Union Bank,475406137565,SBIN513104
ACC001549,CID001820,Bank of Baroda,765198561952,SBIN972900
ACC001550,CID001821,Union Bank,388295887048,SBIN361983
ACC001551,CID001822,Axis Bank,791069436841,SBIN784262
ACC001552,CID001823,Axis Bank,425884305586,SBIN110106
ACC001553,CID001824,SBI,291844413169,SBIN410441
ACC001554,CID001825,Bank of Baroda,808323603611,SBIN572314
ACC001555,CID001826,SBI,257679490937,SBIN637860
ACC001556,CID001827,Axis Bank,795058214772,SBIN299333
ACC001557,CID001828,Union Bank,647985577110,SBIN362814
ACC001558,CID001829,SBI,150604701512,SBIN454016
ACC001559,CID001830,Canara Bank,178475763414,SBIN956081
ACC001560,CID001831,Canara Bank,751254357372,SBIN404127
ACC001561,CID001833,Canara Bank,415834524517,SBIN755125
ACC001562,CID001834,ICICI Bank,875499190471,SBIN879633
ACC001563,CID001835,Canara Bank,331010829840,SBIN759771
ACC001564,CID001837,SBI,515212602984,SBIN791485
ACC001565,CID001838,Canara Bank,613000084802,SBIN714465
ACC001566,CID001839,ICICI Bank,420129056489,SBIN169049
ACC001567,CID001840,Union Bank,688471695665,SBIN916551
ACC001568,CID001841,Bank of Baroda,576111612802,SBIN393201
ACC001569,CID001843,Union Bank,163336165293,SBIN452365
ACC001570,CID001844,Union Bank,123138587263,SBIN701884
ACC001571,CID001845,Union Bank,724333720637,SBIN914073
ACC001572,CID001846,SBI,115559903386,SBIN429752
ACC001573,CID001847,SBI,602923496623,SBIN543685
ACC001574,CID001848,Axis Bank,299729284002,SBIN732271
ACC001575,CID001849,Canara Bank,491508713370,SBIN637351
ACC001576,CID001850,HDFC Bank,499039000633,SBIN582791
ACC001577,CID001851,HDFC Bank,641828095624,SBIN649663
ACC001578,CID001852,SBI,793175027573,SBIN191483
ACC001579,CID001853,SBI,222748075018,SBIN277681
ACC001580,CID001854,HDFC Bank,627716944888,SBIN870859
ACC001581,CID001855,SBI,426023985972,SBIN991775
ACC001582,CID001856,ICICI Bank,513430462250,SBIN489805
ACC001583,CID001858,Canara Bank,113161667223,SBIN907425
ACC001584,CID001859,Bank of Baroda,216416077272,SBIN653286
ACC001585,CID001860,Canara Bank,369549190114,SBIN592212
ACC001586,CID001861,Canara Bank,198579516466,SBIN177930
ACC001587,CID001862,HDFC Bank,186061731538,SBIN610834
ACC001588,CID001865,ICICI Bank,504487932291,SBIN767701
ACC001589,CID001866,Union Bank,623204514381,SBIN488932
ACC001590,CID001867,Union Bank,218337566677,SBIN659615
ACC001591,CID001868,Bank of Baroda,683155741300,SBIN745618
ACC001592,CID001870,SBI,330175841118,SBIN786016
ACC001593,CID001871,HDFC Bank,800849995820,SBIN552074
ACC001594,CID001872,Axis Bank,543967005258,SBIN427226
ACC001595,CID001873,ICICI Bank,775326857496,SBIN465757
ACC001596,CID001874,HDFC Bank,788982345013,SBIN218077
ACC001597,CID001875,HDFC Bank,563319149378,SBIN472427
ACC001598,CID001876,ICICI Bank,439038134282,SBIN494245
ACC001599,CID001877,Bank of Baroda,604929767738,SBIN241168
ACC001600,CID001879,Bank of Baroda,553167149698,SBIN210355
ACC001601,CID001880,Canara Bank,145421912085,SBIN478461
ACC001602,CID001881,Bank of Baroda,982922039371,SBIN931582
ACC001603,CID001883,HDFC Bank,903906808014,SBIN547202
ACC001604,CID001884,SBI,619732424332,SBIN763338
ACC001605,CID001885,Bank of Baroda,252716435415,SBIN212321
ACC001606,CID001886,HDFC Bank,514724611039,SBIN635513
ACC001607,CID001887,Canara Bank,297022778531,SBIN759452
ACC001608,CID001888,Union Bank,276345131072,SBIN855323
ACC001609,CID001889,Union Bank,700561252504,SBIN227594
ACC001610,CID001890,HDFC Bank,817667375604,SBIN977188
ACC001611,CID001891,Bank of Baroda,865832793171,SBIN670592
ACC001612,CID001892,Bank of Baroda,609393332904,SBIN168620
ACC001613,CID001893,Axis Bank,965231598613,SBIN784880
ACC001614,CID001894,ICICI Bank,902160187215,SBIN613312
ACC001615,CID001897,Axis Bank,525747255752,SBIN241312
ACC001616,CID001898,SBI,874654764113,SBIN693042
ACC001617,CID001900,SBI,677984606144,SBIN373975
ACC001618,CID001901,Union Bank,939202784816,SBIN679835
ACC001619,CID001902,SBI,253856253952,SBIN152676
ACC001620,CID001904,SBI,384219531565,SBIN717222
ACC001621,CID001905,SBI,224507926803,SBIN505764
ACC001622,CID001906,Canara Bank,478602005216,SBIN642829
ACC001623,CID001907,HDFC Bank,407731060370,SBIN741011
ACC001624,CID001908,Axis Bank,482112820197,SBIN801787
ACC001625,CID001909,Bank of Baroda,624571104919,SBIN291095
ACC001626,CID001910,HDFC Bank,143055995807,SBIN631334
ACC001627,CID001911,ICICI Bank,129341181595,SBIN977081
ACC001628,CID001912,Axis Bank,897216712236,SBIN440210
ACC001629,CID001913,SBI,716790561278,SBIN406098
ACC001630,CID001914,Axis Bank,586682435536,SBIN703883
ACC001631,CID001915,SBI,134202202192,SBIN628746
ACC001632,CID001916,Axis Bank,458208044123,SBIN378228
ACC001633,CID001918,ICICI Bank,579655018254,SBIN206498
ACC001634,CID001919,HDFC Bank,921504379076,SBIN774823
ACC001635,CID001921,Axis Bank,531821891171,SBIN197119
ACC001636,CID001922,Union Bank,640218062074,SBIN722887
ACC001637,CID001923,HDFC Bank,190230978500,SBIN611061
ACC001638,CID001924,Canara Bank,462029947215,SBIN133347
ACC001639,CID001926,Canara Bank,877310442096,SBIN234061
ACC001640,CID001928,HDFC Bank,630918830810,SBIN278555
ACC001641,CID001929,Union Bank,752273405676,SBIN243301
ACC001642,CID001930,Bank of Baroda,336051513817,SBIN339065
ACC001643,CID001931,Axis Bank,298118698363,SBIN265158
ACC001644,CID001932,Canara Bank,208021284081,SBIN251516
ACC001645,CID001933,Union Bank,813788079887,SBIN722732
ACC001646,CID001934,ICICI Bank,292550798622,SBIN370895
ACC001647,CID001935,ICICI Bank,227957615114,SBIN690537
ACC001648,CID001936,Union Bank,137945101689,SBIN112790
ACC001649,CID001937,Canara Bank,330838304223,SBIN479900
ACC001650,CID001938,HDFC Bank,373616236949,SBIN270474
ACC001651,CID001939,ICICI Bank,960028628984,SBIN143039
ACC001652,CID001940,Canara Bank,659985441399,SBIN132875
ACC001653,CID001941,Bank of Baroda,442474309903,SBIN765433
ACC001654,CID001943,Axis Bank,853850218193,SBIN527187
ACC001655,CID001944,Union Bank,247627759294,SBIN631366
ACC001656,CID001945,Union Bank,990024371604,SBIN913996
ACC001657,CID001946,Bank of Baroda,610092044089,SBIN480417
ACC001658,CID001947,Union Bank,202566853854,SBIN989183
ACC001659,CID001948,ICICI Bank,807749857795,SBIN488347
ACC001660,CID001949,Axis Bank,786516315254,SBIN849212
ACC001661,CID001950,HDFC Bank,548277540345,SBIN658706
ACC001662,CID001951,HDFC Bank,649647358389,SBIN424244
ACC001663,CID001952,Bank of Baroda,237215758440,SBIN361110
ACC001664,CID001953,Axis Bank,901841491057,SBIN451326
ACC001665,CID001954,SBI,571124554226,SBIN981137
ACC001666,CID001955,Axis Bank,445724967697,SBIN289995
ACC001667,CID001956,SBI,138228596830,SBIN224978
ACC001668,CID001957,HDFC Bank,703522300553,SBIN763947
ACC001669,CID001958,Union Bank,582286062136,SBIN793342
ACC001670,CID001959,Union Bank,736922668851,SBIN979632
ACC001671,CID001960,SBI,999950497770,SBIN499273
ACC001672,CID001961,ICICI Bank,250212751734,SBIN254715
ACC001673,CID001962,Canara Bank,556568416772,SBIN892789
ACC001674,CID001963,Canara Bank,783938283403,SBIN208873
ACC001675,CID001965,Axis Bank,231872627631,SBIN870263
ACC001676,CID001966,SBI,400176486288,SBIN830841
ACC001677,CID001967,ICICI Bank,759236562515,SBIN991145
ACC001678,CID001968,HDFC Bank,725906817587,SBIN267890
ACC001679,CID001969,Axis Bank,449502018971,SBIN741330
ACC001680,CID001970,Union Bank,952894405067,SBIN297082
ACC001681,CID001971,Bank of Baroda,183144554603,SBIN827040
ACC001682,CID001972,HDFC Bank,913601037061,SBIN928628
ACC001683,CID001973,ICICI Bank,852804246387,SBIN754187
ACC001684,CID001974,SBI,792210922397,SBIN122492
ACC001685,CID001975,Union Bank,289467873679,SBIN792741
ACC001686,CID001977,ICICI Bank,603278240171,SBIN451357
ACC001687,CID001978,ICICI Bank,995592099020,SBIN317915
ACC001688,CID001979,Union Bank,355784319638,SBIN741040
ACC001689,CID001980,Union Bank,800704449246,SBIN277349
ACC001690,CID001981,Bank of Baroda,359531607254,SBIN142804
ACC001691,CID001982,Bank of Baroda,966153809460,SBIN922055
ACC001692,CID001983,SBI,520776161682,SBIN529517
ACC001693,CID001984,Union Bank,662148912032,SBIN732232
ACC001694,CID001987,HDFC Bank,889841096233,SBIN507994
ACC001695,CID001988,HDFC Bank,107191454042,SBIN282062
ACC001696,CID001989,HDFC Bank,155847786384,SBIN978496
ACC001697,CID001990,ICICI Bank,140530739797,SBIN705935
ACC001698,CID001991,Bank of Baroda,675036104233,SBIN463850
ACC001699,CID001992,Axis Bank,814467251130,SBIN452558
ACC001700,CID001993,HDFC Bank,359010534910,SBIN448175
ACC001701,CID001994,Union Bank,311374764109,SBIN741439
ACC001702,CID001995,Canara Bank,968945075902,SBIN862952
ACC001703,CID001996,HDFC Bank,302529110740,SBIN848003
ACC001704,CID001997,Axis Bank,251529552359,SBIN707962
ACC001705,CID001998,Canara Bank,847421522190,SBIN156855
ACC001706,CID001999,ICICI Bank,592420260158,SBIN743837
ACC001707,CID002001,HDFC Bank,692663850489,SBIN641575
ACC001708,CID002002,Canara Bank,992809874033,SBIN819176
ACC001709,CID002003,HDFC Bank,978669341283,SBIN764602
ACC001710,CID002005,ICICI Bank,133080703564,SBIN789683
ACC001711,CID002006,Axis Bank,497302684630,SBIN694877
ACC001712,CID002007,ICICI Bank,522688161851,SBIN945619
ACC001713,CID002008,HDFC Bank,560386552332,SBIN216757
ACC001714,CID002009,SBI,341857993184,SBIN927362
ACC001715,CID002010,Axis Bank,779795683746,SBIN247940
ACC001716,CID002011,Canara Bank,868668324481,SBIN866304
ACC001717,CID002012,Bank of Baroda,428913031851,SBIN213472
ACC001718,CID002013,Axis Bank,265266935610,SBIN268052
ACC001719,CID002014,ICICI Bank,912649546788,SBIN499379
ACC001720,CID002015,Axis Bank,878114843256,SBIN259516
ACC001721,CID002017,Canara Bank,681341429239,SBIN723628
ACC001722,CID002018,HDFC Bank,449404135347,SBIN136541
ACC001723,CID002019,Axis Bank,984744755896,SBIN584341
ACC001724,CID002021,SBI,472060379668,SBIN597070
ACC001725,CID002022,HDFC Bank,699156489439,SBIN407657
ACC001726,CID002023,Union Bank,444769599830,SBIN876646
ACC001727,CID002024,Union Bank,947076090432,SBIN820537
ACC001728,CID002025,ICICI Bank,780091601239,SBIN453114
ACC001729,CID002026,Union Bank,854846682658,SBIN679548
ACC001730,CID002027,ICICI Bank,193841633840,SBIN999178
ACC001731,CID002028,Canara Bank,716463425481,SBIN942916
ACC001732,CID002029,ICICI Bank,263358992319,SBIN648942
ACC001733,CID002030,HDFC Bank,123077217371,SBIN653643
ACC001734,CID002031,Bank of Baroda,972830888497,SBIN428861
ACC001735,CID002032,Axis Bank,434524040877,SBIN212067
ACC001736,CID002033,Axis Bank,986775434967,SBIN252854
ACC001737,CID002034,SBI,803398845432,SBIN483793
ACC001738,CID002035,Axis Bank,114269816743,SBIN798282
ACC001739,CID002037,Bank of Baroda,603526610788,SBIN107209
ACC001740,CID002038,Bank of Baroda,216479585485,SBIN713631
ACC001741,CID002040,Bank of Baroda,584438165116,SBIN365954
ACC001742,CID002041,Union Bank,435272473013,SBIN714981
ACC001743,CID002042,Canara Bank,294747060884,SBIN848934
ACC001744,CID002043,Bank of Baroda,914466171466,SBIN188654
ACC001745,CID002044,HDFC Bank,406442048874,SBIN247464
ACC001746,CID002046,Canara Bank,279299557570,SBIN193276
ACC001747,CID002047,Axis Bank,331938583408,SBIN447660
ACC001748,CID002048,Bank of Baroda,667441964571,SBIN105449
ACC001749,CID002050,Canara Bank,179988696244,SBIN837263
