search_id,entity_type,entity_value,case_id
SRCH008085,Bank,274211974930,CASE004938
SRCH008086,Vehicle,KA67AB1862,CASE007787
SRCH008087,Case,CASE004669,CASE001777
SRCH008088,Officer,OFF00309,CASE006184
SRCH008089,Phone,9379243490,CASE001423
SRCH008090,Vehicle,KA06AB4444,CASE008915
SRCH008091,Vehicle,KA09AB9560,CASE003640
SRCH008092,Vehicle,KA70AB9213,CASE009085
SRCH008093,Case,CASE003535,CASE001447
SRCH008094,Bank,933724325189,CASE001923
SRCH008095,Bank,415229759602,CASE005728
SRCH008096,Bank,138093330256,CASE007293
SRCH008097,Phone,9255158245,CASE008950
SRCH008098,Citizen,CID003188,CASE003023
SRCH008099,Officer,OFF00500,CASE005390
SRCH008100,Citizen,CID001907,CASE001673
SRCH008101,Phone,9330616937,CASE000341
SRCH008102,Vehicle,KA50AB5459,CASE007357
SRCH008103,Citizen,CID005364,CASE001124
SRCH008104,Officer,OFF00308,CASE009586
SRCH008105,Bank,186003288012,CASE002673
SRCH008106,Citizen,CID003710,CASE008621
SRCH008107,Vehicle,KA19AB2243,CASE000211
SRCH008108,Bank,135439950245,CASE008971
SRCH008109,Phone,9386459882,CASE009920
SRCH008110,Phone,9318170913,CASE005112
SRCH008111,Case,CASE005463,CASE001688
SRCH008112,Bank,822047297552,CASE007589
SRCH008113,Officer,OFF00439,CASE004536
SRCH008114,Bank,724347249289,CASE009460
SRCH008115,Officer,OFF00104,CASE001934
SRCH008116,Officer,OFF00364,CASE007224
SRCH008117,Citizen,CID007605,CASE003188
SRCH008118,Vehicle,KA35AB5625,CASE003353
SRCH008119,Officer,OFF00302,CASE007364
SRCH008120,Case,CASE001147,CASE009553
SRCH008121,Bank,215014419655,CASE008819
SRCH008122,Phone,9896215404,CASE006578
SRCH008123,Case,CASE005684,CASE003576
SRCH008124,Officer,OFF00271,CASE000019
SRCH008125,Bank,942464017051,CASE002185
SRCH008126,Citizen,CID004090,CASE000203
SRCH008127,Bank,568541394748,CASE007029
SRCH008128,Phone,9786667586,CASE003018
SRCH008129,Phone,9340466097,CASE008399
SRCH008130,Citizen,CID001071,CASE004507
SRCH008131,Phone,9785597696,CASE004707
SRCH008132,Citizen,CID005234,CASE003665
SRCH008133,Citizen,CID002483,CASE008286
SRCH008134,Case,CASE004905,CASE001533
SRCH008135,Phone,9662811568,CASE000435
SRCH008136,Citizen,CID009512,CASE007673
SRCH008137,Citizen,CID001845,CASE004205
SRCH008138,Bank,441649680403,CASE005934
SRCH008139,Officer,OFF00390,CASE003734
SRCH008140,Vehicle,KA03AB7746,CASE009179
SRCH008141,Citizen,CID004096,CASE004100
SRCH008142,Bank,673780702191,CASE001144
SRCH008143,Vehicle,KA80AB5598,CASE004944
SRCH008144,Case,CASE008187,CASE004579
SRCH008145,Citizen,CID002824,CASE001481
SRCH008146,Officer,OFF00121,CASE004717
SRCH008147,Vehicle,KA39AB3149,CASE001543
SRCH008148,Officer,OFF00327,CASE008858
SRCH008149,Officer,OFF00114,CASE005271
SRCH008150,Phone,9659496828,CASE003879
SRCH008151,Vehicle,KA47AB9262,CASE000860
SRCH008152,Vehicle,KA08AB8648,CASE006518
SRCH008153,Citizen,CID008551,CASE007768
SRCH008154,Case,CASE001596,CASE004723
SRCH008155,Officer,OFF00385,CASE000645
SRCH008156,Bank,598114271770,CASE006931
SRCH008157,Phone,9625042119,CASE007038
SRCH008158,Officer,OFF00160,CASE000173
SRCH008159,Officer,OFF00380,CASE008774
SRCH008160,Vehicle,KA71AB3096,CASE002672
SRCH008161,Officer,OFF00343,CASE005034
SRCH008162,Case,CASE001411,CASE005222
SRCH008163,Bank,409553532800,CASE002735
SRCH008164,Case,CASE002244,CASE008319
SRCH008165,Citizen,CID001685,CASE000685
SRCH008166,Citizen,CID004362,CASE006558
SRCH008167,Case,CASE008173,CASE004508
SRCH008168,Officer,OFF00065,CASE003867
SRCH008169,Case,CASE007787,CASE009522
SRCH008170,Vehicle,KA61AB2644,CASE004418
SRCH008171,Officer,OFF00282,CASE007992
SRCH008172,Case,CASE000221,CASE003688
SRCH008173,Case,CASE000283,CASE007550
SRCH008174,Citizen,CID009876,CASE002693
SRCH008175,Vehicle,KA26AB6796,CASE005911
SRCH008176,Case,CASE005597,CASE005366
SRCH008177,Phone,9810916923,CASE005406
SRCH008178,Vehicle,KA52AB1190,CASE003797
SRCH008179,Bank,536651517150,CASE006665
SRCH008180,Citizen,CID001722,CASE001324
SRCH008181,Officer,OFF00336,CASE001309
SRCH008182,Vehicle,KA64AB4914,CASE007953
SRCH008183,Vehicle,KA90AB4083,CASE008298
SRCH008184,Case,CASE003097,CASE003964
SRCH008185,Phone,9103248953,CASE008256
SRCH008186,Case,CASE001243,CASE006928
SRCH008187,Case,CASE007361,CASE005690
SRCH008188,Bank,987852357407,CASE001890
SRCH008189,Phone,9403776102,CASE003091
SRCH008190,Officer,OFF00360,CASE003119
SRCH008191,Citizen,CID005855,CASE000774
SRCH008192,Vehicle,KA54AB6301,CASE008709
SRCH008193,Bank,242284626317,CASE008186
SRCH008194,Officer,OFF00290,CASE005119
SRCH008195,Citizen,CID004466,CASE005542
SRCH008196,Citizen,CID000558,CASE003182
SRCH008197,Citizen,CID004903,CASE005363
SRCH008198,Citizen,CID008834,CASE002630
SRCH008199,Bank,469649281703,CASE000221
SRCH008200,Citizen,CID004228,CASE006006
SRCH008201,Case,CASE003089,CASE008268
SRCH008202,Phone,9827868922,CASE000381
SRCH008203,Citizen,CID004087,CASE003440
SRCH008204,Bank,965722613590,CASE004469
SRCH008205,Citizen,CID003539,CASE003881
SRCH008206,Officer,OFF00436,CASE003126
SRCH008207,Officer,OFF00449,CASE000514
SRCH008208,Case,CASE002347,CASE001487
SRCH008209,Bank,623619879508,CASE002765
SRCH008210,Bank,257777845929,CASE005804
SRCH008211,Case,CASE002007,CASE000590
SRCH008212,Bank,884809953462,CASE000635
SRCH008213,Phone,9900654544,CASE007926
SRCH008214,Officer,OFF00380,CASE004920
SRCH008215,Vehicle,KA07AB6690,CASE003921
SRCH008216,Phone,9045056031,CASE006370
SRCH008217,Phone,9982696735,CASE004907
SRCH008218,Vehicle,KA52AB3689,CASE009025
SRCH008219,Officer,OFF00409,CASE007398
SRCH008220,Officer,OFF00491,CASE009700
SRCH008221,Case,CASE009897,CASE002272
SRCH008222,Officer,OFF00248,CASE005572
SRCH008223,Bank,817839736753,CASE001493
SRCH008224,Citizen,CID007426,CASE007726
SRCH008225,Phone,9663487498,CASE003878
SRCH008226,Officer,OFF00381,CASE007445
SRCH008227,Officer,OFF00455,CASE002938
SRCH008228,Officer,OFF00413,CASE007924
SRCH008229,Citizen,CID000868,CASE002507
SRCH008230,Phone,9170680175,CASE001088
SRCH008231,Vehicle,KA12AB3776,CASE000362
SRCH008232,Phone,9289221368,CASE005328
SRCH008233,Phone,9133861657,CASE000682
SRCH008234,Bank,297162751209,CASE002460
SRCH008235,Vehicle,KA15AB2683,CASE000638
SRCH008236,Officer,OFF00157,CASE008479
SRCH008237,Bank,142874583921,CASE005698
SRCH008238,Bank,475700157097,CASE006795
SRCH008239,Vehicle,KA16AB3959,CASE008873
SRCH008240,Phone,9345558710,CASE000660
SRCH008241,Case,CASE003683,CASE000745
SRCH008242,Vehicle,KA56AB1107,CASE003749
SRCH008243,Bank,194731648330,CASE005233
SRCH008244,Vehicle,KA32AB1496,CASE008388
SRCH008245,Case,CASE001780,CASE000880
SRCH008246,Bank,503665314002,CASE000711
SRCH008247,Citizen,CID006915,CASE005891
SRCH008248,Bank,408613886927,CASE006533
SRCH008249,Citizen,CID006227,CASE000002
SRCH008250,Phone,9225051778,CASE003048
SRCH008251,Case,CASE007901,CASE001747
SRCH008252,Case,CASE002093,CASE004206
SRCH008253,Phone,9413983885,CASE000482
SRCH008254,Case,CASE008048,CASE002227
SRCH008255,Case,CASE000259,CASE001612
SRCH008256,Citizen,CID006613,CASE002922
SRCH008257,Officer,OFF00317,CASE008280
SRCH008258,Case,CASE001629,CASE007483
SRCH008259,Vehicle,KA87AB6027,CASE001936
SRCH008260,Officer,OFF00102,CASE006168
SRCH008261,Phone,9379415655,CASE008376
SRCH008262,Case,CASE002581,CASE007719
SRCH008263,Vehicle,KA80AB1158,CASE004346
SRCH008264,Case,CASE003870,CASE004576
SRCH008265,Bank,460635260871,CASE002232
SRCH008266,Bank,225295678434,CASE003453
SRCH008267,Bank,625233584445,CASE005346
SRCH008268,Citizen,CID002095,CASE009098
SRCH008269,Citizen,CID003951,CASE009812
SRCH008270,Officer,OFF00010,CASE009865
SRCH008271,Vehicle,KA13AB2491,CASE000765
SRCH008272,Case,CASE007844,CASE008679
SRCH008273,Officer,OFF00144,CASE009726
SRCH008274,Officer,OFF00230,CASE000323
SRCH008275,Citizen,CID003921,CASE009609
SRCH008276,Phone,9257717036,CASE003427
SRCH008277,Bank,153306787772,CASE004339
SRCH008278,Case,CASE002909,CASE000596
SRCH008279,Bank,724691678069,CASE000286
SRCH008280,Vehicle,KA09AB3916,CASE002866
SRCH008281,Vehicle,KA60AB7975,CASE005840
SRCH008282,Citizen,CID009375,CASE004051
SRCH008283,Bank,107962853067,CASE003287
SRCH008284,Vehicle,KA21AB4793,CASE009657
SRCH008285,Bank,113641905468,CASE005632
SRCH008286,Officer,OFF00021,CASE004210
SRCH008287,Officer,OFF00093,CASE003728
SRCH008288,Bank,143670970055,CASE006761
SRCH008289,Bank,434363604537,CASE000002
SRCH008290,Bank,918061377586,CASE001617
SRCH008291,Citizen,CID004626,CASE000050
SRCH008292,Phone,9289188723,CASE005768
SRCH008293,Bank,272627173666,CASE002362
SRCH008294,Vehicle,KA29AB5571,CASE000545
SRCH008295,Officer,OFF00300,CASE001878
SRCH008296,Vehicle,KA97AB9911,CASE009391
SRCH008297,Citizen,CID004588,CASE004556
SRCH008298,Case,CASE009517,CASE002034
SRCH008299,Citizen,CID005599,CASE000915
SRCH008300,Phone,9112099484,CASE003416
SRCH008301,Phone,9645084329,CASE003498
SRCH008302,Bank,602936993877,CASE001690
SRCH008303,Bank,159271453847,CASE003658
SRCH008304,Vehicle,KA76AB2085,CASE008542
SRCH008305,Citizen,CID004903,CASE006538
SRCH008306,Officer,OFF00205,CASE004382
SRCH008307,Bank,338391366905,CASE005994
SRCH008308,Vehicle,KA09AB2052,CASE000140
SRCH008309,Bank,253669045149,CASE007111
SRCH008310,Case,CASE005412,CASE009604
SRCH008311,Phone,9686111587,CASE008881
SRCH008312,Citizen,CID006876,CASE002937
SRCH008313,Phone,9850929058,CASE009426
SRCH008314,Case,CASE001618,CASE003021
SRCH008315,Case,CASE002444,CASE007030
SRCH008316,Officer,OFF00467,CASE004841
SRCH008317,Officer,OFF00244,CASE004849
SRCH008318,Vehicle,KA49AB4802,CASE009011
SRCH008319,Phone,9477830585,CASE005438
SRCH008320,Case,CASE009552,CASE009831
SRCH008321,Phone,9582530454,CASE005626
SRCH008322,Vehicle,KA17AB2905,CASE001259
SRCH008323,Vehicle,KA14AB3585,CASE006530
SRCH008324,Officer,OFF00217,CASE002381
SRCH008325,Phone,9042941201,CASE001960
SRCH008326,Case,CASE002419,CASE005050
SRCH008327,Citizen,CID002051,CASE009615
SRCH008328,Case,CASE005126,CASE007938
SRCH008329,Bank,155921492046,CASE005545
SRCH008330,Case,CASE005231,CASE009732
SRCH008331,Case,CASE002369,CASE003029
SRCH008332,Citizen,CID005236,CASE006894
SRCH008333,Vehicle,KA77AB4798,CASE001365
SRCH008334,Vehicle,KA99AB4069,CASE003750
SRCH008335,Bank,260364489199,CASE004061
SRCH008336,Officer,OFF00161,CASE006364
SRCH008337,Citizen,CID008838,CASE002451
SRCH008338,Bank,720285830477,CASE004869
SRCH008339,Officer,OFF00033,CASE002979
SRCH008340,Vehicle,KA31AB1578,CASE001651
SRCH008341,Citizen,CID003853,CASE001429
SRCH008342,Vehicle,KA89AB1027,CASE007495
SRCH008343,Phone,9494664119,CASE001451
SRCH008344,Citizen,CID009040,CASE009762
SRCH008345,Vehicle,KA16AB8655,CASE007388
SRCH008346,Officer,OFF00277,CASE004144
SRCH008347,Officer,OFF00217,CASE000781
SRCH008348,Vehicle,KA34AB8248,CASE005592
SRCH008349,Bank,584546131062,CASE003608
SRCH008350,Bank,283675928310,CASE004857
SRCH008351,Case,CASE004118,CASE009440
SRCH008352,Vehicle,KA08AB8313,CASE009758
SRCH008353,Vehicle,KA34AB9955,CASE000040
SRCH008354,Officer,OFF00062,CASE001279
SRCH008355,Phone,9616922193,CASE003658
SRCH008356,Case,CASE001411,CASE006378
SRCH008357,Vehicle,KA65AB8689,CASE000654
SRCH008358,Officer,OFF00111,CASE005888
SRCH008359,Case,CASE004538,CASE003388
SRCH008360,Case,CASE007949,CASE009226
SRCH008361,Officer,OFF00144,CASE003971
SRCH008362,Citizen,CID007720,CASE004691
SRCH008363,Officer,OFF00205,CASE005766
SRCH008364,Officer,OFF00085,CASE001822
SRCH008365,Officer,OFF00366,CASE002788
SRCH008366,Officer,OFF00488,CASE001527
SRCH008367,Vehicle,KA73AB3224,CASE004684
SRCH008368,Bank,845579610983,CASE006915
SRCH008369,Case,CASE006688,CASE003566
SRCH008370,Vehicle,KA30AB9393,CASE004744
SRCH008371,Phone,9394854052,CASE002089
SRCH008372,Vehicle,KA73AB1133,CASE002309
SRCH008373,Case,CASE003886,CASE003173
SRCH008374,Vehicle,KA61AB1741,CASE005354
SRCH008375,Bank,830859527933,CASE003149
SRCH008376,Case,CASE006833,CASE000825
SRCH008377,Vehicle,KA53AB9699,CASE005030
SRCH008378,Case,CASE005949,CASE003207
SRCH008379,Case,CASE009219,CASE002247
SRCH008380,Phone,9413176798,CASE004305
SRCH008381,Officer,OFF00220,CASE003674
SRCH008382,Officer,OFF00073,CASE001900
SRCH008383,Officer,OFF00400,CASE009162
SRCH008384,Case,CASE007737,CASE003317
SRCH008385,Bank,325885381784,CASE007692
SRCH008386,Case,CASE004541,CASE002900
SRCH008387,Citizen,CID009708,CASE009788
SRCH008388,Case,CASE008298,CASE003356
SRCH008389,Officer,OFF00439,CASE008128
SRCH008390,Citizen,CID003240,CASE007773
SRCH008391,Citizen,CID001875,CASE009766
SRCH008392,Case,CASE004368,CASE002689
SRCH008393,Vehicle,KA19AB4845,CASE008298
SRCH008394,Bank,764252939043,CASE008219
SRCH008395,Case,CASE000988,CASE006922
SRCH008396,Phone,9545001282,CASE006918
SRCH008397,Vehicle,KA60AB8067,CASE006241
SRCH008398,Case,CASE000145,CASE008082
SRCH008399,Citizen,CID003197,CASE009959
SRCH008400,Phone,9736901837,CASE007762
SRCH008401,Bank,893033629277,CASE005096
SRCH008402,Phone,9990552351,CASE002271
SRCH008403,Officer,OFF00141,CASE002690
SRCH008404,Bank,454062631267,CASE001464
SRCH008405,Phone,9551836313,CASE001178
SRCH008406,Vehicle,KA71AB7250,CASE003865
SRCH008407,Citizen,CID006681,CASE006754
SRCH008408,Phone,9257301478,CASE002209
SRCH008409,Officer,OFF00363,CASE006344
SRCH008410,Phone,9098657233,CASE004559
SRCH008411,Bank,742229864342,CASE002728
SRCH008412,Bank,783153002269,CASE002094
SRCH008413,Vehicle,KA69AB1138,CASE004529
SRCH008414,Bank,171921685577,CASE007617
SRCH008415,Vehicle,KA74AB6355,CASE003558
SRCH008416,Officer,OFF00369,CASE001769
SRCH008417,Case,CASE004295,CASE007511
SRCH008418,Vehicle,KA62AB7533,CASE009457
SRCH008419,Bank,767973771364,CASE009904
SRCH008420,Vehicle,KA41AB8820,CASE009148
SRCH008421,Phone,9908794005,CASE003209
SRCH008422,Case,CASE006440,CASE001038
SRCH008423,Officer,OFF00454,CASE000539
SRCH008424,Citizen,CID000306,CASE008977
SRCH008425,Bank,554883023045,CASE008868
SRCH008426,Case,CASE003483,CASE003525
SRCH008427,Bank,122096936806,CASE004194
SRCH008428,Case,CASE003682,CASE002980
SRCH008429,Officer,OFF00083,CASE004164
SRCH008430,Phone,9689008921,CASE003757
SRCH008431,Case,CASE008171,CASE008849
SRCH008432,Case,CASE004199,CASE009235
SRCH008433,Citizen,CID001346,CASE002886
SRCH008434,Phone,9153746056,CASE002197
SRCH008435,Citizen,CID001340,CASE006736
SRCH008436,Officer,OFF00238,CASE005888
SRCH008437,Case,CASE003805,CASE005608
SRCH008438,Citizen,CID009556,CASE005486
SRCH008439,Citizen,CID005880,CASE005572
SRCH008440,Case,CASE005665,CASE002680
SRCH008441,Bank,851756212012,CASE007551
SRCH008442,Vehicle,KA74AB4172,CASE004360
SRCH008443,Bank,103884872033,CASE005909
SRCH008444,Case,CASE003023,CASE001938
SRCH008445,Bank,836702186524,CASE005065
SRCH008446,Officer,OFF00352,CASE007385
SRCH008447,Vehicle,KA16AB1394,CASE000351
SRCH008448,Citizen,CID004903,CASE006919
SRCH008449,Phone,9772603581,CASE005291
SRCH008450,Case,CASE007846,CASE000922
SRCH008451,Vehicle,KA02AB7839,CASE003242
SRCH008452,Bank,603170724146,CASE007313
SRCH008453,Vehicle,KA11AB8999,CASE006023
SRCH008454,Phone,9895965623,CASE005883
SRCH008455,Citizen,CID003721,CASE002128
SRCH008456,Vehicle,KA78AB2050,CASE000962
SRCH008457,Vehicle,KA38AB6577,CASE003341
SRCH008458,Phone,9873654590,CASE008412
SRCH008459,Bank,848593353983,CASE009896
SRCH008460,Officer,OFF00066,CASE008642
SRCH008461,Bank,194812335880,CASE006800
SRCH008462,Bank,992387635502,CASE008291
SRCH008463,Citizen,CID000133,CASE001751
SRCH008464,Citizen,CID007473,CASE004197
SRCH008465,Phone,9324288034,CASE003153
SRCH008466,Vehicle,KA09AB7069,CASE009320
SRCH008467,Citizen,CID000418,CASE008127
SRCH008468,Case,CASE004522,CASE005023
SRCH008469,Officer,OFF00415,CASE009487
SRCH008470,Citizen,CID007194,CASE001611
SRCH008471,Phone,9070801981,CASE001065
SRCH008472,Phone,9177558992,CASE004450
SRCH008473,Vehicle,KA74AB4717,CASE000749
SRCH008474,Vehicle,KA62AB5639,CASE001657
SRCH008475,Case,CASE009711,CASE006079
SRCH008476,Case,CASE008548,CASE002177
SRCH008477,Bank,548553318009,CASE000777
SRCH008478,Vehicle,KA08AB9772,CASE008518
SRCH008479,Bank,247338974923,CASE006725
SRCH008480,Officer,OFF00351,CASE006664
SRCH008481,Phone,9217976489,CASE000101
SRCH008482,Citizen,CID008931,CASE000815
SRCH008483,Citizen,CID003974,CASE009590
SRCH008484,Citizen,CID004775,CASE002516
SRCH008485,Vehicle,KA95AB2987,CASE001471
SRCH008486,Officer,OFF00410,CASE008091
SRCH008487,Citizen,CID000546,CASE006864
SRCH008488,Bank,365343055823,CASE007676
SRCH008489,Case,CASE002970,CASE009900
SRCH008490,Vehicle,KA20AB8532,CASE009297
SRCH008491,Vehicle,KA27AB1698,CASE009589
SRCH008492,Citizen,CID000303,CASE008393
SRCH008493,Case,CASE009888,CASE007971
SRCH008494,Citizen,CID003239,CASE006504
SRCH008495,Vehicle,KA63AB4326,CASE006681
SRCH008496,Bank,844907648274,CASE002620
SRCH008497,Case,CASE001930,CASE007608
SRCH008498,Bank,192622690220,CASE008777
SRCH008499,Citizen,CID001484,CASE001543
SRCH008500,Citizen,CID005692,CASE004508
SRCH008501,Vehicle,KA97AB4229,CASE000818
SRCH008502,Case,CASE006162,CASE004096
SRCH008503,Vehicle,KA13AB7957,CASE003519
SRCH008504,Vehicle,KA34AB6383,CASE004366
SRCH008505,Citizen,CID000132,CASE007396
SRCH008506,Officer,OFF00360,CASE002659
SRCH008507,Phone,9945331425,CASE005445
SRCH008508,Vehicle,KA15AB5115,CASE008877
SRCH008509,Bank,967751212993,CASE000299
SRCH008510,Case,CASE005869,CASE004976
SRCH008511,Bank,977486133041,CASE005120
SRCH008512,Case,CASE002377,CASE006689
SRCH008513,Phone,9441514619,CASE009099
SRCH008514,Officer,OFF00075,CASE008109
SRCH008515,Bank,696880780662,CASE002317
SRCH008516,Phone,9004105811,CASE008645
SRCH008517,Officer,OFF00420,CASE002103
SRCH008518,Bank,404478544844,CASE002752
SRCH008519,Case,CASE006403,CASE003675
SRCH008520,Case,CASE001479,CASE005627
SRCH008521,Case,CASE004692,CASE000695
SRCH008522,Phone,9134918106,CASE008064
SRCH008523,Case,CASE004992,CASE007111
SRCH008524,Officer,OFF00271,CASE000156
SRCH008525,Citizen,CID001711,CASE006533
SRCH008526,Bank,786023822637,CASE002655
SRCH008527,Citizen,CID003343,CASE001235
SRCH008528,Phone,9110710568,CASE004328
SRCH008529,Case,CASE000120,CASE009371
SRCH008530,Case,CASE000539,CASE002370
SRCH008531,Bank,483460460643,CASE009105
SRCH008532,Phone,9862394702,CASE005184
SRCH008533,Vehicle,KA61AB9301,CASE002807
SRCH008534,Phone,9500411224,CASE002761
SRCH008535,Vehicle,KA79AB3062,CASE007762
SRCH008536,Phone,9481652635,CASE001451
SRCH008537,Citizen,CID006360,CASE000593
SRCH008538,Vehicle,KA76AB9447,CASE002152
SRCH008539,Citizen,CID007579,CASE003432
SRCH008540,Phone,9455802073,CASE004149
SRCH008541,Bank,258294322969,CASE000081
SRCH008542,Officer,OFF00361,CASE005486
SRCH008543,Bank,251984986501,CASE006349
SRCH008544,Case,CASE007163,CASE005057
SRCH008545,Citizen,CID009149,CASE005584
SRCH008546,Citizen,CID008529,CASE006105
SRCH008547,Bank,875312278537,CASE009184
SRCH008548,Officer,OFF00233,CASE005854
SRCH008549,Bank,700895993566,CASE002189
SRCH008550,Bank,840637390517,CASE001570
SRCH008551,Case,CASE001529,CASE002785
SRCH008552,Phone,9546915920,CASE006433
SRCH008553,Officer,OFF00176,CASE004222
SRCH008554,Case,CASE007149,CASE006552
SRCH008555,Officer,OFF00300,CASE006940
SRCH008556,Officer,OFF00471,CASE004437
SRCH008557,Bank,719002629948,CASE005110
SRCH008558,Bank,812145689643,CASE007575
SRCH008559,Bank,864032579333,CASE007113
SRCH008560,Case,CASE004764,CASE002562
SRCH008561,Case,CASE009338,CASE006169
SRCH008562,Phone,9412951602,CASE004446
SRCH008563,Vehicle,KA19AB9804,CASE004485
SRCH008564,Citizen,CID003961,CASE004258
SRCH008565,Citizen,CID009098,CASE002905
SRCH008566,Officer,OFF00172,CASE000150
SRCH008567,Citizen,CID005520,CASE005571
SRCH008568,Citizen,CID002251,CASE002884
SRCH008569,Case,CASE001746,CASE002376
SRCH008570,Officer,OFF00150,CASE008525
SRCH008571,Citizen,CID001339,CASE004240
SRCH008572,Vehicle,KA33AB9959,CASE006069
SRCH008573,Bank,983385796296,CASE002410
SRCH008574,Bank,938799972560,CASE001006
SRCH008575,Bank,660090505991,CASE001036
SRCH008576,Bank,923626925078,CASE005554
SRCH008577,Vehicle,KA23AB1439,CASE002292
SRCH008578,Case,CASE001660,CASE009601
SRCH008579,Citizen,CID005115,CASE008633
SRCH008580,Officer,OFF00193,CASE004261
SRCH008581,Officer,OFF00425,CASE003183
SRCH008582,Officer,OFF00460,CASE008082
SRCH008583,Vehicle,KA14AB5424,CASE007298
SRCH008584,Citizen,CID004022,CASE002479
SRCH008585,Case,CASE006228,CASE003085
SRCH008586,Phone,9792631091,CASE006414
SRCH008587,Citizen,CID004400,CASE001500
SRCH008588,Citizen,CID006639,CASE008376
SRCH008589,Officer,OFF00354,CASE003550
SRCH008590,Bank,563311873294,CASE008456
SRCH008591,Vehicle,KA71AB6672,CASE001905
SRCH008592,Vehicle,KA52AB9238,CASE000523
SRCH008593,Case,CASE003568,CASE000707
SRCH008594,Phone,9600083663,CASE009735
SRCH008595,Bank,836471688550,CASE002765
SRCH008596,Citizen,CID000851,CASE008100
SRCH008597,Case,CASE000579,CASE000477
SRCH008598,Phone,9800205948,CASE001522
SRCH008599,Bank,609355917595,CASE008790
SRCH008600,Case,CASE003971,CASE007998
SRCH008601,Phone,9754133188,CASE000807
SRCH008602,Officer,OFF00449,CASE006881
SRCH008603,Bank,702166506061,CASE006367
SRCH008604,Phone,9057825746,CASE006980
SRCH008605,Case,CASE001708,CASE008307
SRCH008606,Bank,728738521458,CASE002141
SRCH008607,Bank,372746952446,CASE000665
SRCH008608,Officer,OFF00190,CASE005840
SRCH008609,Case,CASE000782,CASE003013
SRCH008610,Vehicle,KA23AB4474,CASE003968
SRCH008611,Officer,OFF00432,CASE000263
SRCH008612,Phone,9323898509,CASE007445
SRCH008613,Case,CASE000237,CASE009140
SRCH008614,Vehicle,KA77AB8172,CASE003455
SRCH008615,Bank,165376487142,CASE008803
SRCH008616,Case,CASE001872,CASE009561
SRCH008617,Case,CASE003558,CASE007826
SRCH008618,Vehicle,KA08AB6594,CASE009419
SRCH008619,Phone,9739360940,CASE006976
SRCH008620,Vehicle,KA44AB6422,CASE001070
SRCH008621,Case,CASE001521,CASE008783
SRCH008622,Phone,9065785350,CASE003412
SRCH008623,Vehicle,KA84AB9999,CASE001322
SRCH008624,Vehicle,KA14AB1355,CASE006547
SRCH008625,Phone,9547696177,CASE007362
SRCH008626,Vehicle,KA74AB7094,CASE009072
SRCH008627,Vehicle,KA40AB6451,CASE000985
SRCH008628,Officer,OFF00053,CASE000141
SRCH008629,Citizen,CID003596,CASE005253
SRCH008630,Case,CASE004465,CASE000563
SRCH008631,Vehicle,KA37AB6431,CASE002488
SRCH008632,Officer,OFF00363,CASE007526
SRCH008633,Case,CASE001235,CASE001876
SRCH008634,Vehicle,KA82AB2784,CASE007498
SRCH008635,Vehicle,KA47AB6917,CASE007755
SRCH008636,Case,CASE004354,CASE000879
SRCH008637,Vehicle,KA40AB7316,CASE003448
SRCH008638,Vehicle,KA88AB2662,CASE008498
SRCH008639,Officer,OFF00100,CASE000944
SRCH008640,Citizen,CID003468,CASE008609
SRCH008641,Bank,436092131607,CASE000252
SRCH008642,Bank,815420614224,CASE004811
SRCH008643,Citizen,CID003856,CASE000804
SRCH008644,Phone,9117082579,CASE001201
SRCH008645,Vehicle,KA98AB9705,CASE009285
SRCH008646,Citizen,CID005301,CASE002935
SRCH008647,Phone,9783608786,CASE001816
SRCH008648,Bank,823144031033,CASE008398
SRCH008649,Case,CASE006846,CASE003954
SRCH008650,Phone,9383572055,CASE004414
SRCH008651,Officer,OFF00281,CASE006940
SRCH008652,Vehicle,KA14AB2329,CASE007820
SRCH008653,Citizen,CID008256,CASE000011
SRCH008654,Phone,9130664862,CASE002086
SRCH008655,Case,CASE006327,CASE002159
SRCH008656,Citizen,CID004245,CASE004337
SRCH008657,Bank,787023856539,CASE000679
SRCH008658,Bank,289628949251,CASE001741
SRCH008659,Officer,OFF00062,CASE005900
SRCH008660,Bank,237500028454,CASE007596
SRCH008661,Citizen,CID004704,CASE001422
SRCH008662,Case,CASE003115,CASE005879
SRCH008663,Citizen,CID006554,CASE004910
SRCH008664,Officer,OFF00322,CASE009010
SRCH008665,Citizen,CID006793,CASE002332
SRCH008666,Citizen,CID009140,CASE000071
SRCH008667,Case,CASE008167,CASE009993
SRCH008668,Citizen,CID004850,CASE006586
SRCH008669,Bank,522129096964,CASE004327
SRCH008670,Phone,9184644293,CASE003162
SRCH008671,Officer,OFF00384,CASE002219
SRCH008672,Citizen,CID004963,CASE009223
SRCH008673,Case,CASE007380,CASE001804
SRCH008674,Case,CASE007895,CASE000280
SRCH008675,Officer,OFF00075,CASE004724
SRCH008676,Case,CASE005342,CASE000917
SRCH008677,Vehicle,KA80AB1457,CASE009975
SRCH008678,Citizen,CID008812,CASE008553
SRCH008679,Vehicle,KA82AB5041,CASE001576
SRCH008680,Bank,743294027034,CASE003601
SRCH008681,Case,CASE000340,CASE009362
SRCH008682,Citizen,CID005567,CASE005012
SRCH008683,Officer,OFF00329,CASE008900
SRCH008684,Vehicle,KA34AB2217,CASE008173
SRCH008685,Officer,OFF00368,CASE002877
SRCH008686,Officer,OFF00405,CASE005469
