victim_master_id,case_master_id,victim_name,age_year,gender_id,victim_police
730,628,Eiravati Comar,73,T,False
731,629,Nisha Raman,81,F,False
732,629,Pavani Rastogi,22,M,False
733,630,Ojas Wason,42,M,False
734,631,Janaki Wason,79,M,False
735,631,Naksh Wason,49,T,False
736,632,Anmol Vyas,50,F,False
737,632,Yachana Rao,85,T,False
738,633,Anamika Chad,3,M,False
739,633,Ethan Thaman,58,F,False
740,634,Ekiya Sandal,49,T,False
741,634,Chasmum Mahal,67,T,False
742,635,Arya Subramanian,4,M,False
743,636,Aryan Ranganathan,45,M,False
744,637,Fiyaz Dhaliwal,41,F,False
745,637,Urvashi Virk,16,T,False
746,638,Abdul Loyal,78,T,False
747,639,Vasudha Varkey,39,T,False
748,640,Onkar Vohra,56,T,False
749,641,Kamya Gandhi,78,T,False
750,642,Praneel Doctor,35,F,False
751,644,Faras Dua,57,M,False
752,645,Vaishnavi Acharya,27,T,False
753,645,Faras Ben,27,F,False
754,646,Lekha Som,36,F,False
755,647,Luke Sarkar,54,M,False
756,649,Robert Ahluwalia,42,F,False
757,650,Urishilla Sha,15,T,False
758,650,Oscar Solanki,74,T,False
759,651,Sachi Bhatia,83,T,False
760,652,Dhruv Hans,29,T,False
761,653,Aarush Mukhopadhyay,53,T,False
762,653,Indali Dalal,44,M,False
763,654,Anmol Gara,6,M,False
764,654,Teerth Prasad,53,M,False
765,654,Finn Koshy,10,M,False
766,655,Odika Kara,33,F,False
767,658,Krishna Bandi,54,F,False
768,659,Ishita Mohan,20,F,False
769,660,Nandini Mital,48,T,False
770,661,Ayush Gade,71,T,False
771,662,Hiral Shanker,84,T,False
772,663,Warinder Jani,49,M,False
773,664,Meera Kala,34,F,False
774,665,Barkha Samra,54,F,False
775,666,Faras Karpe,44,T,False
776,667,Deepa Ram,75,M,False
777,667,Bakhshi Lal,32,T,False
778,667,Praneel Gade,15,M,False
779,668,Neelima Sami,46,F,False
780,669,Urvashi Nayak,4,M,False
781,670,Chanakya Shetty,17,F,False
782,670,Balveer Dara,62,T,False
783,670,Triveni Peri,55,T,False
784,671,Ekta Mishra,17,F,False
785,672,Anvi Pai,39,F,False
786,673,Aarini Buch,55,T,False
787,674,Tanveer Sarkar,4,F,False
788,674,Quincy Malhotra,84,M,False
789,674,Mohini Golla,50,M,False
790,676,Sai Doshi,41,T,False
791,677,Kala Modi,40,T,False
792,678,Kritika Dasgupta,4,M,False
793,680,Umang Raval,41,T,False
794,681,Leela Sahota,22,M,False
795,682,Zaid Ganesan,74,F,False
796,682,Gavin Prabhakar,5,M,False
797,683,Ekantika Deo,65,M,False
798,684,Nathaniel Konda,27,F,False
799,686,Mugdha Vaidya,75,T,False
800,687,Shivansh Lalla,62,M,False
801,688,Bhavya Bal,31,M,False
802,688,Kamala Patil,59,F,False
803,689,Leena Kurian,52,F,False
804,689,Ayaan Kakar,75,M,False
805,690,Kavya Radhakrishnan,53,T,False
806,691,Dayamai Jhaveri,29,M,False
807,692,Daksh Sekhon,75,M,False
808,693,Gavin Gupta,57,M,False
809,694,Vamakshi Hora,78,F,False
810,695,Waida Goda,79,M,False
811,697,Yashodhara Singhal,75,M,False
812,697,Nihal Gola,2,F,False
813,698,Tanay Mohanty,74,F,False
814,699,Meghana Garg,78,F,False
815,700,Irya Murty,76,M,False
816,700,Darika Sandal,52,F,False
817,702,Ryan Kale,76,M,False
818,703,Ati Prashad,67,T,False
819,704,Krish Borah,75,T,False
820,705,Abha Wali,10,T,False
821,705,Anthony Dey,14,F,False
822,706,Aadhya Bajaj,25,T,False
823,707,Rajeshri Balay,52,T,False
824,708,Raagini Malhotra,48,F,False
825,710,Tanvi Iyer,24,M,False
826,711,Joshua Zachariah,28,T,False
827,712,Avi Devan,36,T,False
828,712,Jatin Prashad,22,T,False
829,713,Yashawini Varty,30,T,False
830,714,Aadhya Trivedi,34,F,False
831,716,Chakradev Dhaliwal,64,M,False
832,717,Chaaya Prabhu,1,F,False
833,718,Alka Nagi,25,F,False
834,718,Atharv Narula,40,M,False
835,719,Omkaar Dugar,76,F,False
836,719,Alexander Palla,53,T,False
837,720,Deepa Soni,34,T,False
838,721,Zaid Kara,28,M,False
839,722,Kavya Dhillon,38,F,False
840,723,Veda Padmanabhan,3,F,False
841,723,Nidra Seth,33,M,False
842,724,Harita Sura,28,T,False
843,724,Gopal Oommen,25,F,False
844,725,Jai Merchant,83,F,False
845,726,Rushil Pandya,5,F,False
846,726,Champak Walia,48,F,True
847,726,Victor Wali,44,M,False
848,727,Oviya Soni,12,T,False
849,728,Nirja Dey,14,F,False
850,730,Jacob Verma,58,T,False
851,731,Aadhya Chowdhury,76,M,False
852,732,Gaurang Patil,38,F,False
853,733,Radha Lata,4,M,False
854,734,Jalsa Sama,79,M,False
855,735,Tarak Golla,64,T,False
856,735,Falguni Chaudhary,53,M,False
857,736,Adya Dyal,69,M,False
858,737,Gautam Ravi,59,T,False
859,737,Widisha Grewal,1,M,False
860,739,Girik Chana,1,F,False
861,740,Udarsh Kanda,26,F,False
862,741,Adya Sankar,47,M,False
863,741,Janya Keer,30,T,False
864,741,Ishanvi Bose,3,T,False
865,742,Udarsh Shroff,40,T,False
866,743,Devansh Pandya,70,F,False
867,744,Daksha Narayanan,81,F,False
868,745,Pratyush Balan,18,F,False
869,745,Jagdish Narula,22,T,False
870,746,Neelima Iyer,16,T,False
871,747,Kashvi Chandran,10,M,False
872,748,Orinder Gulati,22,M,False
873,749,Yashica Dixit,66,M,False
874,750,Harish Tank,75,M,False
875,751,Ekani Vyas,1,F,False
876,752,Pooja Raval,11,T,False
877,753,Damyanti Ghose,74,T,False
878,754,Radha Trivedi,19,F,False
879,755,Alexander Bath,2,T,False
880,755,Samesh Dada,33,F,False
881,755,Aayush Khosla,51,F,False
882,756,Ojasvi Sachdev,44,M,False
883,757,Qadim Yadav,30,M,False
884,757,Oliver Kunda,78,F,False
885,758,Megha Jaggi,54,M,False
886,760,Yahvi Gulati,57,M,False
887,761,Umang Gour,69,M,False
888,761,Gautami Sarna,3,M,False
889,762,Dhruv Rout,40,T,False
890,763,Dalbir Ram,10,T,False
891,763,Udarsh Banik,77,T,False
892,764,Suhani Yadav,75,T,False
893,764,Udarsh Dhawan,40,T,False
894,764,Owen Rama,32,T,False
895,765,Neelima Dass,45,F,False
896,766,Geetika Nanda,47,T,False
897,767,Tanay Ramaswamy,7,T,False
898,768,Naksh Rajagopalan,25,M,False
899,768,Pranit Savant,55,F,False
900,769,Edhitha Sidhu,82,M,False
901,770,Tanay Mohanty,43,F,False
902,771,Jagat Walia,46,M,False
903,771,Nathan Singh,61,F,False
904,773,Anmol Swamy,8,M,False
905,774,Meera Doctor,25,T,False
906,775,Yochana Mammen,38,T,False
907,775,Vrishti Nagar,76,F,False
908,777,Niharika Oommen,1,T,False
909,778,Yashodhara Comar,60,F,False
910,778,Kabir Chhabra,36,M,False
911,778,Falan Goel,4,M,False
912,779,Jairaj Bhalla,34,F,False
913,781,Qasim Tripathi,44,F,False
914,781,Fariq Goda,47,F,False
915,781,Adya Dhawan,24,M,False
916,782,Pooja Krishna,57,M,False
917,782,Wridesh Wali,6,F,False
918,783,Fariq Sehgal,63,T,False
919,784,Kamala Tata,34,F,False
920,784,Vrinda Munshi,62,M,False
921,784,Vedant Garde,35,M,False
922,785,Lucky Rajan,8,F,False
923,786,Matthew Gour,12,F,False
924,787,Manya Dutt,67,M,False
925,788,Tarak Saha,1,M,False
926,788,Agastya Morar,64,M,False
927,789,Harita Prakash,46,M,False
928,790,Avni Oak,2,F,False
929,790,Robert Datta,72,M,False
930,791,Finn Wadhwa,45,M,False
931,791,Turvi Lata,13,M,False
932,791,Shivani Ramachandran,29,T,False
933,792,Aarush Narang,11,T,False
934,792,Vasudha Dhingra,24,M,False
935,793,Chaman Bakshi,25,T,False
936,793,Oviya Brar,28,M,False
937,794,Bhavani Gaba,43,M,False
938,796,Yasti Bhalla,25,T,False
939,796,Watika Bhatt,78,T,False
940,797,Ishanvi Nigam,49,T,False
941,797,Nitara Oza,72,M,False
942,797,Waida Rattan,1,T,False
943,798,Charles Kar,33,F,False
944,799,Anirudh Uppal,30,T,False
945,799,Waida Bajwa,7,T,False
946,800,Jhalak Upadhyay,13,F,False
947,801,Yasti Rama,2,M,False
948,801,Saksham Kunda,14,T,False
949,802,Chanchal Kala,2,M,False
950,803,Falak Shankar,22,F,False
951,803,Noah Swamy,3,M,False
952,804,Nathaniel Chatterjee,35,T,False
953,805,Omisha Bains,33,M,False
954,805,Bakhshi Dar,26,F,False
955,806,Gabriel Keer,78,M,False
956,807,Ayushman Barad,33,T,False
957,808,Radhika Suresh,51,T,False
958,809,Ekani Palan,37,F,False
959,810,Rachana Chadha,10,M,False
960,810,Laksh Natarajan,16,F,False
961,811,Finn Saini,22,F,False
962,811,Yachana Barman,26,M,False
963,812,Maya Kanda,55,M,False
964,813,Maanas Bora,49,T,False
965,814,Ekbal Bhavsar,78,T,False
966,815,Vanya Barman,40,T,False
967,816,Vinaya Chadha,20,F,False
968,817,Bakhshi Naidu,44,F,False
969,818,Yashawini Saxena,3,F,False
970,820,Vedika Krish,65,M,False
971,821,Arjun Sarma,59,T,False
972,822,Ishita Soman,42,M,False
973,823,Vanya Bhavsar,17,T,False
974,823,Odika D’Alia,8,T,False
975,824,Kamya Bhasin,52,F,False
976,824,Isaiah Vohra,65,F,False
977,825,Ekansh Sridhar,68,F,False
978,828,Ucchal Om,79,F,False
979,829,Vrishti Oommen,59,T,False
980,830,Arya Lalla,33,T,False
981,831,Jacob Manne,72,F,False
982,832,Harita Dhingra,25,T,False
983,832,Ekbal Krishnan,62,M,False
984,834,Vamakshi Sarkar,30,T,False
985,834,Dhriti Dar,5,T,False
986,835,Joshua Char,18,M,False
987,835,Samarth Baral,58,T,False
988,836,Irya Khalsa,49,M,False
989,837,Wyatt Sharaf,60,M,False
990,838,Tanay Kata,54,F,False
991,839,Ekanta Bail,41,F,False
992,840,Yuvraj Mannan,29,M,False
993,840,Ladli Singh,1,F,False
994,840,Yagnesh Bhattacharyya,31,T,False
995,841,Jeevika Lad,47,M,False
996,841,Nakul Ganguly,23,T,False
997,842,George Bedi,20,T,False
998,842,Fariq Vohra,31,M,False
999,842,Sneha Dixit,52,F,False
1000,843,Vincent Chanda,49,M,False
1001,844,Jeet Shere,56,F,False
1002,844,Praneel Dua,23,T,False
1003,845,Wyatt Pillai,75,M,False
1004,845,Turvi Korpal,24,T,False
1005,846,Zinal Pandya,31,T,False
1006,846,Zayan Viswanathan,37,F,False
1007,848,Lucky Babu,8,F,False
1008,849,Madhav Chaudhuri,71,M,False
1009,849,Kavya Bera,32,F,False
1010,850,Varenya Bir,84,F,False
1011,851,Anamika Bhasin,64,F,False
1012,851,Yashodhara Kamdar,82,F,False
1013,852,Bhavani Pillai,71,M,False
1014,853,Krishna Narayanan,56,T,False
1015,853,Amara Dhawan,33,T,False
1016,854,Prisha Kumer,47,T,False
1017,855,Tripti Oommen,53,T,False
1018,855,Upasna Kuruvilla,64,F,False
1019,856,Anita Narasimhan,51,T,False
1020,856,Wishi Ravel,30,T,False
1021,856,Charita Kurian,66,F,False
1022,857,Mugdha Saini,1,F,False
1023,860,Abhiram Doctor,14,M,False
1024,861,Jeevika Parikh,44,F,False
1025,861,Banjeet Gandhi,29,F,False
1026,862,Hritik Loke,7,F,False
1027,862,Ekbal Mane,35,T,False
1028,863,Nicholas Solanki,51,F,False
1029,864,Wridesh Shenoy,2,T,False
1030,865,Manthan Borah,69,M,False
1031,866,Bahadurjit Patla,83,F,False
1032,867,Shivani Deol,80,F,False
1033,868,Manbir Basak,69,F,False
1034,869,Hemal Pradhan,83,F,False
1035,870,Mahika Wadhwa,64,F,False
1036,873,Shivani Khare,10,T,False
1037,873,Aarnav Sani,81,M,False
1038,874,Charan Taneja,74,F,False
1039,874,Bhavna D’Alia,47,F,False
1040,874,Lopa Narasimhan,49,F,False
1041,875,Aarini Sagar,8,T,False
1042,875,Pooja Jani,50,M,False
1043,875,Janaki Chatterjee,16,M,False
1044,876,Wriddhish Bhatti,8,F,False
1045,878,Gabriel Bhatnagar,64,M,False
1046,879,Veda Bhavsar,50,T,False
1047,880,Kashish Nigam,83,T,False
1048,881,Bachittar Nadig,32,T,False
1049,881,Devika Yadav,44,F,False
1050,882,Harini Sabharwal,15,F,False
1051,883,Qasim Chander,16,T,False
1052,884,Jatin Goswami,38,F,False
1053,885,Osha Chander,82,F,False
1054,886,Aishani Dutt,17,T,False
1055,887,Omkaar Upadhyay,34,T,False
1056,889,Jeet Salvi,16,F,False
1057,890,Megha Deol,42,T,False
1058,891,Hredhaan Om,14,F,False
1059,891,Sanya Dhawan,74,F,False
1060,892,Samuel Ramachandran,45,M,False
1061,893,Ubika Dutt,34,M,False
1062,893,Darpan Shanker,56,F,False
1063,894,Urvashi Wagle,23,F,False
1064,895,Vansha Ramakrishnan,2,T,False
1065,896,Yashodhara Dhillon,20,F,False
1066,897,Hredhaan Khurana,57,T,False
1067,899,Gopal Rai,44,M,False
1068,899,Rohan Konda,71,T,False
1069,899,Chakradev Nayar,55,T,False
1070,900,Samarth Sibal,7,T,False
1071,900,Elijah Chauhan,59,M,False
1072,900,Krishna Kant,26,T,False
1073,901,Warjas Dani,65,T,False
1074,902,Nisha Narayanan,13,T,False
1075,902,Gaurang Thakur,30,F,False
1076,903,Naksh Kaur,1,M,False
1077,905,Onveer Prasad,14,F,False
1078,906,Radhika Karnik,16,T,False
1079,908,Tanish Bahri,8,T,False
1080,909,Chandresh Trivedi,55,T,False
1081,910,Vritti Jha,74,T,False
1082,911,Bachittar Apte,26,M,False
1083,912,Reva Yohannan,64,M,False
1084,913,Advika Dutta,78,M,False
1085,914,Banjeet Tripathi,17,M,False
1086,914,Unni Bal,22,M,False
1087,916,Jasmit Mukherjee,84,T,False
1088,917,Darsh Loyal,64,M,False
1089,918,Kritika Guha,2,F,False
1090,918,Mugdha Loyal,48,T,False
1091,919,Nathan Bail,78,M,False
1092,919,Oni De,41,T,False
1093,920,Kashvi Mannan,77,T,False
1094,922,Udyati Bhatia,32,M,False
1095,923,Aarini Murty,74,F,False
1096,923,Megha Kapadia,1,T,False
1097,924,Gavin Hora,56,F,False
1098,925,Lopa Chandran,62,F,False
1099,925,Xiti Ray,15,F,False
1100,926,Urmi Tank,21,F,False
1101,927,Dalbir Bose,77,F,False
1102,927,Ekavir Dasgupta,47,M,False
1103,928,Nikita Hayer,66,M,False
1104,929,Omya Bose,71,F,False
1105,930,Zilmil Char,58,F,False
1106,932,Harini Parekh,66,F,False
1107,933,Shivansh Vohra,71,T,False
1108,933,Bina Baria,21,T,False
1109,934,Nikita Batra,20,F,False
1110,934,Vivaan Prasad,25,T,False
1111,935,Sneha Kumer,43,F,False
1112,936,Chakrika Dhillon,16,M,False
1113,937,Robert Gill,29,T,False
1114,938,Mitali Dalal,78,T,False
1115,939,Bhavani Aggarwal,52,M,False
1116,940,Radha Lata,53,M,False
1117,941,Madhav Gupta,37,M,False
1118,942,Mahika Ramachandran,55,F,False
1119,942,Christopher Dada,25,M,False
1120,944,Maanas Bedi,20,F,False
1121,944,Thomas Mammen,80,M,False
1122,945,Logan Rau,9,T,False
1123,946,Arin Ranganathan,50,M,False
1124,947,Onveer Jain,8,T,False
1125,948,Kevin Sibal,57,M,False
1126,948,Hemani Puri,6,T,False
1127,948,Ranveer Kamdar,28,F,False
1128,949,Ekantika Batta,41,T,False
1129,950,Mitali Singhal,15,F,False
1130,951,Vyanjana Yadav,79,M,False
1131,952,Raksha Kaur,33,F,False
1132,953,Waida Sangha,11,M,False
1133,954,Alexander Patla,26,M,False
1134,954,Krisha Zachariah,26,M,False
1135,954,Frado Garg,51,F,False
1136,955,Elijah Dewan,71,T,False
1137,956,Baljiwan Narayanan,19,T,False
1138,956,Victor Sant,45,T,False
1139,958,Rohan Zacharia,66,M,False
1140,959,Kai Nagarajan,24,F,False
1141,960,Oliver Mammen,74,F,False
1142,961,Harshil Oak,1,F,False
1143,962,Kala Chaudry,41,T,False
1144,963,Damini Dar,48,F,False
1145,966,Gagan Banik,61,F,False
1146,967,Abeer Magar,20,T,False
1147,968,Ganga Sangha,11,M,False
1148,968,Dalbir Nair,84,T,False
1149,968,Shivani Yohannan,14,T,False
1150,971,Eshana Nadig,47,T,False
1151,973,Jyoti Mani,26,T,False
1152,974,Zinal Konda,63,F,False
1153,974,Adweta Suri,37,F,False
1154,975,Inaya Srinivasan,64,M,False
1155,976,Lucky Chana,35,M,False
1156,976,Lavanya Khosla,63,M,False
1157,977,Qabil Gera,28,M,False
1158,978,Warjas Ganesan,9,F,False
1159,978,Januja Konda,24,F,False
1160,978,Ekaja Morar,51,T,False
1161,979,Anmol Natarajan,15,F,False
1162,980,Ekaraj Edwin,67,F,False
1163,981,Kalpit Dixit,83,T,False
1164,982,Vrinda Shroff,82,T,False
1165,984,Arin Dixit,24,T,False
1166,985,Upma Butala,62,F,False
1167,986,Nimrat Shukla,73,T,False
1168,986,Chatresh Contractor,45,M,False
1169,987,Sanya Deshpande,75,F,False
1170,987,Raksha Kothari,46,F,False
1171,988,Harish Chana,30,F,False
1172,988,Arin Rana,25,T,False
1173,988,Geetika Anand,79,M,False
1174,990,Lohit Subramaniam,34,M,False
1175,990,Pahal Dasgupta,80,M,False
1176,991,Anthony Sachar,63,F,False
1177,993,Jyoti Sampath,24,F,False
1178,993,Dhruv Prabhakar,67,M,False
1179,994,Aarnav Choudhry,28,F,False
1180,995,Zansi Chatterjee,69,T,False
1181,996,Yashoda Basak,66,T,False
1182,996,Sneha Chaudry,39,M,False
1183,997,Jalsa Wali,22,T,False
1184,998,Sanya Sandhu,9,T,False
1185,998,Zehaan Taneja,11,F,False
1186,999,Naksh Sarraf,68,T,False
1187,1000,Dakshesh Lata,11,M,False
1188,1001,Anmol Lala,58,T,False
1189,1002,Waida Kapur,59,M,False
1190,1003,Hardik Dixit,1,T,False
1191,1004,Viraj Ghosh,51,M,False
1192,1004,Rajeshri Goswami,16,M,False
1193,1005,Atharv Kala,4,T,False
1194,1006,Manan Choudhury,79,F,False
1195,1007,Mohini Lad,9,M,False
1196,1009,Anamika Gandhi,32,M,False
1197,1010,Veer Dalal,78,T,False
1198,1011,Bhanumati Kapur,58,M,False
1199,1011,Krishna Pandya,82,T,False
1200,1013,Harsh Raju,47,M,False
1201,1015,Varsha Dora,35,F,False
1202,1015,Ekansh Sandal,55,T,False
1203,1016,Tanay Soman,25,F,False
1204,1016,Aadi Om,4,F,False
1205,1017,Noah Parsa,12,F,False
1206,1018,Omaja Ratti,54,F,False
1207,1018,Upma Sule,48,M,False
1208,1019,Anita Buch,49,T,False
1209,1020,Devika Chana,54,M,False
1210,1021,Jalsa Koshy,42,F,False
1211,1022,Yuvraj Roy,54,T,False
1212,1023,Chanchal Wali,10,F,False
1213,1024,Chandresh Narain,37,T,False
1214,1025,Rehaan Toor,2,T,False
1215,1026,Gayathri Mann,73,M,False
1216,1027,Jagat Gill,70,F,False
1217,1028,Hemang Brar,69,M,False
1218,1030,Adya Gala,23,F,False
1219,1031,Triya Palla,84,T,False
1220,1032,Azad Sanghvi,54,M,False
1221,1033,Rishi Dube,55,F,False
1222,1034,Irya Arora,45,F,False
1223,1035,Amara Karnik,82,F,False
1224,1036,Yashasvi Mangat,39,M,False
1225,1036,Pavani Pai,81,T,False
1226,1037,Janaki Bhatti,10,M,False
1227,1037,Teerth Seshadri,23,T,False
1228,1038,Darsh Mohan,43,M,False
1229,1038,Vasana Deol,12,F,False
1230,1039,Wazir Chauhan,29,M,False
1231,1039,Isaiah Tata,46,F,False
1232,1041,Libni Dara,43,F,False
1233,1042,Yashvi Batta,69,T,False
1234,1043,Aarush Issac,25,T,False
1235,1044,Garima Bahri,83,T,False
1236,1045,Umang Manda,24,F,False
1237,1046,Jhalak Hayer,18,F,False
1238,1047,Vedhika Bora,38,M,False
1239,1049,Lajita Aurora,10,T,False
1240,1050,Jacob Sharma,45,M,False
1241,1051,Qasim Borde,42,M,False
1242,1051,Maanav Mand,64,M,False
1243,1052,Shivani Bera,79,T,False
1244,1052,Jeevika Lata,22,T,False
1245,1054,Andrew Bawa,13,F,False
1246,1055,Arya Singhal,3,T,False
1247,1055,Yahvi Gaba,27,M,False
1248,1059,Chatresh Deshpande,64,F,False
1249,1060,Gabriel Thaman,52,F,False
1250,1061,Arya Sodhi,28,T,False
1251,1062,Mitesh Pandey,39,T,False
1252,1064,Chavvi Goel,43,F,True
1253,1067,Yashica Rama,34,F,False
1254,1067,Anirudh Dhar,33,F,False
1255,1068,Peter Acharya,23,F,False
1256,1068,Krishna Gopal,79,F,False
1257,1069,Geetika Kala,68,T,False
1258,1070,Barkha Bassi,71,F,False
1259,1070,Harish Savant,59,M,False
1260,1070,Kai Sheth,57,M,False
1261,1071,Daksha Arora,72,M,False
1262,1071,Jagat Aggarwal,43,M,False
1263,1071,Ijaya Date,78,M,False
1264,1072,Girindra Kant,39,T,False
1265,1073,Ekavir Bandi,31,F,False
1266,1074,Jeremiah Kamdar,27,T,False
1267,1075,Ijaya Apte,46,F,False
1268,1076,Tripti Yogi,44,T,False
1269,1076,Qarin Bhat,54,M,False
1270,1077,Oviya Batra,64,M,False
1271,1077,Yash Ahluwalia,36,T,False
1272,1077,Yashvi Kulkarni,43,F,False
1273,1078,Pallavi Muni,25,T,False
1274,1080,Hemangini Edwin,20,T,False
1275,1081,Girindra Saraf,81,F,False
1276,1081,Isaac Thakur,32,M,False
1277,1081,Siddharth Wason,83,M,False
1278,1082,Chandresh Nori,74,T,False
1279,1083,Deepa Bera,49,M,False
1280,1084,Joshua Karnik,84,F,False
1281,1085,Jagvi Hayre,48,T,False
1282,1085,Jonathan Arya,31,T,False
1283,1085,Balendra Johal,18,M,False
1284,1087,Niharika Kulkarni,30,F,False
1285,1088,Mitali Char,16,M,False
1286,1088,Kevin Bobal,36,T,False
1287,1089,Adya Kota,83,T,False
1288,1090,Banjeet Rajagopal,6,F,False
1289,1091,Aachal Mital,16,T,False
1290,1091,Ridhi Sankar,60,F,False
1291,1092,Oliver Setty,38,M,False
1292,1093,Tarak Roy,71,T,False
1293,1094,Manbir Khatri,55,T,False
1294,1094,Frado Rai,84,F,False
1295,1094,Thomas Iyer,11,T,False
1296,1095,Samaksh Banerjee,22,T,False
1297,1096,Ganga Setty,82,M,False
1298,1097,Devansh Sankar,64,F,False
1299,1098,Gaurangi Mohan,23,F,False
1300,1099,Qabil Chowdhury,76,F,False
1301,1099,Agastya Setty,29,M,False
1302,1099,Laban Khatri,55,T,True
1303,1100,Charvi Nadig,80,T,False
1304,1101,Jyoti Sekhon,42,M,False
1305,1102,Chanakya Chowdhury,18,T,False
1306,1102,Rishi Gade,76,T,False
1307,1103,Robert Sidhu,41,F,False
1308,1103,Isaac Mallick,58,T,False
1309,1104,Veda Gokhale,72,F,False
1310,1105,Utkarsh Dasgupta,12,F,False
1311,1106,Yatin Padmanabhan,56,F,False
1312,1106,Kashvi Pandey,82,F,False
1313,1107,Januja Som,46,F,False
1314,1107,Irya Kar,5,T,False
1315,1108,Widisha Dara,18,M,False
1316,1109,Adweta Walla,74,M,False
1317,1111,Irya Ravel,25,F,False
1318,1113,Ekbal Kannan,47,M,False
1319,1115,Priya Loyal,75,M,False
1320,1116,Ishita Goyal,47,M,False
1321,1117,Ethan Jaggi,81,T,False
1322,1117,Qushi Raval,82,T,False
1323,1118,Vihaan Buch,81,M,False
1324,1119,Falguni More,42,T,False
1325,1120,Ikshita Sunder,43,M,False
1326,1121,Dayamai Saran,17,M,False
1327,1122,Niharika Konda,15,T,False
1328,1122,Divya Kannan,81,T,False
1329,1123,Udant Nagi,72,M,False
1330,1124,Turvi Sachdev,61,T,False
1331,1124,Pooja Mistry,82,M,False
1332,1125,Yug Misra,74,M,False
1333,1126,Anya Seshadri,14,F,False
1334,1126,Upkaar Madan,53,M,False
1335,1126,Aishani Badal,76,M,False
1336,1127,Kai Bhat,33,M,False
1337,1127,Ishwar Srinivas,15,M,False
1338,1127,Varenya Narain,1,T,False
1339,1128,Baljiwan Konda,70,M,False
1340,1130,Jalsa Misra,23,M,False
1341,1131,Rayaan Reddy,53,T,False
1342,1132,Ojasvi Thaman,57,M,False
1343,1133,Vidhi Sarma,58,F,False
1344,1135,Nathaniel Issac,83,M,False
1345,1135,Kiaan Venkatesh,42,F,False
1346,1135,Vivaan Andra,58,F,False
1347,1136,Anthony Kanda,14,F,False
1348,1136,Zehaan Rege,70,F,False
1349,1137,Vanya Palan,8,F,False
1350,1139,Chaman Shanker,1,T,False
1351,1141,Mitesh Singh,21,T,False
1352,1141,Harinakshi Tiwari,67,T,False
1353,1142,Aachal Tripathi,54,F,False
1354,1142,Yug Sunder,60,F,False
1355,1143,Chandresh Borah,53,F,False
1356,1144,Wakeeta Chaudry,73,F,False
1357,1145,Keya Goda,20,M,False
1358,1146,Chasmum Savant,18,M,False
1359,1147,Ojas Anne,33,T,False
1360,1148,Qabil Ranganathan,4,T,False
1361,1149,Eiravati Garde,77,F,False
1362,1149,Jagrati Dube,24,T,False
1363,1149,Omya Buch,27,F,False
1364,1150,Ekbal Naidu,78,M,False
1365,1151,Chaman Gole,51,T,False
1366,1152,Samarth Chhabra,17,M,False
1367,1154,Neelima Misra,8,M,False
1368,1155,Riya Vohra,63,M,False
1369,1155,Yash Murthy,28,T,False
1370,1158,Urishilla Sekhon,82,T,False
1371,1159,Rachana Sami,35,F,False
1372,1160,Rishi Randhawa,72,F,False
1373,1160,Gopal Aggarwal,61,M,False
1374,1161,Shravya Rao,75,F,False
1375,1162,Tanish Sule,50,F,False
1376,1164,Ikshita Grover,32,M,False
1377,1164,Dev Wadhwa,39,T,False
1378,1165,Caleb Sami,3,T,False
1379,1165,Oliver Ahuja,73,F,False
1380,1167,Leena Garde,39,T,False
1381,1168,Anjali Saran,45,F,False
1382,1169,Daksha Bhatnagar,31,T,False
1383,1171,Samuel Rastogi,47,M,False
1384,1172,Advaith Narain,77,T,False
1385,1172,Jagat Balay,19,F,False
1386,1173,Anika Warrior,42,M,False
1387,1173,Jagrati Venkatesh,38,T,False
1388,1173,Timothy Acharya,13,T,False
1389,1174,Ojasvi Khalsa,49,T,False
1390,1174,Manthan Sekhon,2,M,False
1391,1175,Samar Badal,74,T,False
1392,1176,Rachana Sen,38,M,False
1393,1176,Yadavi Srinivasan,65,T,False
1394,1177,Kashish Das,20,T,False
1395,1179,Rajata Sridhar,73,T,False
1396,1180,Chaitaly Sarraf,32,M,False
1397,1180,Aarna Tara,69,M,False
1398,1181,Gopal Kata,48,M,False
1399,1182,Urmi Khalsa,64,F,False
1400,1182,Ubika Talwar,78,T,False
1401,1182,Pavani Madan,80,T,False
1402,1183,Jack Thakkar,74,M,False
1403,1184,Aarna Sem,74,M,False
1404,1185,Jagat Parekh,14,F,False
1405,1186,Yashvi Warrior,60,M,False
1406,1187,Prisha Barad,7,M,False
1407,1188,Qarin Mutti,54,M,False
1408,1189,Ishani Sandal,83,F,False
1409,1190,Mitali Bhattacharyya,34,M,False
1410,1192,Girish Chada,22,F,False
1411,1192,Bina Mani,81,M,False
1412,1192,Chaitaly Ramakrishnan,17,M,False
1413,1193,Falguni Pall,73,T,False
1414,1195,Adweta Narasimhan,5,M,False
1415,1195,Amaira Jhaveri,76,T,False
1416,1197,Timothy Prakash,53,F,False
1417,1198,Jairaj Dara,22,M,False
1418,1199,Brijesh Mander,42,M,False
1419,1201,Wyatt Bhasin,53,F,False
1420,1202,Libni Prashad,25,T,False
1421,1203,Brijesh Desai,24,F,False
1422,1203,Urishilla Sunder,53,T,False
1423,1204,Bakhshi Cheema,65,F,False
1424,1205,Vritti Kala,13,T,False
1425,1206,Jack Wadhwa,35,M,False
