accused_master_id,case_master_id,accused_name,age_year,gender_id,person_id
693,433,Mahika Bhatt,24,M,A4
694,434,Onveer Chawla,52,M,A1
695,435,Suhani Bhandari,64,M,A1
696,435,Zarna Apte,68,M,A2
697,436,Dayita Sankaran,63,M,A1
698,436,Nathan Mukherjee,41,M,A2
699,437,Falguni Swaminathan,40,M,A1
700,437,Turvi Baral,19,M,A2
701,437,Bhavna Shan,54,M,A3
702,437,Chameli Raman,53,M,A4
703,438,Girish Ramaswamy,33,F,A1
704,438,Wriddhish Dugar,62,M,A2
705,439,Nimrat Seshadri,36,M,A1
706,439,Zayyan Johal,17,M,A2
707,441,Logan Sinha,45,M,A1
708,442,Tarak Banerjee,40,M,A1
709,442,Riya Batta,23,M,A2
710,443,Amol Sama,33,M,A1
711,443,Akshay Nazareth,62,M,A2
712,444,Megha Sangha,64,T,A1
713,444,Vincent Kala,62,M,A2
714,445,Thomas Bhatti,47,M,A1
715,446,Zayan Chandran,59,M,A1
716,446,Lipika Deol,20,M,A2
717,446,Parth Nadkarni,60,M,A3
718,448,Fariq Bhasin,65,T,A1
719,449,Falguni Desai,39,M,A1
720,449,Eesha Baral,43,M,A2
721,449,Bhavya Bajwa,45,M,A3
722,450,Dhruv Swamy,24,M,A1
723,451,Pooja Sibal,17,M,A1
724,452,Anita Srivastava,29,M,A1
725,454,Ubika Mohan,27,M,A1
726,454,Bhanumati Prashad,33,M,A2
727,454,Ekbal Nath,30,F,A3
728,455,Megha Prakash,57,M,A1
729,456,Jyoti Bhardwaj,38,F,A1
730,456,Panini Koshy,31,M,A2
731,456,Vanya Banerjee,16,F,A3
732,457,Faris Vasa,54,M,A1
733,457,Pallavi Gandhi,19,M,A2
734,457,Zayyan Mittal,31,F,A3
735,458,Luke Luthra,30,M,A1
736,458,Mitali Morar,52,M,A2
737,458,Om Swamy,58,M,A3
738,459,Krish Hora,40,M,A1
739,460,Daniel Goswami,26,M,A1
740,460,Aashi Rege,29,F,A2
741,462,Keya Venkatesh,40,F,A1
742,462,Vedika Solanki,60,M,A2
743,463,Aarush Shan,66,M,A1
744,463,Liam Bal,16,M,A2
745,463,Ati Kothari,66,M,A3
746,464,Eshana Sawhney,33,M,A1
747,465,Joshua Tank,31,M,A1
748,465,Charvi Sibal,53,M,A2
749,466,Ayush Dyal,21,M,A1
750,466,Leela Mand,68,M,A2
751,466,Aarini Soni,54,M,A3
752,467,Aashi D’Alia,57,M,A1
753,468,Aarav Mukhopadhyay,41,M,A1
754,468,Ranveer Rama,52,F,A2
755,469,Chaman Kanda,50,M,A1
756,469,Tamanna Din,58,M,A2
757,470,Vanya Kale,59,M,A1
758,470,Bishakha Puri,20,M,A2
759,470,Gauri Dua,50,M,A3
760,471,Pahal Solanki,51,M,A1
761,471,Mahika Raman,65,M,A2
762,471,Barkha Mandal,35,M,A3
763,471,Meera Chatterjee,36,M,A4
764,472,Rohan Andra,68,F,A1
765,473,Radha Dixit,30,M,A1
766,474,Sai Pillai,58,F,A1
767,474,Jagdish Dada,24,M,A2
768,474,Jairaj Suresh,32,M,A3
769,476,Dipta Das,25,M,A1
770,476,Kabir Jhaveri,27,M,A2
771,477,Aadi Kothari,20,M,A1
772,479,Kabir Sami,54,M,A1
773,480,Aachal Sandal,17,T,A1
774,481,Radha Raghavan,54,F,A1
775,481,Yug Brahmbhatt,35,M,A2
776,481,Jeet Wali,17,M,A3
777,481,Niharika Bhatti,48,F,A4
778,482,Tristan Radhakrishnan,33,M,A1
779,483,Baghyawati Madan,63,M,A1
780,484,Jonathan Dhar,26,M,A1
781,485,Priya Verma,51,M,A1
782,486,Faraj Khatri,20,M,A1
783,487,Panini Trivedi,23,M,A1
784,487,Varsha Tank,63,M,A2
785,488,Parth Borde,68,M,A1
786,489,Onkar Prakash,17,M,A1
787,489,Hamsini Krish,32,M,A2
788,490,Yutika Banik,25,M,A1
789,491,Irya Chhabra,56,M,A1
790,491,Inaya Grewal,61,M,A2
791,491,Isha Andra,19,M,A3
792,492,Upma Rana,43,M,A1
793,493,Irya Saraf,65,M,A1
794,493,Jagrati Issac,25,F,A2
795,493,Ranveer Mane,24,M,A3
796,494,Varenya Lata,38,F,A1
797,495,Ansh Date,32,F,A1
798,496,Fitan Sanghvi,20,M,A1
799,497,Ranbir Dixit,33,M,A1
800,497,Jai Deo,67,F,A2
801,498,Nikita Vohra,41,M,A1
802,498,Vihaan Kapadia,67,F,A2
803,499,Ekaja Batta,42,F,A1
804,499,Banjeet Acharya,31,M,A2
805,499,Ekanta Kala,62,M,A3
806,500,Isaac Chatterjee,35,M,A1
807,500,Kalpit Narula,54,M,A2
808,502,Urvi Jaggi,31,M,A1
809,503,Anusha Dayal,68,F,A1
810,503,Chakradev Bhat,50,M,A2
811,504,Samuel Gour,29,F,A1
812,505,Udarsh Bath,61,M,A1
813,505,Bishakha Baral,27,M,A2
814,505,Arunima Deol,38,M,A3
815,506,Kiaan Rege,50,M,A1
816,506,Ekta Bhandari,58,M,A2
817,506,Ishani Kanda,31,F,A3
818,507,Radha Pillay,38,M,A1
819,508,Baghyawati Bail,55,M,A1
820,509,Pooja Korpal,33,M,A1
821,509,Neha Chaudhry,63,M,A2
822,509,Advik Chaudhry,39,M,A3
823,509,Leena Bail,34,M,A4
824,510,Liam Srinivasan,53,M,A1
825,512,Arjun Karan,27,M,A1
826,513,Udarsh Chaudry,55,M,A1
827,514,Mason Mitra,60,M,A1
828,514,Ijaya Chawla,42,M,A2
829,515,Sanya Sridhar,50,M,A1
830,516,Panini Srivastava,23,M,A1
831,516,Gauri Devi,23,F,A2
832,517,Gagan Keer,23,M,A1
833,519,Jacob Dhar,32,M,A1
834,519,Atharv Samra,63,F,A2
835,520,Upma Sabharwal,28,M,A1
836,520,Sachi Arya,31,M,A2
837,520,Indrajit Dugal,21,M,A3
838,521,Utkarsh Sampath,61,M,A1
839,523,Dhriti Ravel,28,M,A1
840,524,Baghyawati Gaba,53,M,A1
841,524,Dhruv Kakar,68,M,A2
842,525,Chanakya Murty,38,M,A1
843,526,Kai Chatterjee,49,M,A1
844,526,Nikita Thakur,50,M,A2
845,526,Yadavi Doctor,40,M,A3
846,527,Yachana Varty,24,M,A1
847,528,Falan Dua,33,M,A1
848,529,Chakrika Edwin,23,M,A1
849,529,Ati Patla,53,M,A2
850,529,Gaurav Bobal,18,M,A3
851,529,Triveni Kuruvilla,65,F,A4
852,530,Yauvani Murthy,66,M,A1
853,531,Henry Mannan,59,M,A1
854,532,Hritik Ranganathan,70,M,A1
855,532,Ryan Ratti,55,M,A2
856,533,Arya Sha,27,T,A1
857,534,Siddharth Bajaj,30,M,A1
858,534,Anamika Krishnan,60,M,A2
859,535,Aashi Gour,52,M,A1
860,535,George Sangha,33,M,A2
861,537,Ishaan Ray,57,M,A1
862,537,Aarush Seshadri,19,M,A2
863,537,Shivani Chatterjee,49,M,A3
864,538,Kamala Patla,69,M,A1
865,539,Ishaan Goda,57,M,A1
866,540,Rajeshri Mander,37,M,A1
867,540,Gagan Chawla,68,M,A2
868,541,Yahvi Bali,57,M,A1
869,541,Osha Kakar,40,M,A2
870,542,Udarsh Tripathi,31,M,A1
871,543,Mitesh Prasad,37,M,A1
872,543,Gautami Garde,60,M,A2
873,543,Wyatt Raman,20,M,A3
874,544,Jonathan Thaman,49,M,A1
875,546,Yatan Radhakrishnan,26,M,A1
876,547,Lucky Mandal,51,M,A1
877,548,Faraj Kade,60,M,A1
878,549,Abdul Dutt,34,M,A1
879,549,Jairaj Hans,44,M,A2
880,549,Arin Vasa,65,M,A3
881,550,Vasatika Iyengar,52,M,A1
882,551,Samesh Sura,39,F,A1
883,551,Sanaya Sampath,59,M,A2
884,551,Eiravati Chokshi,47,M,A3
885,551,Pushti Iyengar,62,M,A4
886,552,Quincy Parmar,29,M,A1
887,552,Elijah Kale,57,M,A2
888,553,Ekanta Kaul,18,M,A1
889,554,Ekaja Hora,41,M,A1
890,554,Chandran Tak,45,M,A2
891,554,Chakradhar Maharaj,25,M,A3
892,556,Charvi Maharaj,35,M,A1
893,556,Hiral Ratta,61,M,A2
894,556,Dhriti Tak,55,M,A3
895,556,Maya Misra,50,M,A4
896,557,Ekantika Sarin,17,M,A1
897,558,Daksha Borde,59,M,A1
898,559,Manbir Sachdev,24,M,A1
899,560,Ekanta Subramanian,69,M,A1
900,560,George Lalla,24,M,A2
901,560,Fitan Pandit,20,M,A3
902,561,Raghav Sura,21,M,A1
903,562,Theodore Patla,47,M,A1
904,563,Damyanti Chaudry,62,M,A1
905,564,Sneha Pandey,47,M,A1
906,565,Mekhala Thakkar,21,M,A1
907,567,Zilmil Sant,68,M,A1
908,568,Harrison Majumdar,64,M,A1
909,568,Nidhi Ramanathan,25,M,A2
910,572,Imaran Bath,22,M,A1
911,572,Bina Kari,38,M,A2
912,573,Vidhi Kulkarni,69,M,A1
913,574,Manbir Roy,65,M,A1
914,575,Krishna Chokshi,41,M,A1
915,575,Shivani Vyas,32,M,A2
916,575,Alka Palla,67,M,A3
917,576,Bhavya Choudhary,16,M,A1
918,576,Wishi Din,20,M,A2
919,577,Dhruv Menon,50,M,A1
920,577,Sudiksha Baria,37,M,A2
921,577,Barkha Dasgupta,23,M,A3
922,578,Bhanumati Thakkar,55,M,A1
923,578,Gabriel Madan,16,M,A2
924,578,Ronith Sankaran,57,F,A3
925,578,Bina Kanda,39,M,A4
926,580,Triya Goswami,42,M,A1
927,580,Rajeshri Char,21,M,A2
928,580,Riya Munshi,44,M,A3
929,581,Chasmum Kibe,64,M,A1
930,581,Joshua Memon,52,M,A2
931,582,Anamika Chhabra,30,M,A1
932,584,Jai Venkatesh,65,M,A1
933,584,Yug Jayaraman,68,M,A2
934,584,Urvi Bakshi,29,F,A3
935,584,Mahika Bhakta,49,M,A4
936,585,Anthony Goyal,35,F,A1
937,585,Wridesh Garde,22,M,A2
938,585,Vamakshi Srinivasan,39,M,A3
939,586,Bhanumati Shankar,27,M,A1
940,586,Lopa Apte,22,M,A2
941,587,Nathan Parmar,26,M,A1
942,587,Ikshita Vohra,40,M,A2
943,588,Meera Bir,18,M,A1
944,588,Krisha Sodhi,48,F,A2
945,589,Ekansh Bath,37,M,A1
946,589,Nathan Kata,38,M,A2
947,589,Hitesh Tata,24,M,A3
948,590,Ishwar Barad,49,M,A1
949,590,Riya Prasad,64,M,A2
950,590,Owen Nagi,31,M,A3
951,591,Saksham Edwin,26,M,A1
952,592,Ekbal Oak,38,M,A1
953,593,Farhan Datta,31,F,A1
954,593,Harrison Dalal,16,F,A2
955,594,Ekansh Dugar,37,F,A1
956,594,Falan Warrior,44,M,A2
957,594,Zarna Tella,39,M,A3
958,595,Daniel Dewan,54,M,A1
959,596,Varenya Dayal,53,F,A1
960,596,Benjamin Chawla,46,M,A2
961,597,Andrew Subramaniam,45,F,A1
962,597,Lila Purohit,37,M,A2
963,597,Qushi Sane,22,M,A3
964,597,Jack Sarma,33,M,A4
965,598,Utkarsh Sachar,36,M,A1
966,599,Dipta Palla,63,M,A1
967,600,Ishanvi Kannan,70,M,A1
968,600,Chasmum Peri,47,M,A2
969,601,Laksh Verma,49,M,A1
970,601,Dalaja Kade,53,M,A2
971,601,Kashish Dhar,67,M,A3
972,603,Chaitanya Kapur,34,M,A1
973,604,Tarak Bala,22,M,A1
974,605,Panini Venkataraman,31,M,A1
975,606,Balvan Mahal,61,M,A1
976,606,Amruta Krishna,17,F,A2
977,607,Varsha Kamdar,23,M,A1
978,607,Dalbir Buch,45,M,A2
979,608,Warda Datta,17,F,A1
980,609,Benjamin Kari,16,M,A1
981,610,Ikbal Brahmbhatt,19,F,A1
982,610,Isaiah Vaidya,64,M,A2
983,611,Eta Parsa,37,M,A1
984,612,Atharv Cherian,50,M,A1
985,612,Dhriti Vaidya,59,M,A2
986,612,Tanveer Radhakrishnan,30,M,A3
987,612,Mason Raj,24,M,A4
988,613,Edhitha Luthra,59,M,A1
989,614,Sai Rout,19,M,A1
990,615,Jeremiah Yogi,61,M,A1
991,616,Oviya Tiwari,56,F,A1
992,616,Warda Hora,36,M,A2
993,616,Sudiksha Aurora,20,M,A3
994,616,Jai Sahota,29,M,A4
995,617,Pahal Pandya,55,F,A1
996,617,Neelima Khurana,49,M,A2
997,617,Jagat Nayar,54,F,A3
998,618,Krish Goswami,61,F,A1
999,618,Max Amble,69,M,A2
1000,619,Wakeeta Om,21,F,A1
1001,620,Benjamin Kade,25,M,A1
1002,621,Hitesh Kata,27,M,A1
1003,622,Abeer Suresh,57,M,A1
1004,623,Wakeeta Lall,48,M,A1
1005,626,Aarush Saraf,50,M,A1
1006,626,Vritti Joshi,65,M,A2
1007,627,Brinda Sundaram,44,M,A1
1008,627,Manya Parikh,25,M,A2
1009,628,Mitali Dave,52,M,A1
1010,628,Vrinda Sabharwal,41,M,A2
1011,628,Ayush Mannan,31,M,A3
1012,629,Chatura Loyal,34,M,A1
1013,630,Imaran Narayan,69,M,A1
1014,630,Anmol Bail,67,F,A2
1015,631,Veer Mannan,35,M,A1
1016,632,Brijesh Dugar,17,M,A1
1017,634,Samaksh Chaudhry,20,M,A1
1018,635,Yashawini Konda,34,M,A1
1019,636,Sanya Pingle,63,M,A1
1020,636,Ikbal Mukhopadhyay,57,M,A2
1021,637,Daniel Tak,17,M,A1
1022,639,Henry Sandal,55,M,A1
1023,639,Keya Datta,59,M,A2
1024,639,Neel Venkatesh,61,M,A3
1025,640,Logan Sahota,36,F,A1
1026,641,Bina Virk,26,F,A1
1027,641,Kamya Venkataraman,36,M,A2
1028,641,Urmi Shere,55,M,A3
1029,642,Ekalinga Ahluwalia,23,M,A1
1030,643,Inaya Kara,41,F,A1
1031,643,Akshay Hans,45,M,A2
1032,644,Tarak Mammen,64,F,A1
1033,644,Adya Chaudry,50,M,A2
1034,644,Leela Narayanan,27,M,A3
1035,644,Urvashi Kadakia,24,M,A4
1036,645,Yasti Sarraf,24,M,A1
1037,647,Vrishti Krishna,23,M,A1
1038,647,Radhika Pall,26,M,A2
1039,649,Falguni Chandra,70,M,A1
1040,649,Zehaan Thakkar,59,M,A2
1041,650,Balvan Pingle,70,M,A1
1042,651,Gunbir Mall,33,M,A1
1043,651,Anay Natarajan,18,M,A2
1044,652,Amara Chacko,67,M,A1
1045,653,Unnati Chadha,65,M,A1
1046,654,Rayaan Deo,66,M,A1
1047,655,Anjali Iyengar,37,M,A1
1048,655,Chakrika Lad,19,M,A2
1049,655,Aishani Chanda,42,M,A3
1050,656,Radha Palan,18,M,A1
1051,656,Sarthak Oommen,45,M,A2
1052,657,Advika Balay,17,M,A1
1053,658,Henry Parmer,63,F,A1
1054,659,Unni Grewal,24,M,A1
1055,659,Reva Shan,25,F,A2
1056,661,Charita Viswanathan,40,M,A1
1057,662,Noah Sharma,30,F,A1
1058,663,Gautam Konda,47,M,A1
1059,664,Krisha Sheth,44,M,A1
1060,665,Ekbal Palan,47,M,A1
1061,665,Avi Kapadia,24,M,A2
1062,666,Xalak Guha,67,M,A1
1063,667,Zansi Cherian,49,M,A1
1064,667,Fitan Pal,34,M,A2
1065,667,Nidhi Arora,31,M,A3
1066,669,Isaac Gola,49,M,A1
1067,669,Leela Buch,24,M,A2
1068,670,Kala Krishnan,27,M,A1
1069,670,Geetika Minhas,49,M,A2
1070,671,Isaac Parikh,68,M,A1
1071,671,Meghana Kothari,51,M,A2
1072,672,Yagnesh Viswanathan,32,M,A1
1073,672,Banjeet Bose,43,M,A2
1074,672,Kashish Barad,30,M,A3
1075,672,Harrison Raja,61,M,A4
1076,673,Jackson Handa,51,M,A1
1077,674,Anjali Ahluwalia,44,M,A1
1078,674,Sarthak Bahl,48,M,A2
1079,675,Umang Badami,18,M,A1
1080,675,Timothy Bhatt,58,M,A2
1081,675,Triveni Salvi,56,M,A3
1082,676,Wishi Kade,34,F,A1
1083,676,Madhavi Kumer,46,M,A2
1084,677,Divya Seth,54,M,A1
1085,677,Ayushman Dugal,50,M,A2
1086,678,Meghana Kamdar,26,M,A1
1087,679,Indira Kalla,47,F,A1
1088,680,Ucchal Mangat,53,M,A1
1089,680,Naksh Goel,20,M,A2
1090,681,Nirja Gulati,29,M,A1
1091,682,Lopa Vaidya,16,M,A1
1092,683,Dhruv Balasubramanian,70,F,A1
1093,683,Triya Sharaf,70,T,A2
1094,684,Ekaraj Amble,39,M,A1
1095,685,Jai Walla,67,M,A1
1096,686,Priya Dash,36,M,A1
1097,686,Madhav Lala,30,M,A2
1098,687,Forum Borah,61,M,A1
1099,687,Vyanjana Konda,41,M,A2
1100,687,Hema Merchant,52,T,A3
1101,688,Damyanti Dutt,65,M,A1
1102,689,Manbir Arora,42,M,A1
1103,689,Januja Trivedi,25,M,A2
1104,690,Omkaar Vohra,19,F,A1
1105,691,Mason Mall,40,M,A1
1106,691,Ronith Parikh,32,M,A2
1107,691,Tripti Arora,39,F,A3
1108,692,Yash Kunda,30,M,A1
1109,693,Kevin Virk,57,M,A1
1110,693,Darsh Johal,64,F,A2
1111,693,Yagnesh Sood,59,M,A3
1112,694,Tanveer Sur,49,F,A1
1113,694,Aditya Sani,59,M,A2
1114,697,Rachana Modi,62,F,A1
1115,698,Ekaja Wali,29,M,A1
1116,699,Naksh Nanda,48,M,A1
1117,699,Omaja Luthra,26,M,A2
1118,700,Omisha Ahluwalia,63,F,A1
1119,701,Samaksh Joshi,36,M,A1
1120,702,Anusha Chhabra,50,M,A1
1121,702,Xavier Dyal,48,M,A2
1122,703,Harrison Bhalla,44,M,A1
1123,704,Odika Doshi,62,F,A1
1124,705,Dipta Patel,69,M,A1
1125,705,Tanish Gour,43,M,A2
1126,706,Jagdish Roy,45,M,A1
1127,707,Vyanjana Mandal,66,M,A1
1128,707,Ekalinga Borra,46,M,A2
1129,708,Siya Doshi,69,M,A1
1130,708,Elijah Gopal,34,M,A2
1131,709,Madhavi Bahl,49,M,A1
1132,710,Michael Gulati,23,M,A1
1133,711,Ekapad Narang,54,M,A1
1134,711,Victor Joshi,39,M,A2
1135,712,Sachi Joshi,17,M,A1
1136,712,Chandran Sekhon,64,M,A2
1137,713,Nicholas Kadakia,44,M,A1
1138,713,Vrinda Parmar,44,M,A2
1139,714,Tanmayi Babu,66,M,A1
1140,715,Dhruv Saraf,31,M,A1
1141,716,Peter Andra,49,M,A1
1142,717,Nakul Saini,42,F,A1
1143,717,Owen Venkataraman,47,M,A2
1144,719,George Saini,57,M,A1
1145,720,Aarini Dave,63,M,A1
1146,720,Jasmit Char,38,M,A2
1147,720,Waida Hayre,67,M,A3
1148,720,Theodore Varma,33,F,A4
1149,721,Qasim Mitra,41,M,A1
1150,722,Lekha Bava,33,M,A1
1151,722,Qabil Atwal,66,F,A2
1152,723,Sudiksha Lall,57,M,A1
1153,724,Dev Pau,57,M,A1
1154,725,Idika Mohanty,48,F,A1
1155,725,Rajata Butala,67,M,A2
1156,726,Kavya Dutt,19,M,A1
1157,726,Noah Kara,39,M,A2
1158,727,Ekanta Deshpande,17,M,A1
1159,728,Vasana Dyal,47,M,A1
1160,729,Ekavir Kara,16,M,A1
1161,729,Logan Ratti,64,M,A2
1162,730,Harshil Sinha,39,M,A1
1163,732,Warda Sankaran,69,M,A1
1164,732,Dakshesh Cheema,43,M,A2
1165,732,Anya Krishnamurthy,23,M,A3
1166,732,Oni Krishnamurthy,51,F,A4
1167,733,Vinaya Prashad,64,M,A1
1168,734,Balveer Palan,44,M,A1
1169,735,Nitara Balakrishnan,36,M,A1
1170,735,Zehaan Parmer,59,M,A2
1171,736,Ekanta Rattan,66,M,A1
1172,736,Orinder Tata,58,M,A2
1173,737,Samaksh Lanka,70,M,A1
1174,738,Amol Choudhury,21,M,A1
1175,739,Adya Dhingra,67,M,A1
1176,739,Irya Ranganathan,20,M,A2
1177,739,Lekha Chawla,47,M,A3
1178,739,Fitan Naik,39,M,A4
1179,740,Upkaar Sarraf,31,F,A1
1180,740,Maanav Arora,25,M,A2
1181,740,Yagnesh Bail,31,M,A3
1182,740,Reva Sachdeva,24,M,A4
1183,741,Ekanta Koshy,34,M,A1
1184,742,Chatresh Sharma,22,M,A1
1185,742,Widisha Sarin,30,M,A2
1186,743,Anya Krishnan,40,M,A1
1187,744,Yashoda Ray,68,M,A1
1188,744,Divya Ahuja,63,M,A2
1189,744,Ishita Dar,28,F,A3
1190,745,Girindra Raval,67,M,A1
1191,745,Nikita Raj,60,M,A2
1192,745,Lakshit Oza,45,M,A3
1193,745,Gopal Mukhopadhyay,70,M,A4
1194,746,Indali Bumb,62,M,A1
1195,747,Aarav Wadhwa,29,M,A1
1196,748,Qabil Wason,44,M,A1
1197,749,Azaan Barad,53,M,A1
1198,750,Mohammed Nazareth,22,F,A1
1199,750,Lopa Sem,67,M,A2
1200,750,Dominic Nigam,50,F,A3
1201,750,Jasmit Dhaliwal,55,M,A4
1202,752,Krishna Butala,26,M,A1
1203,752,Arjun Swamy,22,M,A2
1204,752,Ekanta Sule,41,M,A3
1205,753,Chanakya Warrior,23,M,A1
1206,754,Yashoda Prabhakar,23,M,A1
1207,754,Tanish Chaudhary,40,M,A2
1208,755,Peter Ramakrishnan,65,M,A1
1209,755,Kamya Ratti,24,M,A2
1210,756,Arunima Gupta,19,M,A1
1211,756,Zehaan Anne,69,M,A2
1212,756,Benjamin Sen,18,F,A3
1213,758,Widisha Iyer,16,M,A1
1214,759,Baljiwan Rama,22,M,A1
1215,759,Fiyaz Bir,42,M,A2
1216,760,Eesha Bassi,68,M,A1
1217,760,Michael Om,62,M,A2
1218,760,Parth Palla,30,M,A3
1219,761,Ridhi Boase,39,M,A1
1220,762,Omkaar Nagy,29,M,A1
1221,763,Anmol Soni,61,M,A1
1222,763,Barkha Ram,70,M,A2
1223,764,Naveen Pillai,47,M,A1
1224,765,Sathvik Ravi,37,M,A1
1225,766,Kiaan Wagle,33,M,A1
1226,766,Yatan Kalla,17,F,A2
1227,767,Upma Chopra,66,M,A1
1228,768,Samuel Raju,68,M,A1
1229,769,Kalpit Sur,17,M,A1
1230,769,Balendra Chatterjee,17,M,A2
1231,769,Frederick Bail,47,M,A3
1232,770,Janani Mutti,36,M,A1
1233,770,Vaishnavi Nigam,25,M,A2
1234,771,Zaid Comar,65,F,A1
1235,774,Ronith Nagi,34,M,A1
1236,774,Fiyaz Pant,58,M,A2
1237,775,Charles Khare,49,F,A1
1238,775,Adya Sen,24,M,A2
1239,775,Geetika Baria,42,M,A3
1240,775,Tara Buch,66,M,A4
1241,777,Hiral Lal,17,M,A1
1242,778,Dhruv Dube,43,M,A1
1243,778,Gagan Borra,38,M,A2
1244,779,Ryan Bumb,40,M,A1
1245,780,Reyansh Soni,52,M,A1
1246,781,Jatin Borra,17,M,A1
1247,782,Zayan Manda,40,M,A1
1248,783,Gaurang Nagar,20,M,A1
1249,784,Ira Rout,60,M,A1
1250,785,Aryan Dewan,47,M,A1
1251,786,Girish Babu,50,M,A1
1252,787,Arunima Kari,52,F,A1
1253,787,Vidhi Tata,28,M,A2
1254,787,Radhika Dutta,45,M,A3
1255,787,Darpan Pandit,21,M,A4
1256,789,Kala Solanki,62,M,A1
1257,790,Veer Khalsa,60,M,A1
1258,792,Ekaja Sundaram,41,F,A1
1259,792,Ryan Guha,62,M,A2
1260,792,Chakrika Bhat,54,M,A3
1261,792,Yamini Mandal,16,M,A4
1262,793,Udyati Divan,19,M,A1
1263,793,Lavanya Dugar,29,M,A2
1264,794,Ekantika Badal,36,F,A1
1265,795,Atharv Saraf,38,M,A1
1266,797,Omaja Randhawa,29,M,A1
1267,797,Gaurav Johal,48,M,A2
1268,798,Brijesh Basak,38,M,A1
1269,799,Ekansh Baria,57,M,A1
1270,801,Rohan Narain,63,M,A1
1271,801,Maya Dar,45,M,A2
1272,801,Siya Balakrishnan,37,M,A3
1273,801,Yauvani Ravi,29,M,A4
1274,802,Jalsa Sheth,61,M,A1
1275,802,Victor Krishnan,32,M,A2
1276,803,Bhavika Kothari,35,M,A1
1277,803,Hredhaan Acharya,59,M,A2
1278,806,Anjali Madan,59,M,A1
1279,807,Rachana Shroff,35,M,A1
1280,807,Parth Arya,26,M,A2
1281,807,Dev Mand,58,M,A3
1282,807,Varenya Jain,28,M,A4
1283,808,Champak Mangat,54,M,A1
1284,808,Gaurang Pillai,62,M,A2
1285,809,Owen Ratti,61,M,A1
1286,810,Unnati Seshadri,55,M,A1
1287,811,Aayush Kumar,24,M,A1
1288,812,Nikita Cherian,21,M,A1
1289,813,Wyatt Ravi,44,M,A1
1290,813,Shaurya Char,32,M,A2
1291,814,Sneha Dani,37,M,A1
1292,815,Azad Tata,17,F,A1
1293,815,Indali Balasubramanian,36,M,A2
1294,815,Urvashi Rajagopal,67,M,A3
1295,816,Zayyan Chanda,37,F,A1
1296,818,Yadavi Golla,17,M,A1
1297,819,Nicholas Baral,17,M,A1
1298,820,Lila Goda,60,M,A1
1299,820,Caleb Mittal,38,M,A2
1300,820,Udant Oak,62,M,A3
1301,821,Jeevika Sani,45,M,A1
1302,821,Jyoti Cherian,27,M,A2
1303,821,Urvi Bandi,19,M,A3
1304,822,Yashica Kohli,17,M,A1
1305,822,Jai Bajwa,39,M,A2
1306,824,Aditya Mitter,59,M,A1
1307,824,Ekaja Kohli,41,M,A2
1308,824,Tanay Gulati,48,M,A3
1309,824,Vanya Srinivas,38,M,A4
1310,825,Nitesh Koshy,56,M,A1
1311,825,Janaki Kar,42,M,A2
1312,825,Niharika Bhasin,21,M,A3
1313,826,Shivani Kar,27,M,A1
1314,826,Varenya Upadhyay,42,M,A2
1315,827,Azaan Sahni,64,M,A1
1316,828,Eta Morar,57,M,A1
1317,829,Zayan Loyal,24,M,A1
1318,829,Bhavya Varghese,65,M,A2
1319,830,Raghav Dewan,69,M,A1
1320,831,Samesh Nazareth,61,M,A1
1321,832,Krisha Ramaswamy,44,M,A1
1322,834,Pratyush Das,22,M,A1
1323,835,Advaith Choudhury,70,M,A1
1324,836,Arin Nadig,46,M,A1
1325,836,Onveer Rajagopal,35,M,A2
1326,836,Anay Dyal,51,M,A3
1327,837,Oscar Kannan,52,M,A1
1328,838,Finn Rege,19,M,A1
1329,838,Saanvi Doctor,64,F,A2
1330,839,Yashica Rama,56,M,A1
1331,839,Samesh Pradhan,28,M,A2
1332,839,Faras Purohit,16,M,A3
1333,840,Anthony Ramachandran,22,F,A1
1334,840,Jagvi Raj,39,M,A2
1335,840,Vritti Sarin,39,M,A3
1336,841,Zansi Wali,40,M,A1
1337,842,Lucky Sarin,67,M,A1
1338,843,Patrick Mani,20,M,A1
1339,843,Pallavi Ganesh,22,M,A2
1340,844,Yatan Anand,65,M,A1
1341,844,Onveer Magar,28,M,A2
1342,844,Xiti Thaman,63,M,A3
1343,845,Parth Choudhary,20,M,A1
1344,845,Neel Basak,57,M,A2
1345,845,Krishna Deshpande,48,M,A3
1346,846,Ojas Thakur,59,M,A1
1347,846,Jonathan Bansal,46,M,A2
1348,846,Ethan Pillai,38,M,A3
1349,847,Arjun Murty,46,M,A1
1350,847,Rushil Babu,32,M,A2
1351,848,Reva Krishnan,32,M,A1
1352,848,Mohini Shukla,16,M,A2
1353,849,Udyati Raju,55,M,A1
1354,852,Zansi Dasgupta,65,M,A1
1355,853,Ronith Chander,33,M,A1
1356,853,Anya Ramesh,16,M,A2
1357,853,Benjamin Basu,63,M,A3
1358,854,Aadi Bhatti,51,M,A1
1359,855,Eta Vyas,16,M,A1
1360,856,Manbir Kapoor,46,M,A1
1361,857,Chandani Bumb,33,M,A1
1362,857,Nicholas Srivastava,57,M,A2
1363,858,Urvashi Balasubramanian,63,M,A1
1364,859,Tanish Ravi,53,F,A1
1365,859,Wahab Mangat,44,M,A2
1366,859,Nitesh Nayar,39,M,A3
1367,860,Waida Chanda,55,M,A1
1368,861,Ganga Chaudhry,68,M,A1
