search_id,entity_type,entity_value,case_id
SRCH011630,Vehicle,KA42AB3723,CASE007817
SRCH011631,Citizen,CID009587,CASE004750
SRCH011632,Citizen,CID008451,CASE002187
SRCH011633,Phone,9780234826,CASE008701
SRCH011634,Case,CASE006396,CASE006396
SRCH011635,Citizen,CID003931,CASE001988
SRCH011636,Case,FIR2026007938,CASE007938
SRCH011637,Phone,9867970088,CASE007449
SRCH011638,Case,CASE006249,CASE006249
SRCH011639,Phone,9952549526,CASE003919
SRCH011640,Vehicle,KA57AB8931,CASE003488
SRCH011641,Case,FIR2026000599,CASE000599
SRCH011642,Case,FIR2026009831,CASE009831
SRCH011643,Phone,9407239074,CASE003604
SRCH011644,Case,CASE008573,CASE008573
SRCH011645,Bank,432060668236,CASE007045
SRCH011646,Phone,9197382439,CASE007545
SRCH011647,Citizen,CID004507,CASE001900
SRCH011648,Vehicle,KA44AB4991,CASE003098
SRCH011649,Phone,9768398156,CASE002824
SRCH011650,Bank,692952386770,CASE007256
SRCH011651,Phone,9773145949,CASE002386
SRCH011652,Vehicle,KA22AB7664,CASE006053
SRCH011653,Citizen,CID004465,CASE001652
SRCH011654,Case,FIR2026000632,CASE000632
SRCH011655,Citizen,CID003952,CASE003371
SRCH011656,Vehicle,KA02AB3692,CASE001991
SRCH011657,Case,FIR2026003134,CASE003134
SRCH011658,Case,FIR2026003632,CASE003632
SRCH011659,Case,CASE002888,CASE002888
SRCH011660,Bank,937691381286,CASE006217
SRCH011661,Phone,9476552606,CASE003021
SRCH011662,Case,CASE002434,CASE002434
SRCH011663,Case,CASE003341,CASE003341
SRCH011664,Case,FIR2026007459,CASE007459
SRCH011665,Phone,9110363306,CASE005288
SRCH011666,Case,CASE006756,CASE006756
SRCH011667,Case,CASE001105,CASE001105
SRCH011668,Citizen,CID000808,CASE007512
SRCH011669,Citizen,CID007020,CASE007173
SRCH011670,Vehicle,KA48AB3266,CASE005056
SRCH011671,Case,FIR2026008744,CASE008744
SRCH011672,Case,CASE001472,CASE001472
SRCH011673,Case,FIR2026005489,CASE005489
SRCH011674,Case,CASE005780,CASE005780
SRCH011675,Citizen,CID006376,CASE003254
SRCH011676,Vehicle,KA66AB6899,CASE009991
SRCH011677,Phone,9205762804,CASE007580
SRCH011678,Case,FIR2026007641,CASE007641
SRCH011679,Bank,432397992880,CASE006960
SRCH011680,Bank,230703048859,CASE000690
SRCH011681,Case,FIR2026007066,CASE007066
SRCH011682,Vehicle,KA42AB2053,CASE002787
SRCH011683,Case,CASE008550,CASE008550
SRCH011684,Citizen,CID004262,CASE001199
SRCH011685,Citizen,CID008674,CASE000703
SRCH011686,Phone,9383479713,CASE009115
SRCH011687,Phone,9733142817,CASE005519
SRCH011688,Phone,9474212968,CASE002666
SRCH011689,Case,CASE007601,CASE007601
SRCH011690,Phone,9512108275,CASE001304
SRCH011691,Case,CASE003531,CASE003531
SRCH011692,Vehicle,KA28AB4525,CASE004831
SRCH011693,Case,FIR2026003112,CASE003112
SRCH011694,Case,FIR2026001926,CASE001926
SRCH011695,Citizen,CID009482,CASE004478
SRCH011696,Case,FIR2026004442,CASE004442
SRCH011697,Case,CASE004546,CASE004546
SRCH011698,Vehicle,KA52AB1573,CASE004636
SRCH011699,Case,FIR2026001268,CASE001268
SRCH011700,Case,FIR2026008705,CASE008705
SRCH011701,Case,CASE000147,CASE000147
SRCH011702,Phone,9442351384,CASE006514
SRCH011703,Case,FIR2026000477,CASE000477
SRCH011704,Case,CASE004685,CASE004685
SRCH011705,Case,CASE007598,CASE007598
SRCH011706,Citizen,CID008355,CASE005243
SRCH011707,Case,CASE002842,CASE002842
SRCH011708,Citizen,CID001201,CASE003909
SRCH011709,Citizen,CID008232,CASE000604
SRCH011710,Phone,9322142995,CASE006702
SRCH011711,Citizen,CID005781,CASE008845
SRCH011712,Bank,993089188255,CASE009125
SRCH011713,Bank,324699090503,CASE006717
SRCH011714,Case,CASE007187,CASE007187
SRCH011715,Case,CASE006501,CASE006501
SRCH011716,Vehicle,KA71AB2605,CASE003871
SRCH011717,Case,CASE005605,CASE005605
SRCH011718,Case,CASE009208,CASE009208
SRCH011719,Case,CASE004903,CASE004903
SRCH011720,Case,FIR2026004745,CASE004745
SRCH011721,Citizen,CID000569,CASE005289
SRCH011722,Citizen,CID007712,CASE007626
SRCH011723,Vehicle,KA12AB3665,CASE001831
SRCH011724,Bank,987973619063,CASE005845
SRCH011725,Citizen,CID008917,CASE006218
SRCH011726,Case,FIR2026002566,CASE002566
SRCH011727,Phone,9114648362,CASE003297
SRCH011728,Vehicle,KA81AB4703,CASE004649
SRCH011729,Case,CASE008921,CASE008921
SRCH011730,Phone,9815120723,CASE007519
SRCH011731,Citizen,CID009440,CASE003774
SRCH011732,Citizen,CID007976,CASE005329
SRCH011733,Phone,9376523967,CASE006755
SRCH011734,Phone,9528546500,CASE009019
SRCH011735,Phone,9347695462,CASE004542
SRCH011736,Citizen,CID003160,CASE001226
SRCH011737,Bank,876782076061,CASE009543
SRCH011738,Citizen,CID002197,CASE004240
SRCH011739,Vehicle,KA35AB3496,CASE004590
SRCH011740,Vehicle,KA44AB6635,CASE000284
SRCH011741,Case,FIR2026003083,CASE003083
SRCH011742,Case,CASE007439,CASE007439
SRCH011743,Bank,152899759978,CASE009196
SRCH011744,Citizen,CID009981,CASE006911
SRCH011745,Bank,923109463780,CASE005582
SRCH011746,Bank,420221990499,CASE006832
SRCH011747,Citizen,CID004909,CASE007656
SRCH011748,Phone,9024784808,CASE007323
SRCH011749,Citizen,CID001959,CASE003884
SRCH011750,Case,CASE009573,CASE009573
SRCH011751,Phone,9415222809,CASE006298
SRCH011752,Bank,680805162794,CASE002551
SRCH011753,Case,CASE002597,CASE002597
SRCH011754,Case,FIR2026001957,CASE001957
SRCH011755,Case,CASE000632,CASE000632
SRCH011756,Phone,9769178480,CASE004329
SRCH011757,Vehicle,KA86AB6293,CASE009761
SRCH011758,Bank,295085502431,CASE007800
SRCH011759,Phone,9312788755,CASE000263
SRCH011760,Case,FIR2026001070,CASE001070
SRCH011761,Citizen,CID001090,CASE002490
SRCH011762,Case,CASE008633,CASE008633
SRCH011763,Case,FIR2026008660,CASE008660
SRCH011764,Bank,119419785304,CASE002568
SRCH011765,Case,FIR2026003335,CASE003335
SRCH011766,Bank,251836903999,CASE009114
SRCH011767,Phone,9527774386,CASE000350
SRCH011768,Case,FIR2026000346,CASE000346
SRCH011769,Case,CASE007579,CASE007579
SRCH011770,Case,CASE003844,CASE003844
SRCH011771,Case,CASE001471,CASE001471
SRCH011772,Phone,9467178710,CASE004962
SRCH011773,Case,CASE002846,CASE002846
SRCH011774,Phone,9748073010,CASE000361
SRCH011775,Phone,9908505054,CASE001758
SRCH011776,Citizen,CID008077,CASE009536
SRCH011777,Case,CASE009526,CASE009526
SRCH011778,Case,CASE002445,CASE002445
SRCH011779,Case,CASE004097,CASE004097
SRCH011780,Case,CASE003012,CASE003012
SRCH011781,Phone,9032752491,CASE008714
SRCH011782,Case,FIR2026007842,CASE007842
SRCH011783,Phone,9992605374,CASE003100
SRCH011784,Bank,524755207960,CASE006697
SRCH011785,Citizen,CID003433,CASE001761
SRCH011786,Case,CASE003695,CASE003695
SRCH011787,Citizen,CID004370,CASE008189
SRCH011788,Case,CASE002534,CASE002534
SRCH011789,Case,CASE000602,CASE000602
SRCH011790,Citizen,CID006083,CASE000664
SRCH011791,Case,FIR2026007153,CASE007153
SRCH011792,Case,CASE003362,CASE003362
SRCH011793,Citizen,CID004627,CASE002917
SRCH011794,Case,FIR2026008686,CASE008686
SRCH011795,Citizen,CID005124,CASE004916
SRCH011796,Bank,589900654797,CASE002790
SRCH011797,Citizen,CID004870,CASE000836
SRCH011798,Phone,9369363559,CASE007323
SRCH011799,Phone,9665632697,CASE001032
SRCH011800,Citizen,CID006347,CASE007980
SRCH011801,Phone,9935844336,CASE007128
SRCH011802,Case,CASE005934,CASE005934
SRCH011803,Phone,9324478853,CASE002191
SRCH011804,Case,FIR2026002400,CASE002400
SRCH011805,Case,FIR2026009371,CASE009371
SRCH011806,Case,CASE009874,CASE009874
SRCH011807,Case,CASE000425,CASE000425
SRCH011808,Case,CASE003552,CASE003552
SRCH011809,Bank,814982236055,CASE007423
SRCH011810,Case,CASE000007,CASE000007
SRCH011811,Bank,155079213121,CASE008084
SRCH011812,Vehicle,KA13AB2445,CASE008011
SRCH011813,Bank,430450716820,CASE002624
SRCH011814,Case,FIR2026009144,CASE009144
SRCH011815,Case,FIR2026002850,CASE002850
SRCH011816,Vehicle,KA32AB7690,CASE004086
SRCH011817,Phone,9963286434,CASE004729
SRCH011818,Officer,OFF00292,CASE001800
SRCH011819,Citizen,CID005288,CASE005561
SRCH011820,Phone,9882731355,CASE009605
SRCH011821,Bank,966943737183,CASE003294
SRCH011822,Vehicle,KA76AB3651,CASE002944
SRCH011823,Phone,9446743866,CASE003111
SRCH011824,Case,CASE006892,CASE006892
SRCH011825,Citizen,CID000640,CASE006017
SRCH011826,Case,CASE008056,CASE008056
SRCH011827,Vehicle,KA62AB2761,CASE000728
SRCH011828,Case,FIR2026007521,CASE007521
SRCH011829,Phone,9578296206,CASE001354
SRCH011830,Case,CASE005474,CASE005474
SRCH011831,Citizen,CID000525,CASE004780
SRCH011832,Case,CASE001496,CASE001496
SRCH011833,Case,FIR2026001856,CASE001856
SRCH011834,Phone,9612556182,CASE000096
SRCH011835,Phone,9261948800,CASE006681
SRCH011836,Case,CASE006614,CASE006614
SRCH011837,Vehicle,KA54AB1061,CASE009302
SRCH011838,Citizen,CID008099,CASE002455
SRCH011839,Phone,9237870130,CASE007727
SRCH011840,Citizen,CID005349,CASE009502
SRCH011841,Vehicle,KA65AB9977,CASE000683
SRCH011842,Case,FIR2026007858,CASE007858
SRCH011843,Vehicle,KA98AB5687,CASE001634
SRCH011844,Case,FIR2026007464,CASE007464
SRCH011845,Officer,OFF00031,CASE006855
SRCH011846,Phone,9651798294,CASE004946
SRCH011847,Citizen,CID006408,CASE002381
SRCH011848,Citizen,CID000024,CASE008828
SRCH011849,Vehicle,KA91AB4552,CASE002727
SRCH011850,Bank,794479317740,CASE008379
SRCH011851,Case,CASE001793,CASE001793
SRCH011852,Case,FIR2026005504,CASE005504
SRCH011853,Case,FIR2026002411,CASE002411
SRCH011854,Phone,9426069427,CASE008817
SRCH011855,Case,CASE002020,CASE002020
SRCH011856,Vehicle,KA68AB6684,CASE005206
SRCH011857,Citizen,CID001226,CASE004205
SRCH011858,Case,FIR2026007949,CASE007949
SRCH011859,Phone,9557267044,CASE007635
SRCH011860,Case,CASE009642,CASE009642
SRCH011861,Phone,9525120742,CASE001717
SRCH011862,Case,CASE005364,CASE005364
SRCH011863,Phone,9771453551,CASE006460
SRCH011864,Bank,476788736855,CASE005007
SRCH011865,Case,CASE003222,CASE003222
SRCH011866,Phone,9392286497,CASE009027
SRCH011867,Case,CASE003348,CASE003348
SRCH011868,Phone,9898198117,CASE009036
SRCH011869,Case,CASE008944,CASE008944
SRCH011870,Case,FIR2026008501,CASE008501
SRCH011871,Case,FIR2026007467,CASE007467
SRCH011872,Case,CASE003488,CASE003488
SRCH011873,Case,CASE008551,CASE008551
SRCH011874,Case,FIR2026005300,CASE005300
SRCH011875,Case,CASE009881,CASE009881
SRCH011876,Case,CASE005304,CASE005304
SRCH011877,Case,FIR2026006933,CASE006933
SRCH011878,Case,FIR2026009637,CASE009637
SRCH011879,Case,CASE004748,CASE004748
SRCH011880,Case,CASE001467,CASE001467
SRCH011881,Case,CASE005437,CASE005437
SRCH011882,Officer,OFF00426,CASE000674
SRCH011883,Citizen,CID008939,CASE002052
SRCH011884,Phone,9366408754,CASE000743
SRCH011885,Citizen,CID007172,CASE002420
SRCH011886,Bank,741593845172,CASE003810
SRCH011887,Case,CASE000304,CASE000304
SRCH011888,Case,FIR2026003579,CASE003579
SRCH011889,Case,FIR2026005058,CASE005058
SRCH011890,Citizen,CID007144,CASE001276
SRCH011891,Phone,9075222324,CASE005005
SRCH011892,Phone,9337403623,CASE006078
SRCH011893,Case,CASE009928,CASE009928
SRCH011894,Phone,9660110840,CASE005566
SRCH011895,Case,FIR2026006604,CASE006604
SRCH011896,Case,FIR2026002729,CASE002729
SRCH011897,Vehicle,KA70AB1008,CASE009953
SRCH011898,Case,FIR2026004625,CASE004625
SRCH011899,Case,CASE004644,CASE004644
SRCH011900,Bank,465442945348,CASE000542
SRCH011901,Bank,544435146725,CASE007244
SRCH011902,Phone,9061265852,CASE004130
SRCH011903,Case,FIR2026001719,CASE001719
SRCH011904,Case,CASE004181,CASE004181
SRCH011905,Case,CASE004827,CASE004827
SRCH011906,Case,FIR2026003001,CASE003001
SRCH011907,Case,CASE009306,CASE009306
SRCH011908,Vehicle,KA06AB3077,CASE002131
SRCH011909,Vehicle,KA22AB8486,CASE001383
SRCH011910,Bank,465518632152,CASE008317
SRCH011911,Case,FIR2026003235,CASE003235
SRCH011912,Phone,9129210244,CASE004341
SRCH011913,Vehicle,KA71AB6431,CASE006082
SRCH011914,Phone,9786377630,CASE002650
SRCH011915,Phone,9481230717,CASE009186
SRCH011916,Citizen,CID000717,CASE005304
SRCH011917,Phone,9291443594,CASE005417
SRCH011918,Officer,OFF00135,CASE000587
SRCH011919,Case,CASE003700,CASE003700
SRCH011920,Case,FIR2026006527,CASE006527
SRCH011921,Bank,262763900107,CASE004180
SRCH011922,Case,FIR2026002362,CASE002362
SRCH011923,Case,CASE001853,CASE001853
SRCH011924,Case,CASE008211,CASE008211
SRCH011925,Bank,646599040439,CASE007795
SRCH011926,Case,CASE000133,CASE000133
SRCH011927,Case,CASE006345,CASE006345
SRCH011928,Bank,745412276073,CASE000726
SRCH011929,Case,CASE002148,CASE002148
SRCH011930,Case,CASE006608,CASE006608
SRCH011931,Case,CASE003161,CASE003161
SRCH011932,Case,CASE005820,CASE005820
SRCH011933,Case,FIR2026008154,CASE008154
SRCH011934,Phone,9036691438,CASE009771
SRCH011935,Phone,9550825822,CASE001103
SRCH011936,Bank,176451449130,CASE002953
SRCH011937,Case,FIR2026009084,CASE009084
SRCH011938,Bank,435619858737,CASE009370
SRCH011939,Phone,9094775439,CASE003220
SRCH011940,Phone,9695618610,CASE003279
SRCH011941,Citizen,CID001504,CASE009914
SRCH011942,Citizen,CID008514,CASE008037
SRCH011943,Phone,9222569389,CASE007251
SRCH011944,Phone,9940216099,CASE009442
SRCH011945,Case,CASE003368,CASE003368
SRCH011946,Case,FIR2026005213,CASE005213
SRCH011947,Phone,9967721168,CASE008844
SRCH011948,Vehicle,KA95AB3592,CASE006356
SRCH011949,Phone,9944976020,CASE009503
SRCH011950,Case,FIR2026004349,CASE004349
SRCH011951,Case,CASE001393,CASE001393
SRCH011952,Phone,9453416600,CASE005735
SRCH011953,Case,CASE001113,CASE001113
SRCH011954,Citizen,CID006115,CASE001683
SRCH011955,Case,FIR2026000531,CASE000531
SRCH011956,Case,CASE003640,CASE003640
SRCH011957,Bank,733992265060,CASE005035
SRCH011958,Phone,9527834894,CASE000905
SRCH011959,Citizen,CID004991,CASE000933
SRCH011960,Case,CASE007369,CASE007369
SRCH011961,Citizen,CID002505,CASE004061
SRCH011962,Citizen,CID006420,CASE000313
SRCH011963,Citizen,CID003956,CASE008194
SRCH011964,Phone,9246370136,CASE004303
SRCH011965,Phone,9984798470,CASE004169
SRCH011966,Case,CASE003662,CASE003662
SRCH011967,Case,FIR2026002647,CASE002647
SRCH011968,Vehicle,KA12AB7737,CASE001988
SRCH011969,Case,CASE004930,CASE004930
SRCH011970,Officer,OFF00387,CASE007354
SRCH011971,Case,CASE001594,CASE001594
SRCH011972,Case,CASE008309,CASE008309
SRCH011973,Case,FIR2026009138,CASE009138
SRCH011974,Case,FIR2026000969,CASE000969
SRCH011975,Bank,845535975686,CASE003146
SRCH011976,Bank,965470818564,CASE008492
SRCH011977,Bank,582048776985,CASE003383
SRCH011978,Citizen,CID006303,CASE000304
SRCH011979,Phone,9788162211,CASE006482
SRCH011980,Case,CASE000093,CASE000093
SRCH011981,Case,FIR2026006890,CASE006890
SRCH011982,Citizen,CID002808,CASE002569
SRCH011983,Phone,9661629056,CASE008852
SRCH011984,Phone,9016244988,CASE006032
SRCH011985,Phone,9598054975,CASE001129
SRCH011986,Vehicle,KA98AB2377,CASE006456
SRCH011987,Vehicle,KA57AB7129,CASE001084
SRCH011988,Phone,9580801592,CASE002535
SRCH011989,Phone,9301977338,CASE001762
SRCH011990,Case,CASE003626,CASE003626
SRCH011991,Case,CASE007275,CASE007275
SRCH011992,Case,CASE003646,CASE003646
SRCH011993,Vehicle,KA13AB5109,CASE007656
SRCH011994,Phone,9174714023,CASE009474
SRCH011995,Phone,9295590434,CASE000220
SRCH011996,Citizen,CID005201,CASE000503
SRCH011997,Case,FIR2026008141,CASE008141
SRCH011998,Case,CASE008865,CASE008865
SRCH011999,Case,FIR2026001588,CASE001588
SRCH012000,Officer,OFF00078,CASE001585
SRCH012001,Case,CASE001527,CASE001527
SRCH012002,Case,FIR2026001782,CASE001782
SRCH012003,Citizen,CID001553,CASE001738
SRCH012004,Case,CASE001977,CASE001977
SRCH012005,Citizen,CID003556,CASE004383
SRCH012006,Phone,9093598298,CASE004002
SRCH012007,Case,FIR2026008775,CASE008775
SRCH012008,Phone,9926316248,CASE002666
SRCH012009,Case,FIR2026000535,CASE000535
SRCH012010,Vehicle,KA02AB5294,CASE008008
SRCH012011,Phone,9007337759,CASE007316
SRCH012012,Case,FIR2026009363,CASE009363
SRCH012013,Bank,700175156310,CASE001988
SRCH012014,Case,FIR2026007314,CASE007314
SRCH012015,Bank,363805288673,CASE002452
SRCH012016,Phone,9765378208,CASE003946
SRCH012017,Case,FIR2026003729,CASE003729
SRCH012018,Case,CASE004525,CASE004525
SRCH012019,Bank,893352234650,CASE002612
SRCH012020,Case,CASE006490,CASE006490
SRCH012021,Case,CASE004656,CASE004656
SRCH012022,Citizen,CID006820,CASE007318
SRCH012023,Bank,847991235313,CASE004195
SRCH012024,Case,FIR2026002553,CASE002553
SRCH012025,Citizen,CID009323,CASE008478
SRCH012026,Case,CASE001576,CASE001576
SRCH012027,Vehicle,KA97AB7201,CASE001761
SRCH012028,Case,FIR2026007490,CASE007490
SRCH012029,Phone,9022604844,CASE007092
SRCH012030,Phone,9073605016,CASE008369
SRCH012031,Vehicle,KA04AB4948,CASE007678
SRCH012032,Case,FIR2026001748,CASE001748
SRCH012033,Citizen,CID003617,CASE007287
SRCH012034,Officer,OFF00212,CASE002052
SRCH012035,Bank,302165001108,CASE009184
SRCH012036,Bank,876021653644,CASE006619
SRCH012037,Case,FIR2026009364,CASE009364
SRCH012038,Citizen,CID001555,CASE002463
SRCH012039,Phone,9052653398,CASE004247
SRCH012040,Case,FIR2026005356,CASE005356
SRCH012041,Case,FIR2026004174,CASE004174
SRCH012042,Vehicle,KA01AB5828,CASE005008
SRCH012043,Phone,9406631238,CASE009984
SRCH012044,Case,FIR2026003354,CASE003354
SRCH012045,Bank,542857361937,CASE009764
SRCH012046,Case,CASE002430,CASE002430
SRCH012047,Bank,436136252240,CASE004396
SRCH012048,Case,FIR2026004826,CASE004826
SRCH012049,Case,CASE005019,CASE005019
SRCH012050,Phone,9095070415,CASE004659
SRCH012051,Phone,9126383810,CASE003280
SRCH012052,Case,CASE002286,CASE002286
SRCH012053,Case,FIR2026004438,CASE004438
SRCH012054,Case,FIR2026004908,CASE004908
SRCH012055,Citizen,CID000820,CASE009651
SRCH012056,Vehicle,KA66AB7909,CASE002409
SRCH012057,Bank,822361961023,CASE007193
SRCH012058,Case,CASE004290,CASE004290
SRCH012059,Phone,9203101644,CASE004492
SRCH012060,Case,CASE007053,CASE007053
SRCH012061,Case,CASE006751,CASE006751
SRCH012062,Citizen,CID004835,CASE001023
SRCH012063,Case,CASE004187,CASE004187
SRCH012064,Case,FIR2026004973,CASE004973
SRCH012065,Case,FIR2026005382,CASE005382
SRCH012066,Bank,719314437020,CASE005517
SRCH012067,Vehicle,KA07AB8319,CASE000361
SRCH012068,Bank,500310695720,CASE000054
SRCH012069,Phone,9533046686,CASE007276
SRCH012070,Case,CASE000631,CASE000631
SRCH012071,Case,CASE001669,CASE001669
SRCH012072,Case,CASE003927,CASE003927
SRCH012073,Bank,173779724668,CASE001887
SRCH012074,Case,CASE007319,CASE007319
SRCH012075,Bank,154019219263,CASE008358
SRCH012076,Phone,9292924271,CASE004449
SRCH012077,Citizen,CID001958,CASE000913
SRCH012078,Case,FIR2026006843,CASE006843
SRCH012079,Citizen,CID001111,CASE004592
SRCH012080,Case,FIR2026004577,CASE004577
SRCH012081,Case,FIR2026007450,CASE007450
SRCH012082,Case,FIR2026009280,CASE009280
SRCH012083,Case,FIR2026000501,CASE000501
SRCH012084,Case,FIR2026009510,CASE009510
SRCH012085,Case,CASE001366,CASE001366
SRCH012086,Phone,9068777312,CASE007102
SRCH012087,Citizen,CID008901,CASE003671
SRCH012088,Citizen,CID006933,CASE002319
SRCH012089,Citizen,CID002708,CASE000241
SRCH012090,Bank,217688740321,CASE006841
SRCH012091,Bank,967055955468,CASE001952
SRCH012092,Citizen,CID006038,CASE000307
SRCH012093,Case,CASE002604,CASE002604
SRCH012094,Vehicle,KA90AB7603,CASE002246
SRCH012095,Phone,9550043224,CASE004821
SRCH012096,Officer,OFF00074,CASE000184
SRCH012097,Case,CASE004080,CASE004080
SRCH012098,Phone,9794249393,CASE000728
SRCH012099,Case,CASE005561,CASE005561
SRCH012100,Citizen,CID004820,CASE006073
SRCH012101,Bank,730312931421,CASE008120
SRCH012102,Bank,963278207505,CASE002880
SRCH012103,Citizen,CID002184,CASE005608
SRCH012104,Phone,9942116698,CASE003525
SRCH012105,Bank,984861671851,CASE001770
SRCH012106,Citizen,CID001027,CASE005909
SRCH012107,Case,FIR2026008285,CASE008285
SRCH012108,Case,FIR2026009250,CASE009250
SRCH012109,Citizen,CID000974,CASE005496
SRCH012110,Case,FIR2026000379,CASE000379
SRCH012111,Phone,9049982364,CASE008347
SRCH012112,Bank,695870920442,CASE008055
SRCH012113,Case,FIR2026006525,CASE006525
SRCH012114,Phone,9964716744,CASE005675
SRCH012115,Case,CASE009680,CASE009680
SRCH012116,Case,CASE003091,CASE003091
SRCH012117,Citizen,CID004811,CASE006204
SRCH012118,Phone,9625603236,CASE000051
SRCH012119,Case,FIR2026006404,CASE006404
SRCH012120,Case,FIR2026002322,CASE002322
SRCH012121,Case,CASE008916,CASE008916
SRCH012122,Phone,9017956768,CASE004333
SRCH012123,Case,CASE006045,CASE006045
SRCH012124,Case,FIR2026001919,CASE001919
SRCH012125,Bank,750538104033,CASE000293
SRCH012126,Phone,9635386757,CASE007116
SRCH012127,Case,CASE000354,CASE000354
SRCH012128,Phone,9340658774,CASE007985
SRCH012129,Case,CASE008740,CASE008740
SRCH012130,Vehicle,KA24AB5325,CASE000800
SRCH012131,Case,FIR2026006660,CASE006660
SRCH012132,Vehicle,KA36AB5773,CASE005944
SRCH012133,Citizen,CID006660,CASE006151
SRCH012134,Case,CASE003408,CASE003408
SRCH012135,Case,FIR2026006900,CASE006900
SRCH012136,Phone,9201697672,CASE005158
SRCH012137,Bank,883872640747,CASE009966
SRCH012138,Citizen,CID005802,CASE006690
SRCH012139,Citizen,CID003561,CASE000359
SRCH012140,Case,FIR2026006039,CASE006039
SRCH012141,Bank,942497433178,CASE002040
SRCH012142,Phone,9036998510,CASE006227
SRCH012143,Case,CASE005002,CASE005002
SRCH012144,Bank,196271867592,CASE002317
SRCH012145,Case,FIR2026005503,CASE005503
SRCH012146,Phone,9205045094,CASE006903
SRCH012147,Citizen,CID004165,CASE000179
SRCH012148,Phone,9986362078,CASE000657
SRCH012149,Case,FIR2026000814,CASE000814
SRCH012150,Case,FIR2026009994,CASE009994
SRCH012151,Case,FIR2026009108,CASE009108
SRCH012152,Vehicle,KA01AB2620,CASE000397
SRCH012153,Case,CASE007355,CASE007355
SRCH012154,Vehicle,KA47AB1884,CASE006276
SRCH012155,Case,CASE004145,CASE004145
SRCH012156,Phone,9265644071,CASE007536
SRCH012157,Case,CASE006417,CASE006417
SRCH012158,Case,FIR2026005164,CASE005164
SRCH012159,Citizen,CID008916,CASE003172
SRCH012160,Phone,9847270406,CASE008518
SRCH012161,Citizen,CID007956,CASE000999
SRCH012162,Bank,534943569906,CASE008317
SRCH012163,Case,CASE005157,CASE005157
SRCH012164,Officer,OFF00278,CASE004598
SRCH012165,Case,FIR2026005924,CASE005924
SRCH012166,Vehicle,KA46AB3267,CASE003984
SRCH012167,Case,FIR2026006717,CASE006717
SRCH012168,Case,CASE000195,CASE000195
SRCH012169,Phone,9188516591,CASE000198
SRCH012170,Case,FIR2026009801,CASE009801
SRCH012171,Phone,9363153030,CASE008737
SRCH012172,Case,FIR2026004444,CASE004444
SRCH012173,Case,FIR2026004974,CASE004974
SRCH012174,Citizen,CID007386,CASE003818
SRCH012175,Case,CASE007766,CASE007766
SRCH012176,Case,FIR2026008308,CASE008308
SRCH012177,Case,CASE009261,CASE009261
SRCH012178,Case,CASE005543,CASE005543
SRCH012179,Case,CASE004457,CASE004457
SRCH012180,Phone,9161941035,CASE007771
SRCH012181,Citizen,CID003086,CASE008536
SRCH012182,Case,CASE000917,CASE000917
SRCH012183,Vehicle,KA48AB4629,CASE005120
SRCH012184,Phone,9321211019,CASE003556
SRCH012185,Citizen,CID002533,CASE002863
SRCH012186,Case,CASE008616,CASE008616
SRCH012187,Citizen,CID000643,CASE008058
SRCH012188,Citizen,CID006514,CASE005018
SRCH012189,Vehicle,KA88AB2063,CASE000802
SRCH012190,Case,CASE002794,CASE002794
SRCH012191,Case,FIR2026004861,CASE004861
SRCH012192,Bank,881154933339,CASE004349
SRCH012193,Case,CASE008346,CASE008346
SRCH012194,Bank,948095381263,CASE009932
SRCH012195,Bank,828223158931,CASE009575
SRCH012196,Vehicle,KA57AB7942,CASE008540
SRCH012197,Case,CASE001016,CASE001016
SRCH012198,Vehicle,KA40AB8119,CASE007308
SRCH012199,Case,CASE001335,CASE001335
SRCH012200,Case,FIR2026006831,CASE006831
SRCH012201,Case,FIR2026005720,CASE005720
SRCH012202,Citizen,CID005572,CASE009777
SRCH012203,Case,CASE000593,CASE000593
SRCH012204,Bank,825216197347,CASE005159
SRCH012205,Case,FIR2026001329,CASE001329
SRCH012206,Vehicle,KA21AB9578,CASE005342
SRCH012207,Vehicle,KA26AB4458,CASE005761
SRCH012208,Vehicle,KA58AB4681,CASE006191
SRCH012209,Case,CASE009572,CASE009572
SRCH012210,Case,CASE006086,CASE006086
SRCH012211,Case,FIR2026004239,CASE004239
SRCH012212,Phone,9226056783,CASE008096
SRCH012213,Citizen,CID006052,CASE008538
SRCH012214,Case,FIR2026006577,CASE006577
SRCH012215,Phone,9033736998,CASE008749
SRCH012216,Case,FIR2026001021,CASE001021
SRCH012217,Case,FIR2026007296,CASE007296
SRCH012218,Case,CASE006646,CASE006646
SRCH012219,Citizen,CID001329,CASE005416
SRCH012220,Case,FIR2026008148,CASE008148
SRCH012221,Case,FIR2026000948,CASE000948
SRCH012222,Case,CASE006110,CASE006110
SRCH012223,Phone,9599478977,CASE007849
SRCH012224,Case,FIR2026005420,CASE005420
SRCH012225,Bank,321752474202,CASE000522
SRCH012226,Citizen,CID002026,CASE006976
SRCH012227,Case,CASE004719,CASE004719
SRCH012228,Citizen,CID001757,CASE002926
SRCH012229,Bank,154228418463,CASE005533
SRCH012230,Case,FIR2026008958,CASE008958
SRCH012231,Case,FIR2026002441,CASE002441
SRCH012232,Case,FIR2026009852,CASE009852
SRCH012233,Case,CASE007220,CASE007220
SRCH012234,Case,FIR2026009996,CASE009996
SRCH012235,Phone,9555799015,CASE006453
SRCH012236,Phone,9999503652,CASE006819
