phone_id,citizen_id,phone_number,provider
PH001455,CID001173,9439019111,Airtel
PH001456,CID001173,9679157418,Airtel
PH001457,CID001174,9632574314,Jio
PH001458,CID001175,9458268257,BSNL
PH001459,CID001175,9629487603,Vi
PH001460,CID001176,9518409103,Airtel
PH001461,CID001176,9025556087,Jio
PH001462,CID001177,9567268054,Vi
PH001463,CID001177,9682942678,BSNL
PH001464,CID001178,9196181024,Airtel
PH001465,CID001178,9898588141,BSNL
PH001466,CID001179,9697218541,BSNL
PH001467,CID001180,9422753170,Airtel
PH001468,CID001181,9486875669,Airtel
PH001469,CID001181,9774167138,Airtel
PH001470,CID001182,9217801303,Jio
PH001471,CID001183,9901092692,Vi
PH001472,CID001184,9572424574,Vi
PH001473,CID001185,9092394382,Jio
PH001474,CID001186,9257158439,Vi
PH001475,CID001186,9388858945,BSNL
PH001476,CID001187,9635353504,Jio
PH001477,CID001187,9194614465,Vi
PH001478,CID001188,9437695189,Vi
PH001479,CID001189,9613572030,Jio
PH001480,CID001190,9259613991,Airtel
PH001481,CID001191,9886667943,BSNL
PH001482,CID001192,9995782353,Airtel
PH001483,CID001193,9607220770,Airtel
PH001484,CID001193,9533921623,Jio
PH001485,CID001194,9463985370,Airtel
PH001486,CID001195,9356447921,Jio
PH001487,CID001196,9172880375,Vi
PH001488,CID001197,9507522108,BSNL
PH001489,CID001198,9807893152,BSNL
PH001490,CID001198,9676176712,BSNL
PH001491,CID001199,9359119471,Airtel
PH001492,CID001199,9137982873,Jio
PH001493,CID001200,9448250248,Airtel
PH001494,CID001201,9811095455,BSNL
PH001495,CID001201,9984798470,Vi
PH001496,CID001202,9697333581,Airtel
PH001497,CID001202,9310889909,Airtel
PH001498,CID001203,9550858445,Airtel
PH001499,CID001204,9890134496,Airtel
PH001500,CID001205,9088048544,Airtel
PH001501,CID001206,9491906408,BSNL
PH001502,CID001207,9944917345,Jio
PH001503,CID001208,9274145871,Vi
PH001504,CID001209,9219068392,BSNL
PH001505,CID001210,9827654393,Jio
PH001506,CID001210,9928468388,Airtel
PH001507,CID001211,9341428576,BSNL
PH001508,CID001212,9404883322,Airtel
PH001509,CID001212,9764279357,Vi
PH001510,CID001213,9525147840,BSNL
PH001511,CID001214,9810139826,Jio
PH001512,CID001214,9658027507,BSNL
PH001513,CID001215,9265644071,Jio
PH001514,CID001215,9099389177,Vi
PH001515,CID001216,9112596030,BSNL
PH001516,CID001216,9374248839,Jio
PH001517,CID001217,9087001704,Airtel
PH001518,CID001218,9943692772,BSNL
PH001519,CID001218,9603191870,Vi
PH001520,CID001219,9190594368,Vi
PH001521,CID001220,9201955214,BSNL
PH001522,CID001221,9008074264,Airtel
PH001523,CID001221,9881224041,Vi
PH001524,CID001222,9141403692,Vi
PH001525,CID001223,9255094293,Vi
PH001526,CID001223,9845263816,Airtel
PH001527,CID001224,9145176454,Jio
PH001528,CID001225,9785300458,Airtel
PH001529,CID001226,9667395195,Jio
PH001530,CID001227,9885572494,Vi
PH001531,CID001228,9145276918,BSNL
PH001532,CID001229,9490422812,Vi
PH001533,CID001229,9202128473,BSNL
PH001534,CID001230,9160709293,BSNL
PH001535,CID001230,9012292494,Airtel
PH001536,CID001231,9023952527,Airtel
PH001537,CID001232,9975286695,Jio
PH001538,CID001233,9047881914,Airtel
PH001539,CID001234,9875933312,Vi
PH001540,CID001235,9546534697,Vi
PH001541,CID001236,9522921493,Airtel
PH001542,CID001237,9226355843,Airtel
PH001543,CID001237,9209788760,BSNL
PH001544,CID001238,9176555922,Jio
PH001545,CID001238,9070400787,Vi
PH001546,CID001239,9140491262,Jio
PH001547,CID001240,9558931171,Jio
PH001548,CID001241,9674556028,Airtel
PH001549,CID001242,9580129837,Vi
PH001550,CID001243,9268890617,Jio
PH001551,CID001244,9958552941,Vi
PH001552,CID001245,9525671962,Jio
PH001553,CID001245,9184611067,Airtel
PH001554,CID001246,9267525902,BSNL
PH001555,CID001247,9346407234,BSNL
PH001556,CID001248,9725585872,Vi
PH001557,CID001249,9150271961,Vi
PH001558,CID001250,9174184953,Jio
PH001559,CID001251,9294871961,Vi
PH001560,CID001252,9847670956,Airtel
PH001561,CID001253,9859097114,BSNL
PH001562,CID001254,9731733947,Vi
PH001563,CID001254,9720728611,BSNL
PH001564,CID001255,9674141020,Vi
PH001565,CID001255,9146501841,BSNL
PH001566,CID001256,9415043744,Airtel
PH001567,CID001257,9219920177,Vi
PH001568,CID001258,9811379717,BSNL
PH001569,CID001259,9934881261,Airtel
PH001570,CID001260,9871365682,Airtel
PH001571,CID001261,9009473427,Vi
PH001572,CID001262,9106692252,BSNL
PH001573,CID001263,9207213598,Vi
PH001574,CID001264,9293911467,Vi
PH001575,CID001265,9128965947,Airtel
PH001576,CID001266,9070330503,Jio
PH001577,CID001267,9447190533,Vi
PH001578,CID001268,9028022957,Jio
PH001579,CID001269,9707652171,Airtel
PH001580,CID001269,9594667426,Airtel
PH001581,CID001270,9257024889,Jio
PH001582,CID001271,9651894892,Vi
PH001583,CID001272,9593089159,BSNL
PH001584,CID001273,9626143845,Vi
PH001585,CID001274,9076722610,Airtel
PH001586,CID001274,9985439893,Airtel
PH001587,CID001275,9301934613,Airtel
PH001588,CID001276,9501621905,Jio
PH001589,CID001277,9040004841,Airtel
PH001590,CID001278,9375296093,Airtel
PH001591,CID001279,9743076540,Airtel
PH001592,CID001280,9304154279,Airtel
PH001593,CID001281,9135224756,BSNL
PH001594,CID001282,9764717467,Jio
PH001595,CID001283,9244318970,Airtel
PH001596,CID001284,9554248614,Vi
PH001597,CID001285,9841597346,Airtel
PH001598,CID001286,9331171205,Airtel
PH001599,CID001287,9774856744,Airtel
PH001600,CID001288,9850933338,Jio
PH001601,CID001288,9499923441,Jio
PH001602,CID001289,9191406729,Jio
PH001603,CID001290,9529074520,Airtel
PH001604,CID001291,9784621800,Airtel
PH001605,CID001292,9961353944,Airtel
PH001606,CID001293,9091332117,Vi
PH001607,CID001294,9380796266,Vi
PH001608,CID001295,9128035370,Vi
PH001609,CID001296,9698816517,Airtel
PH001610,CID001297,9241252467,Jio
PH001611,CID001298,9151162294,BSNL
PH001612,CID001299,9387567844,Vi
PH001613,CID001300,9022633670,Jio
PH001614,CID001301,9807716115,Airtel
PH001615,CID001302,9311915465,BSNL
PH001616,CID001303,9012338535,Jio
PH001617,CID001304,9718898476,Vi
PH001618,CID001305,9115474695,Jio
PH001619,CID001306,9748073010,Airtel
PH001620,CID001307,9838789455,Jio
PH001621,CID001308,9707426354,Airtel
PH001622,CID001309,9513306640,Jio
PH001623,CID001309,9758489113,Jio
PH001624,CID001310,9735927444,Jio
PH001625,CID001311,9726686091,Jio
PH001626,CID001311,9482576252,BSNL
PH001627,CID001312,9893370163,Vi
PH001628,CID001313,9404556605,Airtel
PH001629,CID001313,9331342151,Vi
PH001630,CID001314,9829685784,Jio
PH001631,CID001314,9288725817,Vi
PH001632,CID001315,9251762633,BSNL
PH001633,CID001316,9633090916,BSNL
PH001634,CID001316,9885485076,Vi
PH001635,CID001317,9335108392,Vi
PH001636,CID001318,9020202526,BSNL
PH001637,CID001319,9933257206,Jio
PH001638,CID001320,9804348687,Vi
PH001639,CID001321,9585491512,BSNL
PH001640,CID001321,9710600960,BSNL
PH001641,CID001322,9586163911,Vi
PH001642,CID001323,9466285569,BSNL
PH001643,CID001324,9242981106,BSNL
PH001644,CID001325,9987801943,Vi
PH001645,CID001326,9376403567,BSNL
PH001646,CID001327,9450006273,Vi
PH001647,CID001328,9543541975,Jio
PH001648,CID001328,9895837955,Vi
PH001649,CID001329,9612797875,BSNL
PH001650,CID001329,9640959367,Airtel
PH001651,CID001330,9120102793,Jio
PH001652,CID001331,9553261376,BSNL
PH001653,CID001331,9962201079,BSNL
PH001654,CID001332,9074954368,BSNL
PH001655,CID001333,9155215538,Vi
PH001656,CID001334,9868778881,BSNL
PH001657,CID001335,9053302031,Airtel
PH001658,CID001335,9788154278,Jio
PH001659,CID001336,9372275849,BSNL
PH001660,CID001336,9822809707,BSNL
PH001661,CID001337,9669224341,Airtel
PH001662,CID001338,9129821672,BSNL
PH001663,CID001339,9320342637,BSNL
PH001664,CID001340,9057250227,Vi
PH001665,CID001341,9874724554,Airtel
PH001666,CID001342,9618234900,Jio
PH001667,CID001342,9133620681,Vi
PH001668,CID001343,9579982977,Airtel
PH001669,CID001344,9483764448,Vi
PH001670,CID001344,9211643327,Airtel
PH001671,CID001345,9148682909,BSNL
PH001672,CID001345,9850544025,Vi
PH001673,CID001346,9778730506,Vi
PH001674,CID001346,9840858612,Vi
PH001675,CID001347,9397009138,Vi
PH001676,CID001348,9440660486,BSNL
PH001677,CID001348,9709062097,Airtel
PH001678,CID001349,9230582842,BSNL
PH001679,CID001349,9628887099,Vi
PH001680,CID001350,9337399617,Airtel
PH001681,CID001351,9321740897,BSNL
PH001682,CID001351,9023922322,Vi
PH001683,CID001352,9525438519,BSNL
PH001684,CID001353,9668124636,Vi
PH001685,CID001354,9854531831,BSNL
PH001686,CID001354,9357682631,Jio
PH001687,CID001355,9142308555,Airtel
PH001688,CID001355,9563568944,Vi
PH001689,CID001356,9539266397,Vi
PH001690,CID001357,9051921498,BSNL
PH001691,CID001358,9565766310,Jio
PH001692,CID001358,9122822353,Jio
PH001693,CID001359,9021854496,BSNL
PH001694,CID001360,9966135017,Airtel
PH001695,CID001361,9230210033,BSNL
PH001696,CID001362,9618572401,Jio
PH001697,CID001362,9138690004,Airtel
PH001698,CID001363,9084155294,Airtel
PH001699,CID001364,9738148059,Vi
PH001700,CID001365,9326436028,Airtel
PH001701,CID001366,9278881037,BSNL
PH001702,CID001367,9752678929,Jio
PH001703,CID001367,9047007327,Vi
PH001704,CID001368,9964749470,Jio
PH001705,CID001369,9464509447,Jio
PH001706,CID001370,9058908890,Jio
PH001707,CID001370,9670484801,BSNL
PH001708,CID001371,9107744534,Vi
PH001709,CID001371,9334670505,BSNL
PH001710,CID001372,9482304741,Airtel
PH001711,CID001372,9031989022,Airtel
PH001712,CID001373,9632142976,BSNL
PH001713,CID001373,9758092644,Vi
PH001714,CID001374,9709032698,Vi
PH001715,CID001374,9139695509,Airtel
PH001716,CID001375,9845391088,BSNL
PH001717,CID001375,9444877417,Vi
PH001718,CID001376,9895928943,Airtel
PH001719,CID001376,9981546430,Airtel
PH001720,CID001377,9523554046,Jio
PH001721,CID001377,9677907093,Jio
PH001722,CID001378,9941729429,BSNL
PH001723,CID001379,9539514221,Airtel
PH001724,CID001379,9614573326,Airtel
PH001725,CID001380,9050914136,Vi
PH001726,CID001381,9371474059,Jio
PH001727,CID001382,9129933732,Vi
PH001728,CID001383,9065896050,Vi
PH001729,CID001383,9427133362,Vi
PH001730,CID001384,9272605445,Vi
PH001731,CID001384,9274881635,Airtel
PH001732,CID001385,9910222963,BSNL
PH001733,CID001386,9621958589,Airtel
PH001734,CID001386,9184517636,Vi
PH001735,CID001387,9321590915,Airtel
PH001736,CID001387,9888153665,BSNL
PH001737,CID001388,9115850300,BSNL
PH001738,CID001389,9053715349,Vi
PH001739,CID001390,9584372475,BSNL
PH001740,CID001391,9972510400,Jio
PH001741,CID001392,9831767917,BSNL
PH001742,CID001392,9976902347,Airtel
PH001743,CID001393,9788814361,Vi
PH001744,CID001394,9241774186,BSNL
PH001745,CID001395,9202880681,BSNL
PH001746,CID001396,9194437503,Jio
PH001747,CID001397,9152563311,BSNL
PH001748,CID001398,9828943170,Airtel
PH001749,CID001398,9007095343,Jio
PH001750,CID001399,9544852606,Airtel
PH001751,CID001400,9727981300,Vi
PH001752,CID001401,9922578142,Jio
PH001753,CID001402,9616178874,Jio
PH001754,CID001403,9606128076,BSNL
PH001755,CID001404,9027941026,Vi
PH001756,CID001405,9083975731,Jio
PH001757,CID001406,9468726590,Vi
PH001758,CID001407,9110363306,Jio
PH001759,CID001408,9206778921,Jio
PH001760,CID001409,9200171327,BSNL
PH001761,CID001410,9491504945,Airtel
PH001762,CID001410,9830036925,BSNL
PH001763,CID001411,9321343304,Airtel
PH001764,CID001411,9458936375,Vi
PH001765,CID001412,9330930443,Jio
PH001766,CID001412,9398226645,Jio
PH001767,CID001413,9085850511,BSNL
PH001768,CID001414,9356621655,Jio
PH001769,CID001415,9719893757,Jio
PH001770,CID001416,9751175432,Vi
PH001771,CID001416,9553535341,Vi
PH001772,CID001417,9416414311,Vi
PH001773,CID001417,9118082577,Airtel
PH001774,CID001418,9081804144,Vi
PH001775,CID001419,9535573650,BSNL
PH001776,CID001420,9057536448,Jio
PH001777,CID001421,9635386757,Vi
PH001778,CID001421,9311903165,Vi
PH001779,CID001422,9750553352,Airtel
PH001780,CID001423,9991840694,Vi
PH001781,CID001424,9626921695,Vi
PH001782,CID001425,9865224138,Airtel
PH001783,CID001425,9361920916,Jio
PH001784,CID001426,9428514591,BSNL
PH001785,CID001427,9481133872,Jio
PH001786,CID001427,9739821192,BSNL
PH001787,CID001428,9715150540,Airtel
PH001788,CID001428,9141299988,Jio
PH001789,CID001429,9667742510,Jio
PH001790,CID001429,9089965363,Jio
PH001791,CID001430,9508781756,Jio
PH001792,CID001431,9860225727,Jio
PH001793,CID001432,9125247154,BSNL
PH001794,CID001433,9537346631,Airtel
PH001795,CID001434,9870632236,Vi
PH001796,CID001435,9444879404,Jio
PH001797,CID001436,9203502347,Vi
PH001798,CID001437,9693795275,Jio
PH001799,CID001438,9525289466,Vi
PH001800,CID001439,9784735327,BSNL
PH001801,CID001440,9731314186,BSNL
PH001802,CID001441,9494586693,Jio
PH001803,CID001442,9498532987,Airtel
PH001804,CID001442,9716314849,BSNL
PH001805,CID001443,9241270848,Vi
PH001806,CID001444,9698599088,Jio
PH001807,CID001444,9395933034,Jio
PH001808,CID001445,9156252397,Airtel
PH001809,CID001446,9930059821,Vi
PH001810,CID001447,9915590717,Vi
PH001811,CID001448,9884915898,Vi
PH001812,CID001449,9811607713,Airtel
PH001813,CID001449,9440781742,Vi
PH001814,CID001450,9087161013,Vi
PH001815,CID001451,9035442191,Airtel
PH001816,CID001452,9789540278,Airtel
PH001817,CID001453,9682536161,Jio
PH001818,CID001454,9305693629,Vi
PH001819,CID001454,9308280307,Airtel
PH001820,CID001455,9049426967,Jio
PH001821,CID001456,9042727924,Vi
PH001822,CID001457,9663754467,Airtel
PH001823,CID001458,9975653293,Airtel
PH001824,CID001459,9467316196,BSNL
PH001825,CID001460,9075113309,Vi
PH001826,CID001460,9757394092,BSNL
PH001827,CID001461,9277601717,Jio
PH001828,CID001462,9161861242,BSNL
PH001829,CID001463,9002995141,Airtel
PH001830,CID001463,9426350276,Airtel
PH001831,CID001464,9041451045,BSNL
PH001832,CID001465,9213158033,Airtel
PH001833,CID001466,9846985053,BSNL
PH001834,CID001467,9153207424,Vi
PH001835,CID001468,9584091399,Vi
PH001836,CID001469,9062411783,Jio
PH001837,CID001470,9673697575,Airtel
PH001838,CID001471,9323306645,Vi
PH001839,CID001471,9985004888,Jio
PH001840,CID001472,9221239388,Jio
PH001841,CID001473,9496768750,Airtel
PH001842,CID001474,9227702398,BSNL
PH001843,CID001475,9988317412,BSNL
PH001844,CID001476,9599222894,Airtel
PH001845,CID001477,9363019892,Vi
PH001846,CID001477,9812345830,BSNL
PH001847,CID001478,9998078027,Vi
PH001848,CID001479,9852836852,Airtel
PH001849,CID001479,9585225776,Jio
PH001850,CID001480,9516690239,Airtel
PH001851,CID001481,9067281475,Jio
PH001852,CID001481,9003778758,Airtel
PH001853,CID001482,9791223572,BSNL
PH001854,CID001483,9701259072,Airtel
PH001855,CID001483,9024202003,Jio
PH001856,CID001484,9141537615,BSNL
PH001857,CID001485,9400463934,Airtel
PH001858,CID001486,9197460634,Vi
PH001859,CID001487,9962587013,Vi
PH001860,CID001488,9204632261,Jio
PH001861,CID001489,9047176650,Jio
PH001862,CID001490,9569432650,Airtel
PH001863,CID001491,9179168354,BSNL
PH001864,CID001492,9503706149,Airtel
PH001865,CID001493,9504002247,BSNL
PH001866,CID001493,9491579708,Jio
PH001867,CID001494,9108272497,Airtel
PH001868,CID001495,9216935820,Jio
PH001869,CID001496,9581904400,Vi
PH001870,CID001497,9320059381,Vi
PH001871,CID001498,9297635040,Vi
PH001872,CID001499,9552416827,Jio
PH001873,CID001500,9764266978,BSNL
PH001874,CID001501,9860666723,BSNL
PH001875,CID001501,9432261516,Jio
PH001876,CID001502,9100180806,Vi
PH001877,CID001503,9735033773,Airtel
PH001878,CID001504,9914225129,BSNL
PH001879,CID001504,9844081282,BSNL
PH001880,CID001505,9876516371,Airtel
PH001881,CID001506,9133289418,Airtel
PH001882,CID001507,9541146447,BSNL
PH001883,CID001508,9195508482,Airtel
PH001884,CID001508,9370316355,Vi
PH001885,CID001509,9009346349,Jio
PH001886,CID001509,9061622153,Airtel
PH001887,CID001510,9841709157,Vi
PH001888,CID001511,9675267643,Jio
PH001889,CID001512,9373556823,Jio
PH001890,CID001513,9973927179,BSNL
PH001891,CID001514,9599719959,Vi
PH001892,CID001515,9272430451,Airtel
PH001893,CID001516,9699331940,Vi
PH001894,CID001517,9308177109,Jio
PH001895,CID001517,9974169550,Jio
PH001896,CID001518,9028468164,Airtel
PH001897,CID001518,9168871303,BSNL
PH001898,CID001519,9689092877,Vi
PH001899,CID001520,9266938840,BSNL
PH001900,CID001521,9730691396,Vi
PH001901,CID001522,9328095958,BSNL
PH001902,CID001523,9538383662,Vi
PH001903,CID001524,9325609585,Jio
PH001904,CID001525,9895919184,BSNL
PH001905,CID001526,9633529194,Airtel
PH001906,CID001526,9505614318,Vi
PH001907,CID001527,9875265974,Vi
PH001908,CID001527,9166107431,Airtel
PH001909,CID001528,9061151034,Airtel
PH001910,CID001529,9140497972,Jio
PH001911,CID001530,9810734462,Airtel
PH001912,CID001531,9687341243,Airtel
PH001913,CID001532,9176284378,Vi
PH001914,CID001533,9528316537,BSNL
PH001915,CID001533,9844514229,Airtel
PH001916,CID001534,9837357647,Jio
PH001917,CID001535,9227701528,Vi
PH001918,CID001536,9838962635,Jio
PH001919,CID001537,9760821362,BSNL
PH001920,CID001538,9211909198,Airtel
PH001921,CID001539,9949531381,Vi
PH001922,CID001539,9647397139,BSNL
PH001923,CID001540,9172992030,Airtel
PH001924,CID001540,9402719139,Jio
PH001925,CID001541,9663994711,Airtel
PH001926,CID001542,9308574545,Airtel
PH001927,CID001542,9378486672,BSNL
PH001928,CID001543,9630351889,Airtel
PH001929,CID001544,9039095978,Vi
PH001930,CID001545,9907718087,BSNL
PH001931,CID001546,9169108781,BSNL
PH001932,CID001546,9542016287,Airtel
PH001933,CID001547,9648876731,Jio
PH001934,CID001548,9738781281,Airtel
PH001935,CID001549,9614383583,Airtel
PH001936,CID001550,9042782822,Airtel
PH001937,CID001551,9568168059,Jio
PH001938,CID001552,9472865698,Airtel
PH001939,CID001553,9802183304,BSNL
PH001940,CID001554,9821356285,Jio
PH001941,CID001555,9907168883,Jio
PH001942,CID001556,9286163574,Vi
PH001943,CID001557,9774942994,Airtel
PH001944,CID001558,9981787323,BSNL
PH001945,CID001559,9425804915,Jio
PH001946,CID001560,9619448663,Vi
PH001947,CID001561,9025394266,Jio
PH001948,CID001562,9731096430,BSNL
PH001949,CID001563,9184465620,BSNL
PH001950,CID001564,9383320604,Jio
PH001951,CID001564,9496665471,BSNL
PH001952,CID001565,9925824854,Airtel
PH001953,CID001565,9680371821,Vi
PH001954,CID001566,9029092197,BSNL
PH001955,CID001567,9635740412,Vi
PH001956,CID001567,9694855610,Vi
PH001957,CID001568,9417129751,Vi
PH001958,CID001568,9491278897,Airtel
PH001959,CID001569,9146144688,Jio
PH001960,CID001570,9126870301,Jio
PH001961,CID001571,9220239220,BSNL
PH001962,CID001572,9252096349,Vi
PH001963,CID001573,9980038929,Jio
PH001964,CID001574,9897040151,BSNL
PH001965,CID001575,9128473411,BSNL
PH001966,CID001576,9692117196,Vi
PH001967,CID001577,9907360285,BSNL
PH001968,CID001578,9013053372,Airtel
PH001969,CID001579,9955915813,Vi
PH001970,CID001580,9961672700,Airtel
PH001971,CID001580,9531147461,Vi
PH001972,CID001581,9623818112,Vi
PH001973,CID001582,9370942537,Jio
PH001974,CID001582,9252050079,Airtel
PH001975,CID001583,9981985873,Vi
PH001976,CID001583,9394806414,Jio
PH001977,CID001584,9191523826,Jio
PH001978,CID001585,9729529075,Airtel
PH001979,CID001585,9025206628,Vi
PH001980,CID001586,9327629790,Vi
PH001981,CID001587,9739001792,Vi
PH001982,CID001588,9466606323,Vi
PH001983,CID001588,9525230290,Jio
PH001984,CID001589,9241592520,Vi
PH001985,CID001589,9213214389,Airtel
PH001986,CID001590,9806155178,Airtel
PH001987,CID001591,9495966703,Jio
PH001988,CID001592,9525567780,Airtel
PH001989,CID001592,9222996328,Airtel
PH001990,CID001593,9877264747,Jio
PH001991,CID001594,9241657758,Jio
PH001992,CID001594,9970412734,Airtel
PH001993,CID001595,9644048534,Vi
PH001994,CID001596,9569374116,BSNL
PH001995,CID001597,9195896332,Airtel
PH001996,CID001598,9957958808,Vi
PH001997,CID001599,9658013766,Vi
PH001998,CID001599,9821300373,Vi
PH001999,CID001600,9196614725,BSNL
PH002000,CID001601,9289737310,BSNL
PH002001,CID001602,9529252886,BSNL
PH002002,CID001603,9412117316,BSNL
PH002003,CID001604,9287669090,Vi
PH002004,CID001605,9167435290,Vi
PH002005,CID001606,9921758431,Vi
PH002006,CID001607,9828509395,BSNL
PH002007,CID001608,9016965597,Jio
PH002008,CID001609,9418570043,Airtel
PH002009,CID001610,9379913447,BSNL
PH002010,CID001611,9577110764,Jio
PH002011,CID001612,9421590732,Jio
PH002012,CID001612,9915105840,BSNL
PH002013,CID001613,9925331652,Airtel
PH002014,CID001614,9397589158,BSNL
PH002015,CID001615,9755272914,Jio
PH002016,CID001616,9709928380,Airtel
PH002017,CID001616,9590617805,BSNL
PH002018,CID001617,9391558017,Vi
PH002019,CID001618,9589582041,Jio
PH002020,CID001619,9405837786,BSNL
PH002021,CID001620,9597307400,Airtel
PH002022,CID001621,9624067451,BSNL
PH002023,CID001622,9744908104,BSNL
PH002024,CID001623,9211392089,Jio
PH002025,CID001624,9946995932,BSNL
PH002026,CID001624,9449648398,Vi
PH002027,CID001625,9402856655,BSNL
PH002028,CID001626,9217567592,BSNL
PH002029,CID001627,9424844824,Vi
PH002030,CID001628,9909610673,Vi
PH002031,CID001628,9205395857,Airtel
PH002032,CID001629,9523960366,Airtel
PH002033,CID001630,9482853664,BSNL
PH002034,CID001630,9559850787,Airtel
PH002035,CID001631,9557318638,Airtel
PH002036,CID001632,9591190217,Airtel
PH002037,CID001632,9418255282,Vi
PH002038,CID001633,9213706479,BSNL
PH002039,CID001634,9671395527,Vi
PH002040,CID001634,9788044110,BSNL
PH002041,CID001635,9555241800,Vi
PH002042,CID001636,9039154202,BSNL
PH002043,CID001637,9592503736,Airtel
PH002044,CID001638,9396967741,Vi
PH002045,CID001639,9715259624,Jio
PH002046,CID001639,9935431781,Jio
PH002047,CID001640,9014218024,Airtel
PH002048,CID001641,9119325330,Airtel
PH002049,CID001642,9008508682,Vi
PH002050,CID001643,9697742964,Airtel
PH002051,CID001644,9305702169,Vi
PH002052,CID001645,9087955367,Jio
PH002053,CID001645,9479044101,Jio
PH002054,CID001646,9605038889,Airtel
PH002055,CID001647,9638973113,Airtel
PH002056,CID001647,9459451485,Vi
PH002057,CID001648,9167620300,Jio
PH002058,CID001649,9336211579,Jio
PH002059,CID001650,9787090348,Airtel
PH002060,CID001651,9932010548,Airtel
PH002061,CID001652,9172251322,BSNL
PH002062,CID001653,9325645367,BSNL
PH002063,CID001653,9264135194,BSNL
PH002064,CID001654,9759516303,Airtel
PH002065,CID001654,9401214840,Airtel
PH002066,CID001655,9754878477,Airtel
PH002067,CID001655,9530150724,Airtel
PH002068,CID001656,9615711403,BSNL
PH002069,CID001656,9737844547,BSNL
PH002070,CID001657,9392158575,Jio
PH002071,CID001658,9442344265,BSNL
PH002072,CID001659,9099975347,Vi
PH002073,CID001659,9441545860,BSNL
PH002074,CID001660,9912083958,BSNL
PH002075,CID001661,9119735169,Jio
PH002076,CID001662,9892891391,BSNL
PH002077,CID001663,9205045094,Vi
PH002078,CID001664,9068375111,BSNL
PH002079,CID001665,9844522152,Airtel
PH002080,CID001666,9848878885,Airtel
PH002081,CID001667,9133226961,BSNL
PH002082,CID001668,9074269134,Airtel
PH002083,CID001669,9780234826,Vi
PH002084,CID001670,9316532595,Airtel
PH002085,CID001671,9065143338,Vi
PH002086,CID001671,9189015249,Vi
PH002087,CID001672,9386214209,Vi
PH002088,CID001673,9940234870,BSNL
PH002089,CID001673,9166077613,Airtel
PH002090,CID001674,9235540986,Vi
PH002091,CID001675,9341956841,Jio
PH002092,CID001676,9965940609,BSNL
PH002093,CID001677,9679194619,Jio
PH002094,CID001678,9733412941,BSNL
PH002095,CID001679,9135906827,Vi
PH002096,CID001680,9108580472,Jio
PH002097,CID001681,9051272419,Airtel
PH002098,CID001682,9487673887,Jio
PH002099,CID001683,9138100733,Vi
PH002100,CID001684,9360867523,Vi
PH002101,CID001685,9825765572,Jio
PH002102,CID001686,9958287978,Vi
PH002103,CID001687,9278550820,Vi
PH002104,CID001688,9573898327,BSNL
PH002105,CID001689,9820006998,BSNL
PH002106,CID001689,9307490777,Vi
PH002107,CID001690,9460278724,Airtel
PH002108,CID001691,9715038107,Airtel
PH002109,CID001692,9162160342,Vi
PH002110,CID001693,9396047116,Airtel
PH002111,CID001694,9636922399,Airtel
PH002112,CID001695,9031525558,BSNL
PH002113,CID001695,9987176197,Vi
PH002114,CID001696,9572597425,Airtel
PH002115,CID001696,9721979330,Vi
PH002116,CID001697,9921920396,Airtel
PH002117,CID001698,9197513977,BSNL
PH002118,CID001699,9979709665,Jio
PH002119,CID001699,9761837522,Jio
PH002120,CID001700,9190182161,Airtel
PH002121,CID001701,9412814365,Airtel
PH002122,CID001702,9834762502,BSNL
PH002123,CID001703,9281091646,Airtel
PH002124,CID001704,9873561107,BSNL
PH002125,CID001705,9023396475,Vi
PH002126,CID001706,9411797765,BSNL
PH002127,CID001707,9526085369,BSNL
PH002128,CID001707,9962398415,BSNL
PH002129,CID001708,9713729991,Airtel
PH002130,CID001709,9324644938,Vi
PH002131,CID001710,9636896258,Airtel
PH002132,CID001710,9075894592,BSNL
PH002133,CID001711,9067611681,Vi
PH002134,CID001711,9806261525,Vi
PH002135,CID001712,9358683071,Jio
PH002136,CID001713,9942116698,Vi
PH002137,CID001714,9399443537,Vi
PH002138,CID001715,9360098551,Vi
PH002139,CID001716,9734824382,BSNL
PH002140,CID001716,9203966370,BSNL
PH002141,CID001717,9946431328,Jio
PH002142,CID001718,9102041902,Airtel
PH002143,CID001718,9289014916,BSNL
PH002144,CID001719,9461520990,Vi
PH002145,CID001720,9783590267,Jio
PH002146,CID001721,9779339148,BSNL
PH002147,CID001722,9997046322,Vi
PH002148,CID001722,9361425173,Jio
PH002149,CID001723,9099420440,Vi
PH002150,CID001724,9992197228,Airtel
PH002151,CID001725,9198186498,Vi
PH002152,CID001726,9101253803,Jio
PH002153,CID001727,9353065123,Vi
PH002154,CID001728,9403218969,Airtel
PH002155,CID001728,9660234613,Vi
PH002156,CID001729,9123574873,Jio
PH002157,CID001730,9767293234,Jio
PH002158,CID001731,9932668321,Jio
PH002159,CID001732,9668714101,Airtel
PH002160,CID001733,9852512554,Vi
PH002161,CID001734,9614682777,Vi
PH002162,CID001735,9722949588,Airtel
PH002163,CID001736,9889038308,Airtel
PH002164,CID001737,9300417808,Airtel
PH002165,CID001738,9658149019,Airtel
PH002166,CID001739,9939683904,BSNL
PH002167,CID001740,9749542231,Vi
PH002168,CID001741,9904237397,Jio
PH002169,CID001741,9329497468,Airtel
PH002170,CID001742,9381009633,Vi
