complainant_id,case_master_id,complainant_name,age_year,occupation_id,religion_id,caste_id,gender_id
605,549,Pranit Misra,38,10,7,8,2
606,550,Teerth Balan,58,4,6,1,1
607,550,Lakshit Kannan,55,4,1,2,1
608,551,Warhi Sarin,26,5,6,8,2
609,552,Bahadurjit Vaidya,71,5,5,6,1
610,552,Nimrat Memon,27,1,7,8,2
611,553,Aditya Nagar,58,6,6,1,1
612,554,Harshil Mall,71,6,2,2,1
613,555,Eta Rajagopal,66,7,2,8,1
614,556,Neha Bansal,57,1,4,4,1
615,557,Ayush Kapur,34,3,4,6,2
616,558,Abdul Ben,61,10,1,8,1
617,559,Onkar Devi,36,6,7,2,2
618,560,Vanya Suri,61,6,3,2,1
619,561,Darpan Kala,33,12,4,1,2
620,562,Devika Setty,37,6,3,6,2
621,563,Mugdha Guha,36,1,2,3,1
622,564,Amol Sharma,52,10,4,9,2
623,565,Raagini Kala,24,2,5,8,1
624,566,Anjali Pingle,65,2,5,9,1
625,567,Patrick Majumdar,59,10,5,1,2
626,568,Ishwar Bera,65,5,3,9,2
627,569,Samesh Garg,43,4,5,5,2
628,570,Dalaja Khare,65,10,5,3,1
629,571,Agastya Som,65,5,1,9,1
630,572,Indira Som,46,7,3,2,1
631,573,Daksha Nayak,42,12,4,7,2
632,574,Gauri Vasa,32,4,3,4,2
633,575,Yash Sankar,48,11,7,1,1
634,576,Dayamai Halder,34,10,4,2,1
635,577,Chavvi Sur,32,8,3,5,1
636,578,Indira Acharya,19,12,7,2,1
637,579,Pahal Rastogi,37,5,7,6,2
638,580,Omaja Iyengar,34,1,7,4,2
639,581,Unnati Salvi,60,1,7,1,2
640,581,Triya Bala,47,1,7,2,1
641,582,Turvi Vasa,19,12,3,3,2
642,583,Darsh Dara,71,2,3,8,2
643,584,Vedhika Iyer,31,6,1,9,1
644,585,Wahab Lad,54,2,5,1,1
645,586,Anvi Raman,65,7,3,9,2
646,586,Hredhaan Shetty,60,6,3,8,2
647,587,Isha Dewan,69,12,1,7,1
648,588,Indira Nori,65,3,3,4,2
649,589,Ekiya Pall,64,10,5,6,2
650,590,Owen Rajagopalan,35,11,7,8,1
651,591,Rohan Krishnan,58,9,6,7,2
652,592,Samar Bandi,32,8,3,5,2
653,593,Xiti Pandey,34,6,2,5,2
654,594,Arin Kapur,23,11,7,9,1
655,595,Urishilla Lall,23,6,3,4,1
656,596,Elijah Banik,35,10,5,3,1
657,597,Raagini Sridhar,47,8,7,4,2
658,598,Rajeshri Bhardwaj,47,2,3,7,2
659,599,Dakshesh Date,59,5,5,1,2
660,600,Jason Bose,52,4,3,2,1
661,601,Yahvi Chawla,19,9,2,6,1
662,602,Ansh Tara,67,12,5,6,1
663,603,Leena Tandon,21,2,1,3,2
664,604,Dalaja Balay,24,9,4,4,1
665,605,Lipika Mani,43,9,2,7,2
666,606,Kevin Aurora,58,2,1,7,2
667,607,Praneel Sawhney,34,12,4,1,2
668,608,Aarna Majumdar,72,1,5,5,2
669,609,Ishwar Barad,50,10,7,8,1
670,610,Chaitanya Keer,75,7,2,7,1
671,611,Ojasvi Bora,18,7,5,6,1
672,612,Azaan Dyal,38,4,4,7,2
673,613,Jairaj Wable,66,3,5,9,1
674,614,Janaki Kashyap,47,6,6,1,1
675,615,Janaki Sule,73,5,3,8,1
676,616,Bhavini Om,27,10,4,1,2
677,617,Raagini Bajwa,59,7,6,8,2
678,618,Saumya Rege,43,7,6,3,1
679,619,Patrick Trivedi,65,5,4,5,1
680,620,Bhavika Naidu,49,4,7,6,2
681,621,Idika Mane,47,4,2,9,1
682,622,Ayaan Baral,41,6,3,9,2
683,623,Sai Verma,40,12,6,4,2
684,623,Sudiksha Merchant,57,5,7,2,2
685,624,Farhan Kapadia,60,7,5,6,2
686,625,Divya Barad,35,7,6,2,2
687,626,Max Sundaram,25,11,6,5,2
688,626,Watika Mandal,27,11,2,8,1
689,627,Wahab Palla,40,7,1,6,2
690,628,Bhavna Saini,60,1,2,6,2
691,629,Ekantika Lal,51,10,7,7,1
692,630,Sara Rout,53,5,7,5,2
693,631,Chandran Venkataraman,42,2,1,5,2
694,632,Yuvraj Arya,37,5,4,1,2
695,633,Bahadurjit Magar,33,10,1,4,2
696,633,Krishna Rattan,65,10,3,2,1
697,634,Mahika Hari,36,1,1,5,2
698,635,Girik Kapadia,24,2,1,8,1
699,636,Hritik Sethi,64,4,3,4,1
700,637,Sarthak Suri,20,7,1,6,2
701,638,Balhaar Nagy,62,2,6,9,2
702,639,Warinder Nagy,23,3,1,4,1
703,640,Balvan Samra,58,12,2,1,1
704,641,Chaitaly Madan,58,7,7,8,1
705,642,Advaith Nadkarni,28,8,5,8,1
706,643,Ganga Chandra,72,10,3,6,1
707,643,Upadhriti Dugar,54,11,7,3,2
708,644,Neha Kumar,71,3,7,2,1
709,645,Manan Dhar,25,10,3,9,2
710,646,Wridesh Ramaswamy,48,12,6,5,1
711,647,Tanish Ganesan,36,2,1,6,1
712,648,Panini Kala,61,7,7,3,2
713,649,Rohan Sathe,62,5,6,6,1
714,650,Mitali Bassi,30,5,4,7,1
715,650,Anusha Bhandari,26,11,5,9,1
716,651,Oni Dar,18,8,2,8,2
717,652,Neha Saha,58,11,6,1,2
718,653,Yashasvi Rout,30,4,6,9,2
719,654,Gabriel Grewal,57,6,1,4,2
720,655,Arya Dey,41,7,3,5,2
721,656,Shivani Garde,71,3,4,1,1
722,656,Lekha Dugal,61,3,2,1,2
723,657,Aarna Kamdar,70,4,5,2,1
724,658,Unni Naidu,51,12,6,1,1
725,659,Gayathri Chaudhry,47,1,4,2,1
726,660,Kashvi Nazareth,55,9,2,2,1
727,661,Pooja Luthra,64,1,4,5,1
728,662,Gautam More,20,2,1,3,2
729,663,Damyanti Buch,67,10,7,4,2
730,664,Hemangini Chaudhry,61,6,4,5,2
731,665,Kiaan Ratta,62,4,6,5,1
732,666,Yachana Agarwal,34,11,4,3,1
733,667,Harinakshi Rajagopalan,26,12,5,4,2
734,667,Pavani Dora,74,1,6,6,2
735,668,Suhani Apte,74,11,6,8,1
736,669,Shravya Thakkar,43,7,2,6,2
737,670,Yutika Sha,28,4,6,3,1
738,671,Omisha Badal,20,1,3,6,1
739,672,Maanav Tak,73,5,4,8,1
740,673,Nandini Bains,62,2,2,9,2
741,674,Chandran Prasad,62,10,6,5,2
742,675,Eesha Chatterjee,63,3,1,5,2
743,676,Harini Nagarajan,69,12,1,9,1
744,677,Hemani Chacko,74,12,6,4,1
745,678,Arin Mander,63,12,1,8,1
746,678,Wahab Prashad,18,11,2,9,1
747,679,Nathan Rattan,47,3,2,2,2
748,680,Eesha Thakkar,63,3,7,4,1
749,681,Ucchal Gera,73,2,2,2,2
750,682,Nilima Bajaj,23,3,1,7,1
751,683,Parth Sodhi,68,6,3,6,2
752,684,Xiti Choudhry,32,9,4,8,2
753,685,Ekavir Sahni,51,11,3,9,2
754,686,Mitali Baral,50,1,1,2,2
755,687,Lucky Kibe,72,5,2,4,2
756,688,Balendra Dey,37,7,3,5,2
757,689,Kabir Din,29,6,1,3,1
758,690,Nachiket Thaker,74,9,2,5,2
759,691,Dhruv Oommen,39,3,7,3,1
760,692,Hardik Narayan,26,3,5,6,2
761,692,Anika Warrior,28,9,2,8,1
762,693,Banjeet Lata,58,2,2,6,2
763,694,Elijah Hegde,56,7,5,9,2
764,694,Jackson Sathe,57,4,3,3,1
765,695,Zayan Ray,48,2,7,5,2
766,696,Chandani Lalla,36,1,2,9,2
767,696,Harita Maharaj,38,12,3,7,2
768,697,Vinaya Ahuja,50,8,3,4,1
769,698,Rishi Chopra,58,9,1,1,2
770,699,Ekiya Dugar,66,9,5,4,2
771,700,Maanav Mohan,31,6,7,5,2
772,701,Tanmayi Mahal,32,4,2,6,1
773,702,Prisha Raja,25,4,4,6,1
774,703,Madhavi Sur,73,5,1,1,1
775,704,Bhavani Choudhry,60,12,2,4,1
776,705,Raksha Korpal,43,5,7,2,1
777,706,Gauri Issac,57,11,1,5,2
778,707,Yauvani Prakash,64,9,4,7,1
779,708,Upadhriti Halder,41,12,2,6,1
780,709,Neelima Memon,71,8,5,9,1
781,710,Aashi Kapoor,37,9,5,9,1
782,711,Atharv Walla,50,8,1,3,1
783,712,Viraj Kalla,68,10,7,8,1
784,713,Jeet Chander,36,10,7,1,1
785,714,Yashica Parsa,25,10,7,4,2
786,715,Isha Patel,73,7,3,2,1
787,716,Amol Maharaj,57,4,4,4,1
788,717,Balvan Bhat,19,1,1,2,1
789,718,Ayushman Tank,42,8,5,7,2
790,718,Damini Raval,60,4,4,8,1
791,719,Chakradhar Zacharia,61,10,1,8,2
792,720,Ria Desai,66,6,5,7,2
793,721,Netra Mandal,70,6,3,9,1
794,722,Karan Narang,65,3,4,6,1
795,723,Ekantika Apte,74,8,4,8,1
796,724,Geetika Grewal,58,12,5,2,1
797,725,Utkarsh Shankar,19,7,3,1,2
798,726,Lucky Kapadia,53,9,6,6,1
799,727,Nandini Minhas,61,8,2,3,1
800,728,Sathvik Bhavsar,74,4,5,9,1
801,729,Rishi Kothari,50,2,5,7,2
802,730,Anya Narang,22,1,5,3,1
803,731,Mitesh Bobal,72,2,4,7,1
804,731,Anita Baria,30,11,5,6,2
805,732,Bishakha Kar,24,8,6,1,1
806,733,Xavier Talwar,53,7,1,4,1
807,734,Girish Dalal,18,11,6,4,2
808,735,Mohini Sankaran,70,7,3,5,1
809,736,Champak Nair,54,7,3,7,2
810,737,Edhitha Mohan,34,6,3,7,2
811,738,Nathaniel Ganguly,61,9,4,8,2
812,739,Mitali Borra,49,11,5,1,2
813,740,Anusha Bal,18,10,7,3,1
814,741,Lila Lal,29,2,6,9,1
815,742,Henry Kari,25,10,1,3,1
816,743,Idika Sood,29,6,6,3,1
817,744,Tanveer Seth,56,12,7,5,2
818,745,Robert Kothari,22,10,3,1,1
819,746,Gautam Gour,40,2,4,8,2
820,747,Anmol Bhat,25,10,1,7,1
821,748,Ayaan Prasad,43,10,7,4,2
822,749,Peter Sastry,62,6,4,6,1
823,750,Pranit Vasa,22,1,3,3,2
824,751,Ishita Bhargava,36,7,2,1,1
825,751,Hardik Venkatesh,25,4,3,5,2
826,752,Sara Hora,67,6,1,7,1
827,753,Benjamin Guha,69,5,5,3,1
828,754,Indira Yogi,62,5,4,9,2
829,755,Samar Tandon,74,9,7,3,1
830,756,Pahal Mukherjee,45,12,4,8,2
831,756,Anjali Rout,21,9,6,8,2
832,757,Nathan Suresh,51,1,4,1,2
833,758,Advika Chopra,57,10,7,7,1
834,759,Ikbal Choudhury,57,2,3,5,1
835,760,Luke Sathe,20,12,2,3,1
836,761,Michael Manne,28,4,1,7,2
837,762,Eesha Bhandari,56,10,4,1,1
838,763,Abeer Raj,32,10,3,7,2
839,764,Suhani Srinivas,71,12,2,5,1
840,765,Tripti Roy,21,12,4,2,2
841,766,Lipika Sheth,57,5,4,2,1
842,767,Nilima Prasad,25,9,4,8,1
843,768,Ryan Kalla,28,5,4,1,2
844,769,Rudra Dora,23,11,6,3,1
845,770,Ishanvi Jain,57,10,6,5,2
846,771,Max Gade,63,11,5,2,2
847,772,Lakshmi Solanki,49,8,5,4,2
848,773,Ridhi Gopal,26,6,6,2,2
849,774,Peter Deshmukh,65,6,6,6,2
850,775,Janya Krishnan,25,1,3,1,1
851,776,Chasmum Rai,68,6,2,8,1
852,777,Anamika Prashad,74,5,1,5,2
853,777,Jeevika Vala,21,3,6,8,2
854,778,Shivani Chad,28,4,1,9,1
855,779,Triveni Narayanan,62,3,1,5,1
856,780,Viraj Kade,36,2,5,8,1
857,780,Fariq Ram,59,10,4,9,2
858,781,Bhavna Bhat,45,12,5,3,1
859,782,Megha Minhas,35,2,7,4,2
860,782,Yashawini Mangal,39,11,2,3,2
861,783,Hemangini Bhasin,45,7,1,9,1
862,784,Shravya Parmar,19,1,4,2,1
863,785,Ucchal Sethi,39,11,2,7,2
864,786,Akshay Saraf,42,8,2,5,2
865,787,Rudra Bains,24,6,1,5,1
866,788,Lohit Keer,41,2,4,8,1
867,789,Kai Wagle,20,2,4,6,2
868,790,Yatin Kadakia,50,1,7,8,1
869,790,Vivaan Munshi,26,5,3,1,2
870,791,Dhriti Vaidya,44,7,1,6,1
871,791,Leena Divan,55,4,7,3,2
872,792,Urvi Koshy,33,10,6,6,2
873,793,Advika Jayaraman,50,8,5,6,2
874,794,Anya Hora,66,11,4,9,2
875,795,Lucky Murty,58,3,1,1,1
876,796,Barkha Naik,53,3,1,1,1
877,797,Wahab Chanda,57,1,1,8,1
878,798,Wriddhish Bhalla,28,8,1,5,2
879,799,Ekantika Ram,68,11,6,6,1
880,800,Abhimanyu Palla,31,2,5,6,1
881,801,Baghyawati Lata,56,1,7,4,1
882,802,Hredhaan Jha,58,12,5,2,1
883,803,Tarak Golla,47,12,5,7,1
884,803,Samuel Tata,56,1,2,6,1
885,804,Chavvi Saxena,45,8,5,8,1
886,805,Kashish Borra,33,3,1,6,1
887,806,Jai Balasubramanian,72,8,5,7,2
888,806,Owen Atwal,30,11,6,2,1
889,807,Dhruv Rao,75,8,7,8,1
890,808,Sara Agarwal,35,3,6,8,1
891,809,Kamya Zachariah,28,9,5,7,1
892,810,Warda Reddy,52,12,3,3,2
893,811,Harita Zachariah,59,2,7,9,1
894,811,Liam Jha,72,5,4,3,1
895,812,Eshana Prakash,37,10,1,3,1
896,813,Yamini Chokshi,23,5,6,9,2
897,814,Jai Johal,56,5,4,6,2
898,815,Hemal Rama,45,12,1,3,2
899,815,Sathvik Modi,67,9,6,7,2
900,816,Avi Rai,44,11,3,6,2
901,817,Geetika Khurana,57,7,4,5,1
902,818,Advaith Dave,28,10,3,7,1
903,819,Zehaan Dalal,65,11,2,1,2
904,819,Owen Seth,36,5,1,9,2
905,820,Faraj Issac,47,7,3,6,2
906,821,Nitesh Dewan,50,8,4,3,1
907,822,Dhruv Chahal,63,12,5,5,2
908,823,Sanaya Prakash,57,11,7,4,2
909,824,Kiaan Raman,29,8,3,5,1
910,825,Madhav Datta,27,11,6,7,2
911,826,Reyansh Prakash,33,8,6,1,2
912,827,Widisha Borde,62,7,2,6,1
913,828,Arunima Ramaswamy,19,4,6,7,2
914,829,Upasna Nazareth,71,2,5,6,1
915,830,Ijaya Mohan,63,7,1,6,2
916,830,Gautami Vasa,63,10,6,1,1
917,831,Turvi Venkatesh,18,2,5,5,1
918,832,Veda Madan,18,8,6,2,1
919,833,Suhani Malhotra,49,9,1,1,2
920,834,Prisha Suri,66,12,2,5,2
921,835,Hritik Wason,54,5,1,3,2
922,836,Vihaan Kannan,30,7,2,3,1
923,837,Yatin Ray,25,10,7,3,2
924,838,Radhika Raju,48,4,7,4,2
925,839,Vyanjana Sarkar,33,5,5,6,1
926,840,Ira Ravel,73,4,1,3,1
927,841,Ijaya Karnik,71,9,5,7,1
928,842,Veer Chana,19,9,3,7,1
929,843,Ojas Verma,38,5,1,5,1
930,844,Harrison Luthra,19,7,4,8,2
931,845,Upasna Dugal,38,6,3,2,1
932,846,Megha Raval,62,3,3,1,1
933,847,Keya Mistry,19,6,1,9,1
934,848,Chasmum Randhawa,35,10,4,7,2
935,849,Ojasvi Behl,30,7,4,9,1
936,850,Yauvani Sood,23,2,3,8,2
937,851,Advay Chaudhuri,75,7,5,2,1
938,852,Triveni Palan,53,12,4,8,1
939,853,Yashawini Bhavsar,31,2,5,6,2
940,854,Rishi Sahni,59,10,4,4,2
941,855,Theodore Sidhu,62,1,3,1,1
942,855,Wakeeta Comar,40,7,7,1,1
943,856,Anthony Saraf,73,3,7,8,1
944,857,Yashasvi Patil,27,11,1,7,2
945,858,Rachana Dube,36,6,3,6,1
946,859,Vidhi Swamy,19,1,4,3,2
947,860,Harrison Butala,27,3,7,5,2
948,861,Bachittar Deol,36,12,7,1,2
949,862,Onkar Raman,27,9,1,3,2
950,863,Azad Ramaswamy,54,10,3,1,2
951,864,Dayamai Narain,60,10,3,6,2
952,865,Hritik Sen,56,7,7,3,2
953,866,Chasmum Kadakia,66,10,3,5,2
954,867,Ubika Rao,47,9,2,7,1
955,868,Girik Sur,20,4,6,7,1
956,869,Balvan Andra,59,11,1,3,2
957,870,Gaurangi Tiwari,65,8,2,4,2
958,871,Bhavani Natarajan,50,7,6,7,1
959,872,Udant Sengupta,26,10,3,9,1
960,873,Veer Baria,22,1,3,8,1
961,874,Amol Thaker,60,4,7,1,1
962,875,Aarna Gara,66,1,5,6,1
963,876,Nachiket Dara,28,8,6,3,2
964,877,Yasti Das,28,2,2,7,2
965,878,Ranbir Krishna,27,3,5,3,1
966,879,Simon Ganesh,34,5,4,7,1
967,880,Aarush Pant,38,11,1,5,2
968,881,Warda Oak,33,2,7,9,2
969,882,Ladli Dua,56,1,6,1,1
970,883,Atharv Mane,48,6,7,9,1
971,884,Aishani Nath,54,8,6,8,2
972,885,Netra Baria,45,8,1,2,2
973,886,Jalsa Ravi,19,6,1,4,1
974,887,Upma Kamdar,45,12,2,1,2
975,888,Qushi Kakar,38,12,7,8,2
976,889,Bhavna Luthra,68,8,6,5,1
977,890,Zaid Batra,43,4,5,4,2
978,891,Indrajit Atwal,31,10,6,9,1
979,892,Sachi Jaggi,38,5,4,7,1
980,893,Zayyan Aggarwal,70,2,3,5,2
981,894,Peter Sandhu,69,9,7,4,2
982,895,Shivani Iyer,27,7,6,3,1
983,896,Vedika Rajagopalan,51,2,6,4,1
984,897,Netra Bahri,43,7,5,5,1
985,898,Harita Agarwal,52,1,7,2,1
986,899,Ryan Ratti,20,3,4,3,1
987,900,Vihaan Roy,53,11,2,2,2
988,901,Shaurya Chander,36,10,6,4,2
989,902,Abeer Suri,65,8,6,8,1
990,903,Anvi Hans,32,4,1,7,1
991,904,Krish Balay,25,4,6,1,1
992,905,Urvi Radhakrishnan,51,10,6,9,1
993,906,Mitesh Sagar,75,6,6,1,2
994,907,Sneha Dugar,33,6,4,7,2
995,908,Arya Mutti,48,6,3,7,2
996,909,Vincent Date,59,7,6,4,1
997,910,Pranav Basu,18,10,2,8,1
998,911,Anya Nazareth,20,12,6,7,1
999,912,Ranveer Srivastava,47,12,1,5,1
1000,913,Yamini Mann,73,11,7,1,2
1001,914,Dipta Raghavan,54,5,5,5,1
1002,915,Mason Ravel,57,10,2,8,1
1003,916,Ekanta Pingle,19,8,7,8,1
1004,917,Qasim Dass,24,6,7,4,1
1005,918,Wishi Kothari,31,8,5,4,1
1006,919,Damyanti Reddy,25,3,1,8,1
1007,920,Banjeet Ramakrishnan,60,6,4,8,2
1008,920,Madhavi Dugar,18,10,7,3,1
1009,921,Yochana Wali,21,2,2,9,1
1010,922,Anya Narula,64,11,4,4,1
1011,923,Sathvik Pant,63,3,7,8,2
1012,924,Chanakya Issac,54,2,7,9,2
1013,925,Yashasvi Taneja,64,10,6,7,2
1014,926,Yash Purohit,29,1,6,6,1
1015,927,Jhalak Pal,58,3,7,8,2
1016,928,Hemal Bala,24,7,5,2,2
1017,929,Anvi Nayak,54,5,4,5,1
1018,930,Priya Saran,37,11,5,6,1
1019,931,Mitali Chakrabarti,19,8,4,3,2
1020,932,Parth Kamdar,23,10,2,6,1
1021,933,Vedhika Samra,71,1,1,5,1
1022,934,Wazir Sood,23,6,6,4,1
1023,935,Bhavika Gopal,68,2,4,1,2
1024,936,Chaman Shan,58,1,5,9,1
1025,937,Ansh Tella,52,2,3,4,2
1026,938,Arin Solanki,58,7,4,8,1
1027,939,Zinal Devi,72,9,7,9,1
1028,940,Nidra Parmer,74,10,1,6,1
1029,941,Vasatika Sandhu,57,8,5,8,1
1030,942,Aarav Ahuja,21,5,4,1,1
1031,943,Daksh Mallick,29,1,3,3,2
1032,944,Rohan Savant,20,5,6,6,1
1033,945,Nicholas Bhardwaj,71,2,2,8,1
1034,946,Urvi Rajagopalan,66,1,2,4,1
1035,946,Naveen Bhavsar,35,3,7,4,1
1036,947,Kevin Murthy,45,4,4,9,1
1037,948,Wazir Varghese,61,8,5,3,1
1038,949,Aishani Bawa,31,2,6,9,1
1039,950,Samarth Krishna,60,6,4,3,2
1040,951,Akshay Edwin,38,6,6,5,1
1041,952,Onveer Oak,33,10,2,4,2
1042,953,Veer Sengupta,72,7,6,1,2
1043,954,Nidhi Vasa,70,1,6,6,1
1044,955,Mason Bora,23,2,4,1,1
1045,956,Amol Dutt,49,8,6,5,2
1046,957,Frado Mander,46,9,3,5,1
1047,958,Sara Ramakrishnan,67,4,3,4,2
1048,959,Leena Doctor,21,8,1,6,1
1049,959,Yashasvi Tank,46,1,5,6,1
1050,960,Balvan Balasubramanian,27,12,5,1,1
1051,961,Mahika Kapadia,26,6,2,9,1
1052,962,Timothy Kapadia,64,2,3,5,2
1053,963,Udarsh Amble,45,8,2,1,2
1054,964,Meera Mohanty,37,2,7,1,2
1055,965,Jasmit Kala,18,8,6,9,1
1056,966,Mason Chopra,22,3,2,9,1
1057,967,Darpan Deep,70,6,5,6,1
1058,968,Neelima Gaba,69,4,6,2,2
1059,969,Pahal Patla,51,2,7,5,2
1060,970,Priya Natarajan,18,1,2,1,1
1061,971,Victor Kata,46,8,6,8,1
1062,971,Warjas Deep,52,6,5,5,1
1063,972,Pavani Gopal,31,8,3,1,1
1064,972,Bhanumati Mitter,57,8,2,2,2
1065,973,Jeevika Varma,42,1,5,1,2
1066,974,Krishna Anand,68,4,6,7,2
1067,975,Tamanna Goel,27,2,4,3,2
1068,976,Mohammed Bali,67,7,5,1,2
1069,977,Quincy Balakrishnan,62,4,1,2,1
1070,978,Chavvi Keer,24,1,5,6,1
1071,979,Maya Mann,53,1,4,4,2
1072,980,Rachit Ghosh,44,7,3,4,1
1073,981,Eta Devi,64,12,3,7,2
1074,982,Baljiwan Basu,43,11,2,3,2
1075,983,Banjeet Jaggi,21,1,2,1,2
1076,983,Arunima Mittal,64,10,3,5,2
1077,984,Nicholas Kade,39,6,2,2,1
1078,985,Ronith Ahluwalia,40,7,1,3,1
1079,986,Nakul Dalal,18,4,2,9,2
1080,987,Benjamin Dara,62,2,5,2,1
1081,988,Mason Manda,54,7,2,7,1
1082,989,Watika Badal,25,7,6,9,1
1083,990,Falan Dugal,74,2,4,6,2
1084,991,Frederick Sankar,32,1,7,9,1
1085,992,Nathan Amble,20,3,1,4,2
1086,993,Nidra Taneja,33,8,5,4,2
1087,994,Zayan Shenoy,53,4,7,7,1
1088,995,Zaitra Basak,46,8,6,8,2
1089,996,Ubika Chad,32,8,6,7,1
1090,997,Fariq Batta,31,10,7,4,1
1091,998,Aryan Badal,48,4,5,5,1
1092,998,Qabil Palla,21,10,4,1,1
1093,999,Rushil Iyer,19,7,5,4,2
1094,1000,Vaishnavi Bahl,28,3,6,4,1
1095,1001,Jeet Krishnan,56,7,4,4,2
1096,1002,Chameli Taneja,55,1,6,5,1
1097,1003,Harsh Roy,56,10,6,2,1
1098,1004,Varsha Lata,44,7,6,8,2
1099,1005,Noah Sankar,28,1,5,1,1
1100,1006,Wahab Pingle,64,10,6,4,1
1101,1007,Yashoda Balasubramanian,44,6,7,3,1
1102,1008,David Bal,47,6,7,2,1
1103,1008,Chakradhar Sahota,65,5,7,1,2
1104,1009,Frado Dugar,55,3,7,4,1
1105,1010,Amara Bassi,49,6,4,6,2
1106,1011,Yuvraj Goel,44,3,6,6,2
1107,1012,Krisha Rajagopal,27,5,6,5,2
1108,1013,Max Bhattacharyya,67,7,4,7,2
1109,1013,Advay Dua,48,2,1,8,1
1110,1014,Mugdha Walia,31,3,7,5,2
1111,1015,Laksh Kuruvilla,71,9,6,1,1
1112,1016,Nikita Chokshi,72,7,3,3,1
1113,1017,Nandini Natarajan,23,2,4,3,1
1114,1018,Eesha Balay,26,2,1,3,2
1115,1018,Bimala Mahal,24,12,4,9,1
1116,1019,Triya Dhillon,30,11,4,5,1
1117,1020,Yuvraj Randhawa,64,11,6,4,1
1118,1020,Devika Toor,32,1,6,5,2
1119,1021,Pranit Bhardwaj,23,11,5,4,2
1120,1022,Sarthak Sama,43,9,2,5,2
1121,1023,Aryan Mitra,57,7,5,6,1
1122,1024,Raagini Tank,33,2,2,8,2
1123,1025,Darika Nagar,74,2,6,3,1
1124,1026,Kalpit Gour,73,7,3,2,2
1125,1027,Pavani Dyal,18,12,2,1,1
1126,1028,Ekalinga Ramakrishnan,18,11,2,8,1
1127,1029,Darpan Ahuja,59,4,3,7,1
1128,1030,Sachi Arya,25,8,6,3,2
1129,1030,Sanaya Deshmukh,39,9,3,9,2
1130,1031,Libni Walia,62,12,5,5,2
1131,1032,Janaki Loyal,46,3,6,9,1
1132,1033,Faraj Choudhury,26,6,5,7,2
1133,1034,Omkaar Bora,51,2,5,7,1
1134,1035,Bachittar Raju,73,10,5,6,1
1135,1035,Ekta Thakur,46,2,3,4,2
1136,1036,Meghana Sastry,30,11,1,3,2
1137,1037,Chatresh Wali,30,3,7,6,1
1138,1038,Pavani Wable,43,5,1,7,1
1139,1039,Shivani Gaba,28,4,3,1,2
1140,1040,Simon Ganesh,26,7,6,7,1
1141,1040,Jairaj Basu,54,11,3,1,2
1142,1041,Chakradev Balan,70,3,2,3,2
1143,1042,David Keer,25,11,4,7,1
1144,1042,Eiravati Kohli,55,5,6,9,2
1145,1043,Diya Chaudhari,36,6,7,9,2
1146,1044,Ladli Sarma,28,3,5,3,2
1147,1045,Chandani Chadha,65,5,3,9,2
1148,1046,Benjamin Virk,41,11,4,6,1
1149,1047,Zinal Dani,63,3,1,7,2
1150,1048,Janani Setty,22,12,2,3,2
1151,1048,Suhani Purohit,28,12,7,7,2
1152,1049,Suhani Vig,19,1,3,5,1
1153,1050,Gautami Uppal,67,7,4,6,1
1154,1051,Vinaya Minhas,41,10,2,5,1
1155,1052,Vansha Natt,55,12,6,4,1
1156,1053,Radhika Tiwari,33,9,6,7,2
1157,1054,Jeevika Taneja,75,3,3,1,1
1158,1055,Onveer Kakar,61,4,5,1,1
1159,1056,Sneha Khosla,22,10,5,5,1
1160,1057,Kashvi Ahuja,71,12,1,2,2
1161,1058,Ikbal Chadha,60,12,4,5,1
1162,1059,Janani Karan,54,8,3,8,2
1163,1060,Aayush Sule,68,7,3,6,1
1164,1061,Hemangini Deep,32,12,4,5,2
1165,1062,Aarna Natarajan,41,7,3,9,1
1166,1063,Raksha Kunda,75,4,7,2,2
1167,1064,Chandani Thakur,20,4,5,6,1
1168,1065,Sachi Malhotra,59,5,5,3,2
1169,1066,Mekhala Dutta,71,3,4,9,1
1170,1066,Qadim Andra,58,9,4,8,2
1171,1067,Harsh Kaur,66,10,2,8,2
1172,1067,Fiyaz Chaudhry,57,6,3,4,2
1173,1068,Nidra Prabhakar,67,5,2,1,1
1174,1068,Divya Loyal,70,10,5,8,1
1175,1069,Farhan Nagarajan,74,7,2,2,2
1176,1070,Harinakshi Balay,47,10,6,3,1
1177,1071,Maya Mani,70,2,1,6,2
1178,1072,Devansh Bora,65,12,6,3,1
1179,1073,Chakradev Pathak,73,4,7,7,2
1180,1074,Wyatt Srinivas,58,6,1,7,2
1181,1075,Abhiram Kamdar,69,12,7,4,1
1182,1076,Qarin Mangal,31,7,1,1,1
1183,1077,Alexander Balay,40,7,6,3,2
1184,1078,Quincy Chahal,61,6,2,2,2
1185,1079,Irya Verma,53,2,7,4,2
1186,1080,Sai Contractor,62,10,4,3,2
1187,1081,Vrinda Agrawal,63,4,2,1,1
1188,1082,Lakshmi Varughese,29,8,3,2,1
1189,1083,Yashodhara Majumdar,37,11,3,8,1
1190,1084,Peter Kala,48,1,6,3,2
1191,1085,Imaran Bhatti,24,2,2,8,1
1192,1086,Kalpit Sarna,49,9,4,3,1
1193,1087,Omisha Nayak,21,3,6,8,2
1194,1088,Tanmayi Sharaf,33,11,6,2,1
1195,1089,Tejas Dar,58,9,3,7,2
1196,1090,Jeevika Ravi,25,12,5,6,2
