AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
26146,75956,Laura Davis,66,F,A1
26147,45398,Kathy Armstrong,74,M,A4
26148,34957,Angela Sullivan,20,M,A9
26149,25735,Maria Smith,31,F,A6
26150,68991,Jennifer Alvarez,42,M,A2
26151,57503,John Riley,17,M,A3
26152,40669,Martin Anderson,45,M,A1
26153,80382,Mark Porter,30,M,A1
26154,50563,Nicholas Pena,70,M,A8
26155,3084,Ryan Lester,27,M,A1
26156,45387,Kelli Thomas,50,M,A7
26157,55703,Samantha Osborne,71,M,A9
26158,57476,Loretta Anthony,25,M,A1
26159,99923,Michelle Hernandez,33,M,A5
26160,60395,Ruben Reyes,27,T,A6
26161,96312,John Navarro,22,M,A1
26162,89547,Amanda Browning,42,M,A2
26163,17553,Tracy Hall,24,M,A1
26164,6435,Maria Mckinney,42,M,A1
26165,16943,Cory Olson,32,F,A7
26166,56055,Derrick Mccarty,65,M,A5
26167,66550,Sara Sullivan,65,F,A6
26168,6883,Jennifer Hoffman,57,M,A1
26169,26495,Dylan Adams,63,M,A7
26170,54201,Thomas Cross,59,M,A3
26171,43118,Kendra Robertson,74,M,A1
26172,44531,Erica Clark,55,F,A9
26173,72545,Eric Ortiz,58,M,A9
26174,42193,Joshua Miranda,23,M,A5
26175,24609,Amanda Oliver,45,F,A1
26176,50558,Sean Smith,44,M,A1
26177,29280,Jessica French,28,M,A3
26178,52202,Luis Jackson,20,M,A5
26179,12088,Andrew Williams,39,F,A9
26180,11507,Keith Robinson,40,M,A3
26181,12955,Suzanne Walker,70,M,A3
26182,90922,Joseph Weber,15,M,A6
26183,38522,Stephanie Gordon,16,M,A2
26184,24731,Alicia Carter,42,F,A1
26185,38181,John Anderson,29,M,A2
26186,63968,Marilyn Chambers,45,F,A9
26187,95601,Robert Roberts,60,F,A9
26188,94613,Susan Solis,49,T,A1
26189,58893,Chad Henderson,35,M,A7
26190,40907,Daniel Chavez,44,M,A2
26191,86747,David Joseph,76,M,A1
26192,53710,Carla Taylor,15,M,A1
26193,41618,John Haynes,31,M,A4
26194,18887,Latasha Hayes,52,M,A2
26195,94142,Tammy Turner,43,M,A3
26196,89099,Christina Jimenez,70,M,A3
26197,11695,Benjamin Hampton,51,M,A8
26198,55210,Janet Jones,16,M,A1
26199,79402,Andrea Huff,20,M,A1
26200,80195,Shawn Palmer,39,M,A2
26201,28785,Gene Sampson,65,M,A4
26202,94833,Jeremy Ward,63,M,A1
26203,33440,Nicholas Jennings,70,M,A3
26204,15797,Joanne Peterson,54,F,A1
26205,70966,Dana Spencer,31,M,A3
26206,18239,James Henry,53,M,A6
26207,59293,Craig Wilkins,30,F,A3
26208,12158,Eric Glass,56,M,A9
26209,79129,Justin Perez,69,M,A3
26210,12421,Andrew Jackson,41,M,A3
26211,62802,Reginald Dunlap,39,M,A5
26212,97478,Jesus Osborne,61,M,A2
26213,5662,Anthony Mcdaniel,29,M,A8
26214,84670,Eric Norton,75,M,A1
26215,62662,Darius Taylor,69,M,A3
26216,12867,Marie Jones,16,T,A6
26217,93421,Michelle Fitzgerald,58,M,A8
26218,32653,Molly Leon,39,M,A1
26219,91504,Robert Taylor,52,M,A5
26220,31057,Nicholas King,67,M,A7
26221,50904,Shannon Collins,72,M,A8
26222,12440,Barbara Rodriguez,49,M,A9
26223,49818,Janet Perez,15,F,A3
26224,1799,Patricia Vasquez,30,M,A4
26225,63970,Eric Kennedy,66,F,A4
26226,65507,Alexis Burgess,69,M,A7
26227,56397,Erik Galvan,67,M,A4
26228,97949,Laurie Aguirre,59,M,A7
26229,66905,Rebecca Davidson,27,M,A7
26230,587,Lee Scott,75,M,A7
26231,21783,James Mccormick,60,M,A9
26232,63229,Mitchell Haynes,42,M,A8
26233,10458,Amber Gutierrez,51,M,A4
26234,26965,Joseph Kelley,44,M,A2
26235,90146,Teresa Mills,63,M,A8
26236,65773,Marie Park,41,M,A3
26237,44474,Elizabeth Armstrong,68,M,A4
26238,681,Rebecca Martinez,20,M,A7
26239,97360,Donna Taylor,48,M,A2
26240,98412,Laura Hernandez,69,M,A1
26241,13293,Brenda Dawson,21,M,A7
26242,85654,Joanne Joseph,22,F,A9
26243,55291,Jacqueline White,46,M,A8
26244,97597,Donald Price,18,M,A5
26245,79462,Curtis Anderson,62,M,A7
26246,10293,Adam Howell,62,M,A8
26247,77581,Michael Graham,45,M,A6
26248,11973,Paul Smith,51,M,A7
26249,43551,Brandon Acosta,69,M,A5
26250,70577,Christine Flores,24,T,A7
26251,65359,Cole Romero,79,M,A3
26252,78440,Joy Taylor,14,M,A5
26253,79744,Jessica Foster,58,M,A5
26254,67836,Debra Stafford,62,M,A4
26255,14717,Lisa Williams,54,M,A9
26256,23746,David Vasquez,43,F,A4
26257,52842,Michael Gonzalez,53,M,A2
26258,24122,Michael Dennis,47,M,A8
26259,24229,Jason Parker,20,M,A2
26260,90797,Denise Smith,53,T,A9
26261,38336,Melanie Parker,57,M,A6
26262,15486,Joseph Stark,35,M,A1
26263,68749,Tyler Jordan,63,M,A1
26264,7556,Timothy Petersen,35,M,A1
26265,17390,Andrea Taylor,60,M,A5
26266,38389,James Duran,68,M,A2
26267,88200,Omar Daugherty,64,M,A6
26268,46033,John Byrd,40,M,A2
26269,12887,James Wilson,71,M,A6
26270,51194,Joseph Ayala,21,M,A9
26271,90382,Brent Carter,78,M,A5
26272,77508,Anne Vargas,58,M,A1
26273,11230,Larry Gutierrez,50,M,A9
26274,83795,Sarah Hopkins,64,M,A2
26275,46659,Joel Diaz,45,M,A6
26276,61444,Kyle Johnson,15,M,A6
26277,61652,Wayne Bailey,22,M,A4
26278,47675,James Davis,30,M,A7
26279,66805,Cindy Haynes,40,M,A4
26280,33213,Kayla Jackson,79,M,A4
26281,75895,Jessica Gutierrez,39,M,A9
26282,18756,Anna Webb,29,M,A6
26283,32121,Kevin Lewis,79,M,A1
26284,16456,Robert Nguyen,52,M,A8
26285,61056,Gabriel Payne,57,M,A9
26286,11481,Steven Bates,48,F,A7
26287,76159,Linda Jenkins,27,M,A9
26288,89582,Cassandra Mcguire,37,F,A9
26289,67443,Laurie Lane,47,M,A6
26290,32006,David Dawson,36,M,A2
26291,77109,Dana Perez,75,M,A7
26292,185,Gavin Ramirez,79,M,A2
26293,78143,Ronald Wyatt,38,M,A6
26294,71966,Kevin Lopez,32,M,A5
26295,80813,Richard Townsend,58,M,A3
26296,87241,Teresa Meadows,33,M,A3
26297,96312,Robert Peters,38,M,A9
26298,58844,Jeffrey Mcbride,18,M,A9
26299,48755,Allen Boone,27,M,A9
26300,43780,Laura Shannon,42,F,A5
26301,63126,Charles Mccarty,48,M,A4
26302,91436,Kim Diaz,16,M,A2
26303,17512,David Ho,52,T,A5
26304,50908,Nicole Fernandez,70,M,A2
26305,62469,Jennifer Sampson,29,M,A9
26306,8142,Kyle Lynch,19,F,A7
26307,74652,Natasha King,58,M,A6
26308,20840,Leslie Soto,72,M,A1
26309,33204,Hunter Anderson,67,M,A2
26310,41614,Cody Torres,37,F,A5
26311,45716,Michelle Goodman,52,M,A2
26312,13141,Joshua Callahan,43,M,A1
26313,38658,Jasmine Bennett,34,M,A7
26314,48726,Denise Rodgers,74,M,A3
26315,59135,Michelle Johns,78,T,A6
26316,87208,Nathan Evans,33,F,A3
26317,41989,April James,44,M,A6
26318,27808,Joseph Santos,23,F,A8
26319,28753,Amanda Campbell,18,M,A6
26320,26761,Kristen Johnson,47,M,A3
26321,48983,Valerie Washington,68,F,A9
26322,92837,Rachel Krause,33,F,A9
26323,98517,Vanessa Hooper,24,M,A7
26324,53914,Corey Cruz,15,M,A5
26325,9055,Sara Taylor,35,M,A2
26326,87446,Makayla Anderson,33,M,A4
26327,46964,Ryan Mitchell,25,M,A2
26328,64031,Judy Daugherty,68,M,A3
26329,63995,Kimberly Hamilton,32,M,A4
26330,47715,Dominique Hawkins,21,M,A5
26331,51280,Levi Adams,27,M,A2
26332,46139,William King,44,M,A3
26333,86950,Jonathan Thompson,30,M,A8
26334,99034,Tiffany Burton,77,M,A3
26335,20847,Samuel Mclean,39,F,A8
26336,98315,Suzanne Adams,27,F,A9
26337,48988,Olivia Thompson,26,M,A9
26338,67882,Julie Shields,18,M,A5
26339,74546,Julie Harrell,59,M,A7
26340,21562,Bryan Stokes,78,M,A2
26341,90621,Sara Alvarez,16,M,A7
26342,98620,Loretta White,78,M,A8
26343,79863,Ashley Whitaker,26,M,A5
26344,99468,Victor Zavala,54,M,A4
26345,26344,Michael Olson,66,M,A4
26346,59006,Amanda Juarez,24,M,A9
26347,98306,John Woods,44,M,A2
26348,47215,Tina Jackson,38,M,A6
26349,80044,Jeffrey Kelly,29,F,A2
26350,37941,Nicole Lowe,14,M,A5
26351,51137,Christopher Cole,48,M,A3
26352,82841,Ebony Tucker,71,M,A7
26353,17504,Heather Johnson,66,M,A9
26354,45968,Lisa Salas,18,M,A6
26355,33512,Leonard Baker,56,M,A4
26356,73408,Debra Lambert,76,M,A4
26357,11069,Melissa Murray,21,M,A6
26358,21127,Karen Hamilton,15,M,A1
26359,94374,Lisa Salazar,56,M,A3
26360,1510,Mark Walker,71,M,A5
26361,78216,Stephen Haney,54,M,A1
26362,21910,Dorothy Carey,32,M,A8
26363,99173,Jason Reyes,50,M,A4
26364,73297,Alexis Holmes,78,M,A8
26365,19399,Andrea Young,17,M,A7
26366,85281,Olivia Gomez,25,M,A6
26367,50811,Douglas Jensen,38,M,A2
26368,34770,Michael Lopez,75,M,A6
26369,33407,Jason Brown,77,M,A8
26370,76005,Jennifer Reeves,49,M,A9
26371,15858,Micheal Valentine,66,M,A4
26372,67352,Jose Smith,17,M,A1
26373,39870,Kenneth Skinner,39,F,A1
26374,33868,Charles Owens,46,M,A4
26375,71106,Vincent Simmons,54,M,A6
26376,83568,Joshua Welch,60,M,A5
26377,19344,Chelsea Valdez,20,M,A4
26378,15273,Susan Williams,64,M,A4
26379,82747,Anthony Stanley,71,M,A2
26380,92673,Kathleen Peters,22,M,A9
26381,23704,Jeffrey Duncan,74,M,A5
26382,4563,Richard Smith,46,M,A5
26383,87660,John Miller,78,M,A7
26384,64312,Kristy Gregory,57,M,A8
26385,97694,Bill Marshall,16,M,A3
26386,11503,Amanda Berg,43,F,A5
26387,92478,James Bush,53,M,A4
26388,73375,Cynthia Fry,46,M,A2
26389,62123,Adrian Taylor,41,M,A7
26390,4797,Amy Alvarado,61,M,A6
26391,91528,James Clark,71,M,A4
26392,85914,Erica White,27,M,A5
26393,94281,Tammy Combs,48,M,A1
26394,2993,Lisa Barry,48,M,A3
26395,9287,Shannon Fry,44,F,A2
26396,55586,Monica Acosta,36,M,A9
26397,4329,Curtis Diaz,57,F,A2
26398,79582,Christine Rhodes,25,M,A4
26399,65636,Eileen Bush,16,M,A3
26400,44283,Adam Shaw,16,M,A4
26401,58689,Stephen Vaughn,63,F,A2
26402,75561,Linda Matthews,78,M,A1
26403,39636,Rebecca Lee,74,M,A8
26404,5462,Andrea Cruz,57,M,A3
26405,67548,Martin Morris,67,M,A2
26406,69238,Michael Garcia,65,M,A9
26407,20218,Jennifer Smith,57,M,A6
26408,87986,John Miller,17,M,A7
26409,3521,Kimberly Mcbride,41,M,A4
26410,38738,Laura Conley,35,M,A9
26411,90603,James Camacho,28,T,A4
26412,35370,Janet Bennett,30,M,A6
26413,68966,Sharon Perry,26,F,A6
26414,62017,Richard Bell,20,M,A8
26415,69453,Christopher Turner,69,M,A2
26416,63948,Curtis Lucas,64,F,A4
26417,21,Christina Hill,46,M,A7
26418,52821,Karen Wells,47,F,A7
26419,73827,Penny Brown,47,M,A8
26420,75797,April Middleton,23,M,A3
26421,99895,Victoria Tate,49,M,A5
26422,53106,Nicole Jones,55,M,A6
26423,41595,Erica Davidson,28,M,A6
26424,24614,Michael Garcia,69,M,A3
26425,79526,Elizabeth Trujillo,78,M,A9
26426,59565,Michael Lynn,52,M,A6
26427,17538,Jennifer Sanders,78,M,A2
26428,99874,Joshua Smith,26,M,A1
26429,10149,Courtney Thompson,67,M,A7
26430,28179,Christina Bradley,27,M,A7
26431,4142,Jenny Carr,78,F,A8
26432,29994,Brenda Trevino,47,M,A9
26433,38827,Heather Castro,60,M,A9
26434,57162,Heidi Mccoy,69,M,A5
26435,14222,Tammy Park,74,F,A9
26436,12595,Nicole Clark,21,M,A5
26437,14661,Joseph Garcia,71,M,A5
26438,97056,Mitchell Smith,75,M,A7
26439,29802,Melissa Bradley,69,M,A3
26440,55674,Kenneth White,14,M,A2
26441,8458,James Gregory,35,F,A3
26442,99307,Gina Owens,31,M,A2
26443,13666,Manuel Ellis,45,M,A2
26444,60710,Leah Jackson,36,M,A4
26445,19626,Christina Richardson,29,M,A4
26446,37622,Whitney Norris,40,M,A5
26447,80958,Ashley Edwards,21,M,A9
26448,36878,Cynthia Harris,79,M,A5
26449,19171,Kimberly Contreras,29,M,A4
26450,14455,James Barnes,64,M,A7
26451,50178,Nicole Johnson,26,M,A6
26452,2534,April Martinez,34,M,A8
26453,71280,Bryce Walker,49,M,A9
26454,65273,Gregory Anderson,78,M,A4
26455,51608,Anthony Smith,15,M,A8
26456,79129,Emily Jackson,34,M,A7
26457,30346,Hunter Wise,54,M,A8
26458,26130,Scott Hood,65,M,A4
26459,53907,Chris Yoder,43,M,A5
26460,34827,Mitchell Zavala,41,M,A7
26461,30555,Louis Marsh,32,M,A4
26462,16231,Jonathan Adams,39,M,A5
26463,88246,Kelly Garner,46,M,A7
26464,94571,Corey Knox,54,M,A9
26465,5447,Lawrence Williams,73,M,A2
26466,70495,Debra Mccann,60,M,A5
26467,44137,Crystal Lara,49,M,A2
26468,77104,Adrienne Schwartz,77,F,A9
26469,52873,Kimberly Rodriguez,47,M,A4
26470,8884,Anna Young,29,M,A8
26471,18387,Kyle Nelson,79,F,A5
26472,28816,Casey Powell,21,M,A1
26473,79764,David Montgomery,44,M,A3
26474,81890,Hannah Hernandez,73,M,A1
26475,40287,Joseph Phillips,57,M,A9
26476,10357,Victoria Cain,71,F,A4
26477,9180,Kimberly Bishop,17,M,A4
26478,56154,Caleb Curtis,31,M,A2
26479,51957,Paula Bates,76,M,A3
26480,44399,Amber Williams,46,M,A4
26481,66654,Robert Duncan,32,M,A6
26482,52427,James Flores,40,T,A8
26483,80808,William Luna,49,M,A8
26484,88178,Cynthia Cook,35,M,A7
26485,37658,Tyler Meyer,77,M,A4
26486,32375,Gail Perez,38,F,A9
26487,51280,Jeffrey Washington,38,M,A8
26488,91913,Kayla Ramsey,75,M,A1
26489,30448,Brittney Mcbride,77,M,A9
26490,78205,Stephanie Miller,31,M,A9
26491,6352,Scott Baker,60,M,A6
26492,7039,Allen Nelson,50,M,A4
26493,72951,Holly Porter,67,F,A7
26494,16447,Alyssa Reed,25,M,A1
26495,9018,Scott Walker,37,M,A7
26496,37949,Diane Mcpherson,50,M,A9
26497,68425,Christopher Flores,61,M,A8
26498,26397,Tyler Blanchard,34,M,A7
26499,66353,Douglas Bailey,55,F,A2
26500,93845,Shannon Lane,21,M,A5
26501,76445,Devin Lee,16,M,A2
26502,103,Nathaniel Perez,64,M,A1
26503,63475,Nancy Hardy,23,F,A4
26504,87766,Elizabeth Walker,68,M,A5
26505,76308,Russell Farrell,68,M,A3
26506,54025,Jeremy Thomas,49,M,A4
26507,83741,Daniel Barrett,49,M,A8
26508,95047,Laura Dunlap,77,F,A1
26509,35743,Destiny Foster,30,M,A8
26510,56174,Matthew Clarke,66,T,A6
26511,62489,Bruce May,40,M,A2
26512,62794,Anne Mills,79,F,A5
26513,70097,Adrienne Rivera,18,M,A3
26514,31841,Charles Walker,66,M,A8
26515,72395,Michael Norris,57,M,A3
26516,64298,Darlene Jennings,25,M,A1
26517,68778,Chelsea Johnston,27,F,A6
26518,42505,Martin Woods,71,M,A3
26519,58090,Dalton Lyons,21,F,A3
26520,14925,Audrey Mack,38,M,A9
26521,22405,Brandy Gonzalez,15,M,A8
26522,51050,Thomas Thompson,21,M,A3
26523,19126,Jamie Harrison,26,M,A2
26524,86201,Sandra Jones,25,M,A8
26525,29036,Christina Hernandez,46,M,A6
26526,30852,Dawn Jackson,36,F,A4
26527,12631,Kellie Warner,69,M,A7
26528,50855,Ryan Harris,48,M,A6
26529,22514,Kristy Simmons,43,M,A8
26530,59966,Jessica West,34,M,A5
26531,19522,Elizabeth Petty,75,F,A5
26532,62991,Thomas Bates,70,M,A5
26533,9882,William Jackson,24,M,A8
26534,80103,Jaclyn Fitzgerald,77,M,A9
26535,56743,Christopher Morgan,52,M,A1
26536,12918,Megan Brown,19,M,A6
26537,72280,Craig Murray,27,M,A2
26538,66272,Jennifer Clarke,68,M,A8
26539,84474,Nicole Hampton,52,M,A1
26540,27753,Mark Johnson,51,M,A6
26541,29112,Todd Jones,71,M,A7
26542,58596,Brian Jackson,18,M,A3
26543,20309,Erica Chang,49,M,A3
26544,27682,Timothy Conrad,60,M,A8
26545,5278,Anthony Flowers,61,M,A6
26546,52113,Randy Phillips,14,M,A8
26547,16216,Shannon Jones,58,M,A1
26548,59843,Rebecca Jackson,42,M,A1
26549,60377,William Case,43,M,A6
26550,98579,Casey Mccoy,22,M,A7
26551,78853,Robin Johnson,23,F,A6
26552,58836,Heather Jackson,70,M,A9
26553,33649,Craig Gregory,24,M,A2
26554,45242,Amanda Brown,50,M,A5
26555,43383,Jacqueline West,15,F,A9
26556,7776,Tami Ortega,77,M,A3
26557,73614,Jeffrey Mills,46,M,A5
26558,2719,Sheri Conley,60,M,A9
26559,90021,Andrea Anthony,59,M,A5
26560,11865,Sean Roberts,76,M,A9
26561,35134,John Garcia,19,M,A7
26562,29463,Tyler Jacobson,73,F,A7
26563,56512,Robin Bailey,71,M,A9
26564,13568,Thomas Ryan,22,M,A9
26565,34966,Shane Blackburn,23,M,A8
26566,46390,Melissa Sosa,27,M,A8
26567,84665,Patrick Cunningham,22,M,A3
26568,88152,Crystal Mcguire,35,M,A4
26569,70,Kathleen Cunningham,57,M,A7
26570,89004,Donna Haney,67,M,A4
26571,81534,Kari Wallace,75,M,A7
26572,88509,Robert Morgan,41,M,A9
26573,81634,Daniel Mason,35,M,A6
26574,91254,Alexander Joyce,41,M,A3
26575,70933,Danny Mitchell,20,M,A9
26576,6286,Heather Stark,59,M,A4
26577,75442,Barbara Brown,37,M,A5
26578,95824,Destiny Hess,32,M,A4
26579,10627,Tracy Kim,66,M,A5
26580,18282,Brian Mosley,67,F,A7
26581,83162,Bobby Williams,61,M,A9
26582,72569,Victoria Edwards,51,M,A9
26583,76529,Michelle Luna,22,M,A6
26584,17367,Emily Barrett,58,M,A2
26585,13403,Cory Miller,20,F,A4
26586,8685,David Watson,39,M,A1
26587,54367,Kyle Massey,28,M,A3
26588,35166,Amy Perkins,63,M,A9
26589,325,Allison Hill,67,M,A6
26590,82096,John Lloyd,79,M,A8
26591,71134,Keith Cross,46,M,A3
26592,10936,Victoria Moore,36,M,A8
26593,79482,Sabrina Reese,71,M,A2
26594,42159,Travis Miller,61,M,A8
26595,75046,Aaron Gilbert,41,M,A2
26596,63147,Michael Rodriguez,23,F,A1
26597,90712,Christopher Gordon,66,M,A4
26598,67114,Ashley Gardner,30,M,A4
26599,82714,James Brown,51,M,A5
26600,48962,Kathleen Good,38,M,A5
26601,99086,Bridget Thomas,75,F,A4
26602,81750,Mark Mills,19,F,A8
26603,33143,Kristi Le,49,M,A3
26604,42881,Sean Spencer,15,M,A6
26605,86605,Beth Duran,55,M,A1
26606,98259,Duane Evans,29,M,A7
26607,73738,Kristina Ortiz,35,M,A3
26608,71102,Stephanie Henry,53,F,A8
26609,285,Marcus Stephens,41,M,A7
26610,32125,Kevin Anderson,21,T,A8
26611,67333,Joshua Harmon,42,M,A9
26612,3467,Molly Juarez,16,F,A6
26613,16557,Daniel Joyce,65,M,A8
26614,11834,Gary Hughes,34,M,A5
26615,99361,Richard Russo,60,M,A4
26616,70839,Kathy Arroyo,36,M,A7
26617,84717,Joseph Perez,19,F,A6
26618,34773,Matthew Fernandez,37,M,A9
26619,26493,Cynthia Jones,22,M,A5
26620,7598,Nicholas Griffin,24,M,A4
26621,47828,Melissa Jackson,20,M,A8
26622,19225,Terrance Palmer,37,M,A7
26623,16630,Lynn Robinson,23,M,A7
26624,13751,Guy Armstrong,69,M,A3
26625,81893,William Roberts,23,M,A6
26626,82197,Frank Baker,53,M,A9
26627,57554,James Nguyen,23,F,A1
26628,30620,Kimberly Todd,64,M,A9
26629,47789,William Smith,26,M,A4
26630,24526,Bailey Torres,23,M,A1
26631,56394,Adrienne Owens,33,F,A1
26632,64194,Brandy Lopez,63,M,A2
26633,84208,Brian Cummings,46,F,A9
26634,30995,Hannah Yu,40,M,A5
26635,10308,Shawn Sanchez,36,M,A8
26636,66135,Christina Thomas,24,F,A8
26637,48578,Rhonda Brown,77,M,A5
26638,15652,Charles Thompson,70,M,A3
26639,69780,Aaron Clark,78,M,A1
26640,9975,Christina Griffin,52,M,A9
26641,82909,Ariana Garcia,36,M,A3
26642,77198,Jennifer Carter,20,M,A7
26643,51780,Jeffrey Lee,61,M,A6
26644,85706,Anthony Hill,14,M,A4
26645,39051,David Bradley,22,F,A1
26646,33578,Ronald Nelson,70,M,A3
26647,21556,David Cannon,28,F,A2
26648,48426,Scott Sims,65,M,A7
26649,79479,Anne Smith,68,F,A6
26650,30873,Lori Davis,27,M,A2
26651,62859,Tiffany Brooks,56,M,A7
26652,33099,Robert Johnson,73,M,A2
26653,54662,Amy Fox,51,M,A8
26654,30661,Shannon Howe,35,F,A4
26655,7685,Victor Vaughn,33,M,A2
26656,88662,Sonia Byrd,30,M,A8
26657,70931,Carlos Curry,16,M,A3
26658,88228,Dana Cook,22,M,A1
26659,87279,Anthony Martinez,49,F,A2
26660,26332,Kevin May,18,M,A6
26661,99720,Brian Farmer,50,M,A6
26662,29894,Samantha Yu,69,M,A4
26663,13104,Jacob Cook,51,M,A6
26664,16033,Joshua Valdez,60,F,A2
26665,45381,Tiffany Delacruz,30,M,A5
26666,97524,Scott Taylor,36,M,A2
26667,71243,Jennifer Moss,35,M,A9
26668,91642,Jeremy Garcia,69,M,A7
26669,71688,Brandi Christian,54,M,A3
26670,93910,Erica Hayes,28,M,A4
26671,71885,Wendy Cantrell,23,M,A6
26672,27917,Alexandra Lewis,79,M,A2
26673,5314,Stephanie Weaver,27,M,A3
26674,71085,Craig Austin,50,M,A6
26675,41671,Nathan Mitchell,69,M,A9
26676,98447,Mark Blair,64,M,A9
26677,77876,Jonathan Lee,26,M,A2
26678,91052,Cynthia Douglas,79,M,A7
26679,31071,Todd Thomas,28,M,A9
26680,53118,Melissa Lyons,74,M,A9
26681,23345,Anne Brown,74,M,A3
26682,34930,Emily Cole,65,T,A4
26683,15977,Michael Young,43,M,A7
26684,88929,Travis Santos,39,M,A3
26685,51484,Rebecca Norton,64,M,A1
26686,71169,Megan Glenn,32,M,A5
26687,40484,Gary Hoover,33,M,A7
26688,65735,Jennifer Adams,42,M,A4
26689,48297,John Cooper,25,M,A4
26690,54384,Kristen Robinson,69,M,A9
26691,72426,Caleb Stokes,41,M,A6
26692,86538,Rebekah Maxwell,51,M,A3
26693,69295,Joshua Elliott,36,F,A4
26694,77390,Haley Gilbert,26,F,A8
26695,54017,Daniel Thompson,53,M,A5
26696,15631,Tammy Osborn,27,M,A7
26697,45242,Omar Dixon,34,M,A9
26698,56274,David Stevenson,18,M,A1
26699,94376,Christopher Marshall,50,F,A6
26700,46052,Tammy Burke,29,M,A3
26701,69777,Victoria White,75,M,A8
26702,75802,Jeffrey Parker,14,M,A2
26703,39261,Andrea Hood,68,M,A6
26704,63114,James Roberts,64,M,A3
26705,51676,Brian Daugherty,49,F,A6
26706,7101,Alec Lee,44,M,A9
26707,5173,Justin Murphy,70,M,A6
26708,13385,Samantha Preston,73,M,A7
26709,80740,Kyle Ramirez,73,M,A2
26710,62942,James Shaw,59,M,A2
26711,37266,Tonya Stewart,71,M,A6
26712,91217,Richard Fitzpatrick,24,F,A5
26713,35049,Dwayne Phillips,77,T,A2
26714,68452,Benjamin Nichols,42,M,A5
26715,29010,Amanda Douglas,45,M,A8
26716,36054,Kevin Parrish,56,M,A6
26717,70570,John Williams,79,M,A4
26718,89786,Debbie Arnold,29,M,A3
26719,17892,Amanda Higgins,34,M,A7
26720,3277,Anthony Adams,22,M,A8
26721,49101,Anthony Duran,57,M,A8
26722,58199,Calvin Rasmussen,32,F,A3
26723,92675,Tyler Sawyer,52,M,A6
26724,79788,Zoe Barton,37,M,A3
26725,19344,Craig Price,46,M,A8
26726,55898,Kathleen Daugherty,67,M,A9
26727,75634,Lisa Hernandez,30,M,A9
26728,69652,Samantha Osborne,41,M,A2
26729,45791,Haley Taylor,58,T,A7
26730,48789,Melinda Davis,51,F,A8
26731,40673,Vicki Choi,55,M,A8
26732,44903,Wayne Juarez,45,M,A5
26733,3260,Tanya Wallace,45,M,A2
26734,94310,Cole Crawford,38,M,A4
26735,93538,Becky Clay,33,M,A8
26736,32257,Mitchell Turner,54,M,A9
26737,98908,Christopher Wilson,16,M,A5
26738,73980,Kevin Green,46,M,A7
26739,52812,Christopher Watson,61,M,A1
26740,87619,Carla Thompson,15,M,A2
26741,51118,Manuel Perez,31,M,A1
26742,31363,Kimberly Beck,45,M,A8
26743,73147,Vincent Wilson,71,M,A6
26744,2001,Krystal Tucker,77,M,A6
26745,60664,James Cooper,60,F,A2
26746,63149,Andrea Christian,43,M,A3
26747,23739,Steven King,42,M,A5
26748,13611,Melissa Garza,30,M,A3
26749,62837,George Ford,28,M,A8
26750,91100,Joshua Turner,76,F,A4
26751,15827,David Thomas,47,M,A7
26752,95572,Jeffrey Mack,53,M,A3
26753,20617,Mark Brown,43,M,A4
26754,89731,Patrick Zavala,39,M,A1
26755,27653,Debbie Fowler,30,M,A7
26756,84854,Dominic Douglas,40,M,A4
26757,41580,Shawn Edwards,69,M,A8
26758,26584,Jeffrey Burton,27,M,A3
26759,39507,Michelle Castillo,37,M,A2
26760,82577,Christopher Valdez,71,M,A3
26761,77966,Monica Briggs,25,F,A4
26762,70316,Albert Pena,70,M,A6
26763,25151,Natalie Duran,55,M,A3
26764,27296,Alexander Dillon,26,M,A8
26765,32890,Andrea Ingram,75,F,A8
26766,95744,James Peck,18,F,A8
26767,52348,Randall Fernandez,31,M,A8
26768,78163,Brandy Webb,60,M,A5
26769,29040,Anna Stewart,30,M,A5
26770,48639,Alyssa Joseph,27,T,A7
26771,45428,Heather Thomas,58,M,A6
26772,71829,Paul Cruz,56,M,A1
26773,14236,Joshua Cunningham,46,M,A5
26774,7324,Lee Vincent,73,M,A4
26775,28068,Stephen Salas,73,M,A5
26776,89352,Martha Thomas,56,M,A8
26777,80343,Christopher White,46,F,A6
26778,39098,Timothy Harris,66,M,A2
26779,89417,Colleen Oliver,78,M,A6
26780,28717,Joseph Johnson,33,M,A1
26781,48244,Sarah Hamilton,66,M,A9
26782,78196,Dustin Stafford,30,M,A4
26783,98029,Charles Johnson,74,M,A1
26784,36525,Sarah Rhodes,53,M,A6
26785,10582,Jennifer Suarez,25,M,A2
26786,93287,Evelyn Nguyen,44,M,A4
26787,2442,Michelle Wright,49,M,A3
26788,85850,Dylan Rodriguez,70,M,A3
26789,75741,Amanda Anderson,62,M,A9
26790,97165,Kimberly Cooper,45,M,A4
26791,92934,Derrick Woods,25,M,A5
26792,74704,Robert Wright,63,M,A4
26793,7895,Randall Knapp,33,M,A2
26794,60659,Amanda Durham,54,M,A9
26795,95596,Sheila Brooks,64,M,A5
26796,24007,Trevor Gutierrez,18,F,A2
26797,7764,Gina Whitaker,76,M,A4
26798,15675,Jeffrey Gutierrez,36,F,A6
26799,55591,Kyle Kennedy,35,M,A9
26800,84745,Lisa Wright,53,M,A4
