digital_evidence_id,case_id,file_type,file_name,phone_number,email,ip_address,uploaded_by,status,extracted_entities
DE003530,CASE005912,SIM Card,dolorem.css,9029172226,rtak@example.net,130.60.143.180,OFF00256,Pending Analysis,Phone: 9029172226; Email: rtak@example.net; IP: 130.60.143.180
DE003531,CASE000250,Call Records,rerum.bmp,9018702865,farhan14@example.org,59.110.5.249,OFF00040,Verified,Phone: 9018702865; Email: farhan14@example.org; IP: 59.110.5.249
DE003532,CASE008148,CCTV,amet.webm,9061837822,prashadkamala@example.com,6.216.176.130,OFF00119,Verified,Phone: 9061837822; Email: prashadkamala@example.com; IP: 6.216.176.130
DE003533,CASE006483,Bank Statement,corrupti.js,9166311243,lavanya29@example.com,25.150.243.110,OFF00299,Collected,Phone: 9166311243; Email: lavanya29@example.com; IP: 25.150.243.110; UPI: lavanya29@ybl
DE003534,CASE008349,Mobile Phone,molestiae.mov,9141555252,fmann@example.org,11.109.111.188,OFF00180,Verified,Phone: 9141555252; Email: fmann@example.org; IP: 11.109.111.188
DE003535,CASE007327,Call Records,placeat.mov,9097899039,zachariasathvik@example.org,113.219.120.221,OFF00021,Verified,Phone: 9097899039; Email: zachariasathvik@example.org; IP: 113.219.120.221
DE003536,CASE007090,SIM Card,modi.txt,9038202163,oeshi19@example.net,165.116.239.55,OFF00496,Verified,Phone: 9038202163; Email: oeshi19@example.net; IP: 165.116.239.55
DE003537,CASE008039,Laptop,ab.wav,9137782378,sekhonchatura@example.com,140.3.250.147,OFF00282,Verified,Phone: 9137782378; Email: sekhonchatura@example.com; IP: 140.3.250.147
DE003538,CASE003606,Video,error.json,9468346625,rachanagill@example.com,155.51.247.247,OFF00086,Verified,Phone: 9468346625; Email: rachanagill@example.com; IP: 155.51.247.247
DE003539,CASE007571,SIM Card,ex.flac,9138136642,chartristan@example.net,57.93.50.74,OFF00230,Collected,Phone: 9138136642; Email: chartristan@example.net; IP: 57.93.50.74
DE003540,CASE006085,Call Records,quia.flac,9576447345,faris24@example.com,20.62.236.123,OFF00309,Pending Analysis,Phone: 9576447345; Email: faris24@example.com; IP: 20.62.236.123
DE003541,CASE001183,Call Records,repellat.flac,9897692198,paujeevika@example.com,192.25.93.31,OFF00163,Pending Analysis,Phone: 9897692198; Email: paujeevika@example.com; IP: 192.25.93.31
DE003542,CASE006954,Call Records,nostrum.wav,9153206252,jhalak76@example.org,55.46.223.244,OFF00132,Pending Analysis,Phone: 9153206252; Email: jhalak76@example.org; IP: 55.46.223.244
DE003543,CASE005282,Laptop,odio.webm,9237660364,kamyamitra@example.com,9.185.223.158,OFF00462,Verified,Phone: 9237660364; Email: kamyamitra@example.com; IP: 9.185.223.158
DE003544,CASE006266,Photo,repellat.numbers,9307873451,srinivasanronith@example.net,151.106.137.166,OFF00487,Pending Analysis,Phone: 9307873451; Email: srinivasanronith@example.net; IP: 151.106.137.166
DE003545,CASE009563,Call Records,dolor.mp3,9862981696,saumyasachdev@example.net,133.232.180.73,OFF00247,Pending Analysis,Phone: 9862981696; Email: saumyasachdev@example.net; IP: 133.232.180.73
DE003546,CASE004794,Bank Statement,quisquam.jpg,9165990020,rajwridesh@example.org,222.41.227.36,OFF00290,Pending Analysis,Phone: 9165990020; Email: rajwridesh@example.org; IP: 222.41.227.36
DE003547,CASE009749,Call Records,aliquam.webm,9913980903,anushadave@example.net,136.219.47.122,OFF00083,Collected,Phone: 9913980903; Email: anushadave@example.net; IP: 136.219.47.122
DE003548,CASE009026,Photo,facere.flac,9218520726,bhattacharyyakashvi@example.com,163.241.197.88,OFF00146,Collected,Phone: 9218520726; Email: bhattacharyyakashvi@example.com; IP: 163.241.197.88
DE003549,CASE005840,WhatsApp Chat,minus.mp4,9896068993,chaudhryrobert@example.net,108.43.1.208,OFF00444,Pending Analysis,Phone: 9896068993; Email: chaudhryrobert@example.net; IP: 108.43.1.208
DE003550,CASE001278,SIM Card,at.tiff,9059592423,wahab76@example.org,187.242.201.220,OFF00064,Verified,Phone: 9059592423; Email: wahab76@example.org; IP: 187.242.201.220
DE003551,CASE001449,CCTV,optio.jpeg,9741020709,upadhyayupkaar@example.org,19.103.100.157,OFF00389,Verified,Phone: 9741020709; Email: upadhyayupkaar@example.org; IP: 19.103.100.157
DE003552,CASE008261,Call Records,modi.flac,9375981795,upmabath@example.net,187.33.108.17,OFF00350,Pending Analysis,Phone: 9375981795; Email: upmabath@example.net; IP: 187.33.108.17
DE003553,CASE005563,Email,iure.mp4,9949598792,kpradhan@example.org,98.204.60.59,OFF00032,Collected,Phone: 9949598792; Email: kpradhan@example.org; IP: 98.204.60.59
DE003554,CASE002891,Photo,voluptatibus.flac,9838670544,ebhat@example.com,13.188.251.39,OFF00214,Collected,Phone: 9838670544; Email: ebhat@example.com; IP: 13.188.251.39
DE003555,CASE007355,WhatsApp Chat,ea.txt,9031484396,charan51@example.com,145.230.110.205,OFF00290,Pending Analysis,Phone: 9031484396; Email: charan51@example.com; IP: 145.230.110.205
DE003556,CASE008630,Email,ut.js,9164166089,upkaarmagar@example.org,202.71.245.186,OFF00254,Collected,Phone: 9164166089; Email: upkaarmagar@example.org; IP: 202.71.245.186
DE003557,CASE006780,Laptop,tempora.txt,9845804809,darshrajagopalan@example.net,222.53.102.25,OFF00203,Verified,Phone: 9845804809; Email: darshrajagopalan@example.net; IP: 222.53.102.25
DE003558,CASE002597,Call Records,impedit.tiff,9186439615,mangalunnati@example.net,118.24.109.127,OFF00346,Collected,Phone: 9186439615; Email: mangalunnati@example.net; IP: 118.24.109.127
DE003559,CASE009826,Photo,possimus.wav,9440403300,golewidisha@example.com,176.75.183.33,OFF00400,Verified,Phone: 9440403300; Email: golewidisha@example.com; IP: 176.75.183.33
DE003560,CASE007293,SIM Card,reprehenderit.png,9019309423,quincy22@example.org,143.126.220.178,OFF00324,Collected,Phone: 9019309423; Email: quincy22@example.org; IP: 143.126.220.178
DE003561,CASE003546,Video,tempore.wav,9588844427,echacko@example.com,86.145.197.154,OFF00344,Verified,Phone: 9588844427; Email: echacko@example.com; IP: 86.145.197.154
DE003562,CASE001646,CCTV,libero.pages,9797879455,ychaudry@example.org,167.195.129.229,OFF00362,Pending Analysis,Phone: 9797879455; Email: ychaudry@example.org; IP: 167.195.129.229
DE003563,CASE004637,WhatsApp Chat,temporibus.gif,9120597135,lyadav@example.org,72.141.44.44,OFF00180,Verified,Phone: 9120597135; Email: lyadav@example.org; IP: 72.141.44.44
DE003564,CASE006199,Call Records,modi.xlsx,9966214482,sbhatti@example.com,135.175.254.134,OFF00404,Collected,Phone: 9966214482; Email: sbhatti@example.com; IP: 135.175.254.134
DE003565,CASE002066,Email,voluptates.pptx,9262424499,barkha47@example.com,177.42.21.226,OFF00478,Verified,Phone: 9262424499; Email: barkha47@example.com; IP: 177.42.21.226
DE003566,CASE003082,Video,consequuntur.bmp,9158932514,omahal@example.org,178.38.110.103,OFF00437,Collected,Phone: 9158932514; Email: omahal@example.org; IP: 178.38.110.103
DE003567,CASE003974,WhatsApp Chat,nemo.js,9594379824,lchaudry@example.org,14.22.39.71,OFF00051,Pending Analysis,Phone: 9594379824; Email: lchaudry@example.org; IP: 14.22.39.71
DE003568,CASE009833,Video,optio.html,9534971193,lalbalendra@example.com,59.31.129.119,OFF00375,Collected,Phone: 9534971193; Email: lalbalendra@example.com; IP: 59.31.129.119
DE003569,CASE005536,CCTV,incidunt.odt,9179534018,tissac@example.com,59.104.13.13,OFF00353,Verified,Phone: 9179534018; Email: tissac@example.com; IP: 59.104.13.13
DE003570,CASE005264,Laptop,voluptates.jpeg,9366894461,jpadmanabhan@example.org,80.187.62.130,OFF00414,Pending Analysis,Phone: 9366894461; Email: jpadmanabhan@example.org; IP: 80.187.62.130
DE003571,CASE001697,Bank Statement,eos.xlsx,9362558444,vasana09@example.net,10.50.153.167,OFF00171,Pending Analysis,Phone: 9362558444; Email: vasana09@example.net; IP: 10.50.153.167; UPI: vasana09@ybl
DE003572,CASE006062,Laptop,facilis.json,9137374684,hemang80@example.com,39.106.138.176,OFF00185,Verified,Phone: 9137374684; Email: hemang80@example.com; IP: 39.106.138.176
DE003573,CASE008293,Photo,labore.js,9836797043,gabanihal@example.org,214.195.97.163,OFF00369,Collected,Phone: 9836797043; Email: gabanihal@example.org; IP: 214.195.97.163
DE003574,CASE001225,SIM Card,laboriosam.ods,9429569830,isandal@example.net,199.67.213.176,OFF00500,Pending Analysis,Phone: 9429569830; Email: isandal@example.net; IP: 199.67.213.176
DE003575,CASE005841,Photo,veniam.webm,9105550936,nimratkumer@example.net,72.197.17.86,OFF00475,Pending Analysis,Phone: 9105550936; Email: nimratkumer@example.net; IP: 72.197.17.86
DE003576,CASE009790,Bank Statement,dolor.jpeg,9942143640,bsidhu@example.org,34.79.88.108,OFF00411,Pending Analysis,Phone: 9942143640; Email: bsidhu@example.org; IP: 34.79.88.108
DE003577,CASE006648,Email,nulla.css,9246535310,echatterjee@example.net,43.192.119.105,OFF00462,Verified,Phone: 9246535310; Email: echatterjee@example.net; IP: 43.192.119.105
DE003578,CASE007665,Laptop,fuga.pptx,9268749104,sahotaaishani@example.com,92.253.173.210,OFF00194,Verified,Phone: 9268749104; Email: sahotaaishani@example.com; IP: 92.253.173.210
DE003579,CASE000158,Call Records,beatae.css,9175568714,priyathakkar@example.net,154.119.229.235,OFF00146,Collected,Phone: 9175568714; Email: priyathakkar@example.net; IP: 154.119.229.235
DE003580,CASE005945,SIM Card,nihil.webm,9514842049,nagarajanbalvan@example.org,77.97.181.77,OFF00299,Verified,Phone: 9514842049; Email: nagarajanbalvan@example.org; IP: 77.97.181.77
DE003581,CASE008775,CCTV,veniam.mp3,9192657788,dashtanveer@example.org,62.60.232.225,OFF00175,Collected,Phone: 9192657788; Email: dashtanveer@example.org; IP: 62.60.232.225
DE003582,CASE004867,SIM Card,expedita.png,9107065313,sathvikseth@example.com,87.8.200.230,OFF00306,Pending Analysis,Phone: 9107065313; Email: sathvikseth@example.com; IP: 87.8.200.230
DE003583,CASE009615,Mobile Phone,sapiente.mov,9085474463,pooja61@example.net,207.20.218.218,OFF00328,Pending Analysis,Phone: 9085474463; Email: pooja61@example.net; IP: 207.20.218.218
DE003584,CASE000028,Photo,hic.webm,9588508891,imenon@example.net,72.39.178.246,OFF00182,Verified,Phone: 9588508891; Email: imenon@example.net; IP: 72.39.178.246
DE003585,CASE003724,Email,blanditiis.odt,9652782784,ramaswamyfariq@example.org,190.1.192.39,OFF00475,Verified,Phone: 9652782784; Email: ramaswamyfariq@example.org; IP: 190.1.192.39
DE003586,CASE001685,Video,illo.txt,9878871902,balveer64@example.org,175.150.70.130,OFF00017,Verified,Phone: 9878871902; Email: balveer64@example.org; IP: 175.150.70.130
DE003587,CASE002632,Video,cumque.mp4,9716900509,salvidamini@example.net,162.186.226.209,OFF00453,Collected,Phone: 9716900509; Email: salvidamini@example.net; IP: 162.186.226.209
DE003588,CASE002913,Video,dignissimos.jpeg,9291085187,kmohan@example.net,5.126.163.15,OFF00327,Verified,Phone: 9291085187; Email: kmohan@example.net; IP: 5.126.163.15
DE003589,CASE001888,Email,eligendi.json,9371283540,bhavya08@example.net,193.27.19.7,OFF00108,Collected,Phone: 9371283540; Email: bhavya08@example.net; IP: 193.27.19.7
DE003590,CASE001820,Email,ea.js,9047266448,lohitahuja@example.org,196.76.30.114,OFF00291,Collected,Phone: 9047266448; Email: lohitahuja@example.org; IP: 196.76.30.114
DE003591,CASE005227,Bank Statement,quas.png,9247158457,lwali@example.com,166.120.100.171,OFF00012,Pending Analysis,Phone: 9247158457; Email: lwali@example.com; IP: 166.120.100.171; UPI: lwali@okaxis
DE003592,CASE006686,Email,magnam.ods,9403601292,deepa98@example.net,23.96.198.216,OFF00315,Pending Analysis,Phone: 9403601292; Email: deepa98@example.net; IP: 23.96.198.216
DE003593,CASE006395,Bank Statement,incidunt.js,9485408602,priya15@example.net,35.236.121.223,OFF00371,Verified,Phone: 9485408602; Email: priya15@example.net; IP: 35.236.121.223
DE003594,CASE009483,WhatsApp Chat,debitis.tiff,9084959015,yashawininarayan@example.com,194.12.188.96,OFF00095,Collected,Phone: 9084959015; Email: yashawininarayan@example.com; IP: 194.12.188.96
DE003595,CASE009192,Video,harum.csv,9738854314,gsetty@example.net,119.135.17.94,OFF00048,Collected,Phone: 9738854314; Email: gsetty@example.net; IP: 119.135.17.94
DE003596,CASE000428,Email,inventore.png,9735823842,saumyabhandari@example.net,42.40.77.80,OFF00393,Pending Analysis,Phone: 9735823842; Email: saumyabhandari@example.net; IP: 42.40.77.80
DE003597,CASE006845,Email,ipsa.flac,9789771311,nagaryashawini@example.com,70.90.62.104,OFF00386,Verified,Phone: 9789771311; Email: nagaryashawini@example.com; IP: 70.90.62.104
DE003598,CASE001586,Bank Statement,asperiores.webm,9071362026,hariqabil@example.net,222.15.200.154,OFF00459,Verified,Phone: 9071362026; Email: hariqabil@example.net; IP: 222.15.200.154; UPI: hariqabil@oksbi
DE003599,CASE006453,SIM Card,laudantium.json,9626141250,pallyasti@example.org,35.25.14.43,OFF00172,Verified,Phone: 9626141250; Email: pallyasti@example.org; IP: 35.25.14.43
DE003600,CASE006403,Video,in.flac,9638683723,wmagar@example.net,215.201.59.163,OFF00333,Collected,Phone: 9638683723; Email: wmagar@example.net; IP: 215.201.59.163
DE003601,CASE005442,CCTV,facilis.jpeg,9369461337,anusha06@example.net,124.128.216.70,OFF00433,Verified,Phone: 9369461337; Email: anusha06@example.net; IP: 124.128.216.70
DE003602,CASE000775,Call Records,corporis.avi,9437554633,tkalla@example.org,88.34.195.158,OFF00257,Verified,Phone: 9437554633; Email: tkalla@example.org; IP: 88.34.195.158
DE003603,CASE000661,Email,quia.pdf,9235569477,mwable@example.com,25.150.54.110,OFF00083,Pending Analysis,Phone: 9235569477; Email: mwable@example.com; IP: 25.150.54.110
DE003604,CASE007620,CCTV,optio.css,9829583177,vbalakrishnan@example.org,93.217.222.144,OFF00452,Collected,Phone: 9829583177; Email: vbalakrishnan@example.org; IP: 93.217.222.144
DE003605,CASE000752,Mobile Phone,officiis.wav,9942505735,srivastavaomya@example.com,32.44.162.181,OFF00285,Collected,Phone: 9942505735; Email: srivastavaomya@example.com; IP: 32.44.162.181
DE003606,CASE007859,Laptop,rem.tiff,9433720678,jackchandra@example.net,114.208.32.177,OFF00058,Pending Analysis,Phone: 9433720678; Email: jackchandra@example.net; IP: 114.208.32.177
DE003607,CASE003521,Photo,maxime.flac,9385435226,abeer37@example.com,4.227.198.102,OFF00166,Pending Analysis,Phone: 9385435226; Email: abeer37@example.com; IP: 4.227.198.102
DE003608,CASE002564,SIM Card,vel.gif,9176386383,umahal@example.net,107.68.129.219,OFF00109,Pending Analysis,Phone: 9176386383; Email: umahal@example.net; IP: 107.68.129.219
DE003609,CASE009144,Call Records,perferendis.avi,9283970547,karaanvi@example.net,208.68.199.125,OFF00295,Pending Analysis,Phone: 9283970547; Email: karaanvi@example.net; IP: 208.68.199.125
DE003610,CASE003242,Call Records,beatae.flac,9528454568,arya27@example.com,30.178.176.24,OFF00014,Pending Analysis,Phone: 9528454568; Email: arya27@example.com; IP: 30.178.176.24
DE003611,CASE005652,Photo,architecto.mp4,9860671774,yashodhara40@example.org,164.71.42.191,OFF00069,Pending Analysis,Phone: 9860671774; Email: yashodhara40@example.org; IP: 164.71.42.191
DE003612,CASE005840,Bank Statement,nihil.bmp,9560776135,wramakrishnan@example.com,161.162.247.102,OFF00142,Pending Analysis,Phone: 9560776135; Email: wramakrishnan@example.com; IP: 161.162.247.102
DE003613,CASE007664,CCTV,eum.mp4,9286779527,bhatnagarvedhika@example.org,119.161.64.248,OFF00132,Pending Analysis,Phone: 9286779527; Email: bhatnagarvedhika@example.org; IP: 119.161.64.248
DE003614,CASE004074,Laptop,incidunt.jpeg,9766989149,mallickanay@example.net,31.138.193.16,OFF00387,Verified,Phone: 9766989149; Email: mallickanay@example.net; IP: 31.138.193.16
DE003615,CASE003516,Call Records,magni.gif,9103399359,pandyaansh@example.org,164.166.68.158,OFF00246,Pending Analysis,Phone: 9103399359; Email: pandyaansh@example.org; IP: 164.166.68.158
DE003616,CASE001302,SIM Card,suscipit.js,9727273938,chaudryneel@example.net,216.126.125.125,OFF00457,Verified,Phone: 9727273938; Email: chaudryneel@example.net; IP: 216.126.125.125
DE003617,CASE002022,Email,amet.mov,9335965166,samaekanta@example.net,184.160.166.232,OFF00423,Pending Analysis,Phone: 9335965166; Email: samaekanta@example.net; IP: 184.160.166.232
DE003618,CASE004492,Bank Statement,eum.doc,9046331912,mannanwarda@example.net,34.153.15.148,OFF00384,Verified,Phone: 9046331912; Email: mannanwarda@example.net; IP: 34.153.15.148
DE003619,CASE002690,Mobile Phone,esse.json,9213868097,gopal98@example.com,19.174.160.225,OFF00203,Pending Analysis,Phone: 9213868097; Email: gopal98@example.com; IP: 19.174.160.225
DE003620,CASE005231,Email,ducimus.wav,9581302596,qraju@example.net,55.70.189.8,OFF00349,Collected,Phone: 9581302596; Email: qraju@example.net; IP: 55.70.189.8
DE003621,CASE007266,Mobile Phone,itaque.flac,9764794919,pkrishnan@example.com,66.240.100.55,OFF00427,Verified,Phone: 9764794919; Email: pkrishnan@example.com; IP: 66.240.100.55
DE003622,CASE002540,Laptop,quibusdam.mp4,9653760769,ztank@example.net,167.75.110.158,OFF00175,Verified,Phone: 9653760769; Email: ztank@example.net; IP: 167.75.110.158
DE003623,CASE005868,Call Records,excepturi.flac,9122542477,lakshit10@example.org,132.110.126.198,OFF00009,Collected,Phone: 9122542477; Email: lakshit10@example.org; IP: 132.110.126.198
DE003624,CASE003660,WhatsApp Chat,quod.pdf,9696046621,itandon@example.com,190.174.226.154,OFF00075,Collected,Phone: 9696046621; Email: itandon@example.com; IP: 190.174.226.154
DE003625,CASE007031,Photo,excepturi.mov,9507724613,sanghvivihaan@example.com,10.97.26.195,OFF00378,Pending Analysis,Phone: 9507724613; Email: sanghvivihaan@example.com; IP: 10.97.26.195
DE003626,CASE007892,Bank Statement,repudiandae.flac,9893412275,warriorfariq@example.com,223.89.236.2,OFF00080,Collected,Phone: 9893412275; Email: warriorfariq@example.com; IP: 223.89.236.2; UPI: warriorfariq@oksbi
DE003627,CASE007530,Call Records,enim.css,9550889325,oscar81@example.org,17.139.106.78,OFF00013,Verified,Phone: 9550889325; Email: oscar81@example.org; IP: 17.139.106.78
DE003628,CASE002783,Email,optio.js,9537718054,mitrachaman@example.net,128.112.144.19,OFF00209,Collected,Phone: 9537718054; Email: mitrachaman@example.net; IP: 128.112.144.19
DE003629,CASE008525,Call Records,voluptatum.ods,9475639057,qabilreddy@example.com,188.231.28.131,OFF00229,Pending Analysis,Phone: 9475639057; Email: qabilreddy@example.com; IP: 188.231.28.131
DE003630,CASE003699,SIM Card,iste.docx,9125041530,udantwali@example.org,166.22.255.224,OFF00028,Pending Analysis,Phone: 9125041530; Email: udantwali@example.org; IP: 166.22.255.224
DE003631,CASE006128,CCTV,libero.ppt,9264951183,chanderayushman@example.org,22.11.54.244,OFF00249,Pending Analysis,Phone: 9264951183; Email: chanderayushman@example.org; IP: 22.11.54.244
DE003632,CASE009688,Bank Statement,nihil.mp4,9624948802,hemang47@example.net,49.76.58.9,OFF00424,Pending Analysis,Phone: 9624948802; Email: hemang47@example.net; IP: 49.76.58.9; UPI: hemang47@paytm
DE003633,CASE003237,Email,illum.ppt,9601144148,bhardwajjyoti@example.org,219.4.208.207,OFF00006,Verified,Phone: 9601144148; Email: bhardwajjyoti@example.org; IP: 219.4.208.207
DE003634,CASE008831,WhatsApp Chat,nam.key,9832871451,samesh46@example.net,55.95.103.74,OFF00328,Collected,Phone: 9832871451; Email: samesh46@example.net; IP: 55.95.103.74
DE003635,CASE007687,Bank Statement,labore.avi,9402339354,varenyasunder@example.net,148.238.240.180,OFF00029,Verified,Phone: 9402339354; Email: varenyasunder@example.net; IP: 148.238.240.180; UPI: varenyasunder@okaxis
DE003636,CASE002992,Bank Statement,corrupti.jpg,9074742686,unnipatel@example.net,122.135.110.38,OFF00173,Collected,Phone: 9074742686; Email: unnipatel@example.net; IP: 122.135.110.38; UPI: unnipatel@okaxis
DE003637,CASE000288,Video,dolorem.tiff,9448440351,yachana66@example.org,102.216.54.220,OFF00426,Verified,Phone: 9448440351; Email: yachana66@example.org; IP: 102.216.54.220
DE003638,CASE005041,Photo,magnam.wav,9429061464,somupkaar@example.net,36.32.121.91,OFF00337,Pending Analysis,Phone: 9429061464; Email: somupkaar@example.net; IP: 36.32.121.91
DE003639,CASE002833,WhatsApp Chat,voluptate.ods,9874809836,raksha75@example.org,140.204.120.18,OFF00240,Pending Analysis,Phone: 9874809836; Email: raksha75@example.org; IP: 140.204.120.18
DE003640,CASE004633,Video,non.jpg,9214297514,siya03@example.com,116.99.133.223,OFF00186,Collected,Phone: 9214297514; Email: siya03@example.com; IP: 116.99.133.223
DE003641,CASE005117,Bank Statement,cum.flac,9386293470,ptank@example.com,133.239.204.112,OFF00488,Pending Analysis,Phone: 9386293470; Email: ptank@example.com; IP: 133.239.204.112; UPI: ptank@okhdfcbank
DE003642,CASE001767,Video,voluptatibus.mp4,9219962127,qadim99@example.com,43.233.4.132,OFF00230,Verified,Phone: 9219962127; Email: qadim99@example.com; IP: 43.233.4.132
DE003643,CASE002206,Mobile Phone,minima.pages,9009998424,reyanshthakur@example.org,12.88.147.230,OFF00172,Pending Analysis,Phone: 9009998424; Email: reyanshthakur@example.org; IP: 12.88.147.230
DE003644,CASE008407,Call Records,error.html,9554415628,isaiah02@example.org,190.232.92.24,OFF00348,Collected,Phone: 9554415628; Email: isaiah02@example.org; IP: 190.232.92.24
DE003645,CASE006399,Bank Statement,delectus.avi,9258298299,singhalyagnesh@example.com,12.96.122.201,OFF00160,Pending Analysis,Phone: 9258298299; Email: singhalyagnesh@example.com; IP: 12.96.122.201
DE003646,CASE000936,Mobile Phone,qui.png,9579943234,mohinimangal@example.org,97.41.229.20,OFF00255,Pending Analysis,Phone: 9579943234; Email: mohinimangal@example.org; IP: 97.41.229.20
DE003647,CASE002184,Call Records,laborum.html,9315143530,aachalbava@example.net,72.172.51.221,OFF00332,Verified,Phone: 9315143530; Email: aachalbava@example.net; IP: 72.172.51.221
DE003648,CASE007791,Email,in.csv,9864127931,bhavini24@example.com,212.243.242.106,OFF00215,Pending Analysis,Phone: 9864127931; Email: bhavini24@example.com; IP: 212.243.242.106
DE003649,CASE009707,SIM Card,vel.flac,9230281221,xbora@example.net,45.106.238.149,OFF00167,Collected,Phone: 9230281221; Email: xbora@example.net; IP: 45.106.238.149
DE003650,CASE004899,Email,sequi.mov,9477672185,michael51@example.org,138.248.191.132,OFF00144,Verified,Phone: 9477672185; Email: michael51@example.org; IP: 138.248.191.132
DE003651,CASE004827,WhatsApp Chat,ad.txt,9222932432,yachanaahuja@example.org,82.200.159.153,OFF00397,Collected,Phone: 9222932432; Email: yachanaahuja@example.org; IP: 82.200.159.153
DE003652,CASE009943,Video,facilis.jpeg,9323688152,unnichopra@example.org,174.157.34.26,OFF00241,Pending Analysis,Phone: 9323688152; Email: unnichopra@example.org; IP: 174.157.34.26
DE003653,CASE004667,Bank Statement,quasi.xlsx,9705166956,sjoshi@example.com,157.100.25.250,OFF00127,Collected,Phone: 9705166956; Email: sjoshi@example.com; IP: 157.100.25.250; UPI: sjoshi@paytm
DE003654,CASE006073,WhatsApp Chat,vitae.wav,9387394223,qdas@example.org,154.191.78.191,OFF00260,Collected,Phone: 9387394223; Email: qdas@example.org; IP: 154.191.78.191
DE003655,CASE003216,Email,doloribus.flac,9582034246,lkalita@example.net,14.179.246.48,OFF00174,Collected,Phone: 9582034246; Email: lkalita@example.net; IP: 14.179.246.48
DE003656,CASE001980,Photo,aspernatur.json,9790055515,parmerishwar@example.org,47.12.21.28,OFF00450,Pending Analysis,Phone: 9790055515; Email: parmerishwar@example.org; IP: 47.12.21.28
DE003657,CASE004306,CCTV,ipsa.js,9066735977,dkrishna@example.com,216.128.61.147,OFF00117,Pending Analysis,Phone: 9066735977; Email: dkrishna@example.com; IP: 216.128.61.147
DE003658,CASE001822,Call Records,unde.odt,9408925445,sai51@example.com,70.82.139.61,OFF00360,Collected,Phone: 9408925445; Email: sai51@example.com; IP: 70.82.139.61
DE003659,CASE001885,Mobile Phone,facilis.json,9704861278,zinaldyal@example.org,40.171.16.85,OFF00045,Collected,Phone: 9704861278; Email: zinaldyal@example.org; IP: 40.171.16.85
DE003660,CASE002922,Email,nesciunt.wav,9479616845,hramanathan@example.com,110.96.20.173,OFF00044,Pending Analysis,Phone: 9479616845; Email: hramanathan@example.com; IP: 110.96.20.173
DE003661,CASE004943,Photo,sapiente.css,9356079041,somanxalak@example.net,25.47.0.87,OFF00036,Pending Analysis,Phone: 9356079041; Email: somanxalak@example.net; IP: 25.47.0.87
DE003662,CASE007589,Email,odio.avi,9905841777,minhasekaraj@example.com,138.23.191.124,OFF00396,Pending Analysis,Phone: 9905841777; Email: minhasekaraj@example.com; IP: 138.23.191.124
DE003663,CASE002626,WhatsApp Chat,et.flac,9563413002,bhavya10@example.com,200.20.50.111,OFF00016,Pending Analysis,Phone: 9563413002; Email: bhavya10@example.com; IP: 200.20.50.111
DE003664,CASE001577,Email,adipisci.png,9079593314,salvilekha@example.org,139.134.117.107,OFF00279,Verified,Phone: 9079593314; Email: salvilekha@example.org; IP: 139.134.117.107
DE003665,CASE009631,Photo,amet.jpeg,9064863012,dakshavarty@example.com,35.111.147.62,OFF00462,Pending Analysis,Phone: 9064863012; Email: dakshavarty@example.com; IP: 35.111.147.62
DE003666,CASE009245,Mobile Phone,animi.mov,9989081533,krishakalla@example.net,98.71.25.220,OFF00312,Collected,Phone: 9989081533; Email: krishakalla@example.net; IP: 98.71.25.220
DE003667,CASE001438,CCTV,autem.wav,9866339310,zaidkurian@example.net,17.2.57.183,OFF00144,Pending Analysis,Phone: 9866339310; Email: zaidkurian@example.net; IP: 17.2.57.183
DE003668,CASE004309,Bank Statement,officia.mp3,9707814170,agastyayohannan@example.net,35.82.241.134,OFF00025,Verified,Phone: 9707814170; Email: agastyayohannan@example.net; IP: 35.82.241.134
DE003669,CASE006945,Email,corrupti.numbers,9484663360,vasana22@example.net,172.209.190.248,OFF00009,Pending Analysis,Phone: 9484663360; Email: vasana22@example.net; IP: 172.209.190.248
DE003670,CASE008629,Email,sint.png,9096904406,charleschad@example.com,83.253.35.168,OFF00429,Collected,Phone: 9096904406; Email: charleschad@example.com; IP: 83.253.35.168
DE003671,CASE005063,Mobile Phone,illo.flac,9999320843,vkarpe@example.com,27.133.33.138,OFF00144,Pending Analysis,Phone: 9999320843; Email: vkarpe@example.com; IP: 27.133.33.138
DE003672,CASE003594,CCTV,occaecati.jpg,9527915600,sunderaishani@example.net,53.233.167.200,OFF00189,Pending Analysis,Phone: 9527915600; Email: sunderaishani@example.net; IP: 53.233.167.200
DE003673,CASE002463,Mobile Phone,quae.numbers,9724765769,kamdarlajita@example.net,174.190.10.200,OFF00081,Collected,Phone: 9724765769; Email: kamdarlajita@example.net; IP: 174.190.10.200
DE003674,CASE007893,Email,animi.webm,9600958900,shravya10@example.net,13.105.160.91,OFF00048,Verified,Phone: 9600958900; Email: shravya10@example.net; IP: 13.105.160.91
DE003675,CASE003265,Bank Statement,nobis.css,9104449158,qushi20@example.org,126.8.161.32,OFF00084,Pending Analysis,Phone: 9104449158; Email: qushi20@example.org; IP: 126.8.161.32; UPI: qushi20@okaxis
DE003676,CASE008065,CCTV,atque.csv,9377422850,prasadlaban@example.org,185.223.159.118,OFF00179,Collected,Phone: 9377422850; Email: prasadlaban@example.org; IP: 185.223.159.118
